episode,seed,geometry,reward,moving_avg_reward,actor_loss,critic_loss,entropy,total_loss,steps,cum_opt_steps,ep_wall_time_sec
1,3,grid_200m,-484.84220245619053,-484.84220245619053,-4.511535735218786e-05,295188.75,-0.0,147594.375,600,1,3.5856
2,3,grid_200m,-474.57806150546435,-479.71013198082744,-7.162913789215963e-06,84583.3125,-0.0,42291.65625,600,2,2.8785
3,3,grid_200m,-484.2680338072428,-481.22943258963255,2.3221602532430552e-05,91630.3515625,-0.0,45815.17578125,600,3,2.7728
4,3,grid_200m,-479.8287435672895,-480.87926033404676,3.476871279417537e-05,145905.125,-0.0,72952.5625,600,4,3.3139
5,3,grid_200m,-490.82454651918886,-482.8683175710752,3.1959883926901966e-05,125264.0703125,-0.0,62632.03515625,600,5,3.0502
6,3,grid_200m,-492.92467145873024,-484.544376552351,2.1682417354895733e-05,77887.2890625,-0.0,38943.64453125,600,6,3.1625
7,3,grid_200m,-489.028941387308,-485.1850286716306,8.10439814813435e-06,42165.14453125,-0.0,21082.572265625,600,7,3.2883
8,3,grid_200m,-484.23961042722834,-485.0668513910803,-5.877245257579489e-06,36827.20703125,-0.0,18413.603515625,600,8,3.088
9,3,grid_200m,-484.84356840735217,-485.0420421706661,-1.4907574950484559e-05,46545.44921875,-0.0,23272.724609375,600,9,2.4829
10,3,grid_200m,-490.36515552857446,-485.57435350645693,-2.1724872567574494e-05,66702.5703125,-0.0,33351.28515625,600,10,3.3983
11,3,grid_200m,-474.5459110956587,-484.57176783274804,-2.07115663215518e-05,58523.46484375,-0.0,29261.732421875,600,11,3.2624
12,3,grid_200m,-493.46722320497037,-485.3130557804332,-1.791139948181808e-05,46407.36328125,-0.0,23203.681640625,600,12,2.8332
13,3,grid_200m,-488.98234019488245,-485.59530842769857,-1.3176932043279521e-05,37795.09765625,-0.0,18897.548828125,600,13,2.6595
14,3,grid_200m,-479.97972559903855,-485.1941953685086,-7.385574463114608e-06,23636.7890625,-0.0,11818.39453125,600,14,3.625
15,3,grid_200m,-476.3600593501855,-484.605252967287,1.526957248643157e-06,20272.44921875,-0.0,10136.224609375,600,15,2.9316
16,3,grid_200m,-476.6239483937967,-484.10642143144383,6.658264737779973e-06,23320.55859375,-0.0,11660.279296875,600,16,2.9055
17,3,grid_200m,-484.1239858256769,-484.1074546311046,1.0992086572514381e-05,34806.515625,-0.0,17403.2578125,600,17,2.8523
18,3,grid_200m,-480.25257189041497,-483.89329447884404,1.348426394542912e-05,36806.19921875,-0.0,18403.099609375,600,18,2.663
19,3,grid_200m,-484.1087608008048,-483.90463481157883,8.965153028839268e-06,25751.4921875,-0.0,12875.74609375,600,19,2.7619
20,3,grid_200m,-481.76423280506066,-483.79761471125295,7.574156370537821e-06,21897.150390625,-0.0,10948.5751953125,600,20,2.4491
21,3,grid_200m,-488.1327236110339,-484.00404846838535,2.0340112314443104e-06,13401.978515625,-0.0,6700.9892578125,600,21,2.4801
22,3,grid_200m,-494.46591537094207,-484.479587873047,-1.2527899571068701e-06,13811.712890625,-0.0,6905.8564453125,600,22,2.4394
23,3,grid_200m,-482.910690523353,-484.41137494479943,-5.103763669467298e-06,14858.953125,-0.0,7429.4765625,600,23,2.3781
24,3,grid_200m,-491.76737567713405,-484.7178749753134,-8.786094440438319e-06,18113.20703125,-0.0,9056.603515625,600,24,2.4511
25,3,grid_200m,-479.8061946111142,-484.52140776074543,-7.024879323580535e-06,17595.55078125,-0.0,8797.775390625,600,25,2.4352
26,3,grid_200m,-483.394913734918,-484.47808106744435,-7.065645604598103e-06,16657.66015625,-0.0,8328.830078125,600,26,2.9843
27,3,grid_200m,-476.8340559569117,-484.1949690263135,-4.305304628360318e-06,14482.4384765625,-0.0,7241.21923828125,600,27,2.4194
28,3,grid_200m,-493.65491919551374,-484.53282438949924,-1.9897329366358463e-06,9332.6484375,-0.0,4666.32421875,600,28,2.668
29,3,grid_200m,-487.80846688056783,-484.64577757884643,-6.790168072257075e-08,10435.89453125,-0.0,5217.947265625,600,29,2.4569
30,3,grid_200m,-481.05189245208885,-484.52598140795453,3.118427002846147e-06,10694.08984375,-0.0,5347.044921875,600,30,2.476
31,3,grid_200m,-494.8061607975605,-484.85811335266686,6.257472705328837e-06,11522.6845703125,-0.0,5761.34228515625,600,31,2.6359
32,3,grid_200m,-470.48050713305565,-484.7215282069199,6.5879739850061014e-06,11130.365234375,-0.0,5565.1826171875,600,32,2.4132
33,3,grid_200m,-481.33049716205556,-484.6236103187471,6.782408490835223e-06,11939.95703125,-0.0,5969.978515625,600,33,2.3549
34,3,grid_200m,-484.94736857583456,-484.79423115236517,4.40959138359176e-06,9905.48046875,-0.0,4952.740234375,600,34,2.6531
35,3,grid_200m,-473.8257671768686,-484.2276051742878,2.636575345604797e-06,7332.03515625,-0.0,3666.017578125,600,35,2.3138
36,3,grid_200m,-476.07381082993123,-483.6659098199945,5.407314915828465e-07,7484.884765625,-0.0,3742.4423828125,600,36,2.4471
37,3,grid_200m,-483.90772336159756,-483.4952025524709,-7.287148946488742e-07,6249.3310546875,-0.0,3124.66552734375,600,37,3.0767
38,3,grid_200m,-490.59886503296394,-483.7071777059954,-2.6366951715317555e-06,7655.27685546875,-0.0,3827.638427734375,600,38,2.3657
39,3,grid_200m,-488.433617029504,-483.82684599340047,-3.7394049741124036e-06,10020.662109375,-0.0,5010.3310546875,600,39,2.8501
40,3,grid_200m,-471.8145167388853,-483.20849136707744,-2.4154087441274896e-06,7053.619140625,-0.0,3526.8095703125,600,40,2.8225
41,3,grid_200m,-479.4898937670988,-483.37329078945885,-2.1453654426295543e-06,6736.04833984375,-0.0,3368.024169921875,600,41,2.3492
42,3,grid_200m,-485.7539240540832,-483.1161808177625,-2.1844230104761664e-06,6919.13720703125,-0.0,3459.568603515625,600,42,2.3584
43,3,grid_200m,-483.7610774232478,-482.9421387253747,-1.3809909660267294e-06,7415.83154296875,-0.0,3707.915771484375,600,43,3.1834
44,3,grid_200m,-483.10951932518964,-483.0464651829131,8.085056037998584e-07,6150.67822265625,-0.0,3075.339111328125,600,44,2.5728
45,3,grid_200m,-490.5617236790705,-483.5198539938759,2.2009705844538985e-06,6749.587890625,-0.0,3374.7939453125,600,45,2.5333
46,3,grid_200m,-481.72982207578684,-483.6900497832756,2.5484034722467186e-06,7140.4892578125,-0.0,3570.24462890625,600,46,2.4282
47,3,grid_200m,-491.89915581219606,-483.9492221161596,1.8376337038716883e-06,6736.1533203125,-0.0,3368.07666015625,600,47,2.5408
48,3,grid_200m,-480.0123543271963,-483.9412148640523,6.578655984412762e-07,5898.24853515625,-0.0,2949.124267578125,600,48,2.4887
49,3,grid_200m,-484.8681400851507,-483.9665275068639,5.446320869850751e-07,5757.27294921875,-0.0,2878.636474609375,600,49,2.4244
50,3,grid_200m,-485.81300139304534,-484.10148645979666,2.4421970579169283e-07,5011.33056640625,-0.0,2505.665283203125,600,50,2.5457
51,3,grid_200m,-479.0738393670812,-483.79952365166497,-3.1128985256145825e-07,4521.36083984375,-0.0,2260.680419921875,600,51,2.3565
52,3,grid_200m,-478.26499266023,-483.25949289464114,-2.5467843443038873e-06,5620.52978515625,-0.0,2810.264892578125,600,52,2.443
53,3,grid_200m,-479.8978666965888,-483.159065433749,-1.9202373096049996e-06,4981.8447265625,-0.0,2490.92236328125,600,53,2.3413
