episode,seed,geometry,reward,moving_avg_reward,actor_loss,critic_loss,entropy,total_loss,steps,cum_opt_steps,ep_wall_time_sec
1,1,grid_200m,-613.4289429231563,-613.4289429231563,-0.1511687934398651,144487.40625,-0.0,72243.5546875,600,1,3.2743
2,1,grid_200m,-606.367204765345,-609.8980738442507,-0.17637379467487335,127248.3359375,-0.0,63623.9921875,600,2,2.8799
3,1,grid_200m,-608.5414269518932,-609.4458582134648,-0.008726541884243488,94556.75,-0.0,47278.3671875,600,3,2.9594
4,1,grid_200m,-592.0229436272934,-605.090129566922,3.9604802282156015e-07,47165.62890625,-0.0,23582.814453125,600,4,2.8525
5,1,grid_200m,-559.4269470310468,-595.957493059747,-0.05490456148982048,60391.6484375,-0.0,30195.76953125,600,5,2.989
6,1,grid_200m,-555.404043173929,-589.198584745444,2.2434988021850586,67007.28125,-0.0,33505.8828125,600,6,2.9599
7,1,grid_200m,-541.5573994142835,-582.3927011267068,0.003414756851270795,51167.14453125,-0.0,25583.576171875,600,7,2.8917
8,1,grid_200m,-562.9084063401671,-579.9571642783894,-0.17446261644363403,48706.45703125,1.836701147076014e-12,24353.0546875,600,8,2.7138
9,1,grid_200m,-580.4010139530817,-580.0064809089108,-0.10899054259061813,51102.24609375,-0.0,25551.013671875,600,9,2.6997
10,1,grid_200m,-556.4292917057751,-577.6487619885972,0.23633146286010742,55564.43359375,-0.0,27782.453125,600,10,2.7045
11,1,grid_200m,-558.800340165331,-575.9352690955731,-0.028195159509778023,30616.126953125,-0.0,15308.03515625,600,11,3.0147
12,1,grid_200m,-542.4403352474737,-573.1440246082315,0.3888453543186188,23682.15625,-0.0,11841.466796875,600,12,2.9423
13,1,grid_200m,-520.7545441799958,-569.1140645752903,-0.4450362026691437,22582.73046875,2.54399229689141e-36,11290.919921875,600,13,2.7725
14,1,grid_200m,-527.4821278033453,-566.1403548058656,0.022555669769644737,35564.25390625,-0.0,17782.150390625,600,14,2.8685
15,1,grid_200m,-481.9180944690008,-560.5255374500746,0.007966681383550167,26458.548828125,-0.0,13229.2822265625,600,15,3.2813
16,1,grid_200m,-505.190999477947,-557.0671288268165,-0.012209450826048851,26935.869140625,-0.0,13467.921875,600,16,3.5635
17,1,grid_200m,-499.5759416275612,-553.6852942856839,-0.07937996834516525,19381.21484375,6.338783258051997e-14,9690.5283203125,600,17,3.2907
18,1,grid_200m,-502.60431037128285,-550.847461845995,-0.019059931859374046,22599.666015625,-0.0,11299.8134765625,600,18,2.8447
19,1,grid_200m,-493.2755496705608,-547.8173612051827,-0.03328284993767738,23082.267578125,-0.0,11541.1005859375,600,19,2.7034
20,1,grid_200m,-457.41814855607896,-543.2974005727275,-0.017737025395035744,22100.373046875,-0.0,11050.1689453125,600,20,2.7262
21,1,grid_200m,-492.6184479887736,-540.8841171163488,-0.04518941417336464,14347.08984375,-0.0,7173.49951171875,600,21,3.2735
22,1,grid_200m,-478.0177474334268,-538.0265548580342,0.06382525712251663,13638.1435546875,-0.0,6819.1357421875,600,22,2.7679
23,1,grid_200m,-448.51994403204196,-534.1349630829909,0.12041043490171432,16123.6416015625,-0.0,8061.94140625,600,23,3.2962
24,1,grid_200m,-421.79016410084006,-529.4539297920679,0.03416760265827179,15423.98828125,-0.0,7712.0283203125,600,24,2.9625
25,1,grid_200m,-429.1908561226375,-525.4434068452907,0.05555880814790726,11790.376953125,-0.0,5895.244140625,600,25,2.8565
26,1,grid_200m,-460.5198539026744,-522.9463471167286,-0.14172659814357758,11581.650390625,-0.0,5790.68359375,600,26,2.6934
27,1,grid_200m,-442.01472008210243,-519.9488794487795,0.00020484220294747502,15345.2197265625,3.144206672800465e-08,7672.60986328125,600,27,2.8523
28,1,grid_200m,-452.58184379876644,-517.5429138898505,-0.7560955286026001,16520.017578125,-0.0,8259.2529296875,600,28,2.8273
29,1,grid_200m,-404.87029580961115,-513.6576511974284,0.022042345255613327,10879.03125,-0.0,5439.53759765625,600,29,2.9001
30,1,grid_200m,-455.59717835747114,-511.7223021027632,-0.02012612298130989,9455.453125,-0.0,4727.70654296875,600,30,2.8827
31,1,grid_200m,-417.4590634278613,-505.18997278625335,-0.00369135569781065,10372.2001953125,8.552689421830044e-32,5186.09619140625,600,31,2.8207
32,1,grid_200m,-440.6363377218859,-499.6656105514714,0.053234491497278214,9091.904296875,-0.0,4546.00537109375,600,32,2.7885
33,1,grid_200m,-422.331864442892,-493.45862513450464,0.00021155393915250897,8523.53515625,-0.0,4261.767578125,600,33,2.8201
34,1,grid_200m,-452.2709509043009,-488.80022537707157,0.006545427720993757,6733.1591796875,3.1821947161064305e-33,3366.586181640625,600,34,2.9034
35,1,grid_200m,-436.25434007335735,-484.6944718118153,-0.15255391597747803,7034.8701171875,-0.0,3517.282470703125,600,35,3.1055
36,1,grid_200m,-437.8947275485497,-480.7774946243026,-0.003156912513077259,9142.84375,-0.0,4571.4189453125,600,36,3.2346
37,1,grid_200m,-441.6557886141723,-477.4474409309656,0.007932502776384354,7059.56689453125,-0.0,3529.791259765625,600,37,2.9308
38,1,grid_200m,-422.6976730032993,-472.7737498197366,-4.4831744162365794e-05,6609.140625,-0.0,3304.5703125,600,38,2.9237
39,1,grid_200m,-467.89793434624534,-469.02364716617546,0.20860017836093903,7324.28173828125,-0.0,3662.349365234375,600,39,2.911
40,1,grid_200m,-454.5260950338776,-465.6268739437789,0.0021678879857063293,6485.30322265625,-0.0,3242.65380859375,600,40,2.9312
41,1,grid_200m,-426.68808866040297,-461.2231322269479,0.0016339329304173589,6871.5791015625,-0.0,3435.791259765625,600,41,2.9462
