geometry,workload,seed,metric_a_delay_per_subtask_s,metric_a_energy_per_subtask_J,metric_b_delay_per_vehicle_workload_s,metric_b_energy_per_vehicle_workload_J,published_target_delay_s,published_target_energy_J,tasks_generated,tasks_completed,num_vehicles
corridor_2400m,w20,42,1.9240164407642906,3.429715509785565,37.133517306750804,66.1935093388614,13.9,25.14,200,193,10
corridor_2400m,w20,43,2.0305290953662523,7.054424826353092,40.001423178715164,138.9721690791559,13.9,25.14,200,197,10
corridor_2400m,w20,44,1.9689021227651564,7.89245240182489,38.984262030750095,156.27055755613281,13.9,25.14,200,198,10
corridor_2400m,w20,45,1.8625821502170719,7.557248137980941,36.3203519292329,147.3663386906283,13.9,25.14,200,195,10
corridor_2400m,w20,46,1.9140450909261202,4.967452114853494,37.32387927305935,96.86531623964314,13.9,25.14,200,195,10
