metric_name,metric_col,mean,std,cv,median,iqr,min,max,seed_vector
Delay (s),mean_delay_s,1.9090635581774396,0.03606473151087127,0.018891320488722673,1.9123326669016742,0.02496572850995804,1.8557967170581031,1.9541279953799187,"[1.899, 1.9541, 1.9123, 1.8558, 1.924]"
Energy (J),mean_energy_J,0.3637869941981472,0.0772161130624259,0.21225638709988595,0.34882540939753875,0.07815130312409141,0.28701167933227617,0.4833303049093196,"[0.4833, 0.287, 0.389, 0.3108, 0.3488]"
Completion Ratio,completion_ratio,0.9809999999999999,0.00961769203083568,0.009803967411657167,0.985,0.0050000000000000044,0.965,0.99,"[0.965, 0.985, 0.99, 0.985, 0.98]"
Last 50 Reward,reward_last_50_mean,-642.9602075722694,185.86588056709252,-0.2890783572266422,-576.6929638912499,118.09441839925148,-942.9215433850655,-453.59051746207246,"[-942.9215, -576.693, -453.5905, -561.7508, -679.8452]"
Mean Loss,loss_mean,8.172133019847488,2.3967264788083624,0.29328040463701255,6.802955061712361,3.380231272079649,6.1327132703604965,11.523053039337228,"[11.5231, 9.8911, 6.1327, 6.5109, 6.803]"
Optimization Steps,optimization_steps,99937.0,0.0,0.0,99937.0,0.0,99937.0,99937.0,"[99937, 99937, 99937, 99937, 99937]"
