realization,algorithm,mean_delay_s,mean_energy_j,completion_ratio_pct,collaboration_rate_pct
realization_corridor_2400m_w20_seed48.json,CoTOP,2.024876832208712,4.193574514087303,98.0,100.0
realization_corridor_2400m_w20_seed48.json,DDQN,2.024876832208712,4.193574514087303,98.0,100.0
realization_corridor_2400m_w20_seed48.json,Local,1.991701198509607,0.31433697452170045,98.0,0.0
realization_corridor_2400m_w20_seed48.json,Greedy,2.011337301883653,7.463506249964748,98.0,86.5
realization_corridor_2400m_w20_seed48.json,wo_md,2.024876832208712,4.193574514087303,98.0,100.0
realization_corridor_2400m_w20_seed48.json,wo_tp,2.024876832208712,4.193574514087303,98.0,100.0
realization_corridor_2400m_w20_seed48.json,wo_co,1.991701198509607,0.31433697452170045,98.0,0.0
realization_corridor_2400m_w20_seed49.json,CoTOP,1.9353351511477053,5.017698777770679,99.5,100.0
realization_corridor_2400m_w20_seed49.json,DDQN,1.9353351511477053,5.017698777770679,99.5,100.0
realization_corridor_2400m_w20_seed49.json,Local,1.8836514510679923,0.2903219639375891,99.5,0.0
realization_corridor_2400m_w20_seed49.json,Greedy,1.9031830317458007,6.66648020626578,99.5,84.0
realization_corridor_2400m_w20_seed49.json,wo_md,1.9353351511477053,5.017698777770679,99.5,100.0
realization_corridor_2400m_w20_seed49.json,wo_tp,1.9353351511477053,5.017698777770679,99.5,100.0
realization_corridor_2400m_w20_seed49.json,wo_co,1.8836514510679923,0.2903219639375891,99.5,0.0
realization_corridor_2400m_w20_seed50.json,CoTOP,2.016469735378506,5.307753745032105,98.0,100.0
realization_corridor_2400m_w20_seed50.json,DDQN,2.016469735378506,5.307753745032105,98.0,100.0
realization_corridor_2400m_w20_seed50.json,Local,1.9717430211430735,0.2983260109730319,98.0,0.0
realization_corridor_2400m_w20_seed50.json,Greedy,1.9933002631589094,7.281043052326202,98.0,86.0
realization_corridor_2400m_w20_seed50.json,wo_md,2.016469735378506,5.307753745032105,98.0,100.0
realization_corridor_2400m_w20_seed50.json,wo_tp,2.016469735378506,5.307753745032105,98.0,100.0
realization_corridor_2400m_w20_seed50.json,wo_co,1.9717430211430735,0.2983260109730319,98.0,0.0
realization_corridor_2400m_w20_seed51.json,CoTOP,2.0712247977463267,4.014281420215451,99.0,99.5
realization_corridor_2400m_w20_seed51.json,DDQN,2.0712247977463267,4.014281420215451,99.0,99.5
realization_corridor_2400m_w20_seed51.json,Local,2.021490937288677,0.29395924224863185,100.0,0.0
realization_corridor_2400m_w20_seed51.json,Greedy,2.044608269169775,6.9881344285237414,99.5,84.0
realization_corridor_2400m_w20_seed51.json,wo_md,2.0712247977463267,4.014281420215451,99.0,99.5
realization_corridor_2400m_w20_seed51.json,wo_tp,2.0712247977463267,4.014281420215451,99.0,99.5
realization_corridor_2400m_w20_seed51.json,wo_co,2.021490937288677,0.29395924224863185,100.0,0.0
realization_corridor_2400m_w30_42.json,CoTOP,2.074608288939741,3.9404622803555713,99.66666666666667,100.0
realization_corridor_2400m_w30_42.json,DDQN,2.074608288939741,3.9404622803555713,99.66666666666667,100.0
realization_corridor_2400m_w30_42.json,Local,2.044980318823019,0.30344480755071,99.66666666666667,0.0
realization_corridor_2400m_w30_42.json,Greedy,2.045848323814554,7.467528755857169,99.66666666666667,87.33333333333333
realization_corridor_2400m_w30_42.json,wo_md,2.074608288939741,3.9404622803555713,99.66666666666667,100.0
realization_corridor_2400m_w30_42.json,wo_tp,2.074608288939741,3.9404622803555713,99.66666666666667,100.0
realization_corridor_2400m_w30_42.json,wo_co,2.044980318823019,0.30344480755071,99.66666666666667,0.0
realization_corridor_2400m_w30_43.json,CoTOP,2.1367725997153326,4.023860518366361,97.66666666666667,100.0
realization_corridor_2400m_w30_43.json,DDQN,2.1367725997153326,4.023860518366361,97.66666666666667,100.0
realization_corridor_2400m_w30_43.json,Local,2.075603248523065,0.2860084749388137,98.66666666666667,0.0
realization_corridor_2400m_w30_43.json,Greedy,2.064162609782818,6.89360305732517,98.33333333333333,87.66666666666667
realization_corridor_2400m_w30_43.json,wo_md,2.1367725997153326,4.023860518366361,97.66666666666667,100.0
realization_corridor_2400m_w30_43.json,wo_tp,2.1367725997153326,4.023860518366361,97.66666666666667,100.0
realization_corridor_2400m_w30_43.json,wo_co,2.075603248523065,0.2860084749388137,98.66666666666667,0.0
realization_corridor_2400m_w30_44.json,CoTOP,2.029710214146069,3.8650510006436987,98.33333333333333,100.0
realization_corridor_2400m_w30_44.json,DDQN,2.029710214146069,3.8650510006436987,98.33333333333333,100.0
realization_corridor_2400m_w30_44.json,Local,1.9687189153280606,0.2844911862426961,98.66666666666667,0.0
realization_corridor_2400m_w30_44.json,Greedy,1.972402526687518,6.874216349470947,98.66666666666667,85.33333333333334
realization_corridor_2400m_w30_44.json,wo_md,2.029710214146069,3.8650510006436987,98.33333333333333,100.0
realization_corridor_2400m_w30_44.json,wo_tp,2.029710214146069,3.8650510006436987,98.33333333333333,100.0
realization_corridor_2400m_w30_44.json,wo_co,1.9687189153280606,0.2844911862426961,98.66666666666667,0.0
realization_corridor_2400m_w30_45.json,CoTOP,2.005522872200157,5.180923346973926,97.33333333333334,100.0
realization_corridor_2400m_w30_45.json,DDQN,2.005522872200157,5.180923346973926,97.33333333333334,100.0
realization_corridor_2400m_w30_45.json,Local,1.9455422408833756,0.30434942490919376,98.33333333333333,0.0
realization_corridor_2400m_w30_45.json,Greedy,1.9460372999827662,7.232340573584594,98.0,86.0
realization_corridor_2400m_w30_45.json,wo_md,2.005522872200157,5.180923346973926,97.33333333333334,100.0
realization_corridor_2400m_w30_45.json,wo_tp,2.005522872200157,5.180923346973926,97.33333333333334,100.0
realization_corridor_2400m_w30_45.json,wo_co,1.9455422408833756,0.30434942490919376,98.33333333333333,0.0
realization_corridor_2400m_w30_46.json,CoTOP,2.097598287734112,3.9884546606387272,96.33333333333334,100.0
realization_corridor_2400m_w30_46.json,DDQN,2.097598287734112,3.9884546606387272,96.33333333333334,100.0
realization_corridor_2400m_w30_46.json,Local,2.0354051970125946,0.2934423902432155,97.33333333333334,0.0
realization_corridor_2400m_w30_46.json,Greedy,2.043694978472746,7.4864304339481,96.66666666666667,88.66666666666667
realization_corridor_2400m_w30_46.json,wo_md,2.097598287734112,3.9884546606387272,96.33333333333334,100.0
realization_corridor_2400m_w30_46.json,wo_tp,2.097598287734112,3.9884546606387272,96.33333333333334,100.0
realization_corridor_2400m_w30_46.json,wo_co,2.0354051970125946,0.2934423902432155,97.33333333333334,0.0
realization_corridor_2400m_w30_seed47.json,CoTOP,1.9567637228022525,5.039821599858558,98.33333333333333,100.0
realization_corridor_2400m_w30_seed47.json,DDQN,1.9567637228022525,5.039821599858558,98.33333333333333,100.0
realization_corridor_2400m_w30_seed47.json,Local,1.9157951387005505,0.29919827031217605,99.0,0.0
realization_corridor_2400m_w30_seed47.json,Greedy,1.91085606982682,7.083536957047493,98.66666666666667,86.0
realization_corridor_2400m_w30_seed47.json,wo_md,1.9567637228022525,5.039821599858558,98.33333333333333,100.0
realization_corridor_2400m_w30_seed47.json,wo_tp,1.9567637228022525,5.039821599858558,98.33333333333333,100.0
realization_corridor_2400m_w30_seed47.json,wo_co,1.9157951387005505,0.29919827031217605,99.0,0.0
realization_corridor_2400m_w30_seed48.json,CoTOP,2.033585560576399,3.9619349802156503,98.33333333333333,100.0
realization_corridor_2400m_w30_seed48.json,DDQN,2.033585560576399,3.9619349802156503,98.33333333333333,100.0
realization_corridor_2400m_w30_seed48.json,Local,2.0060051446483156,0.30931695931304526,98.33333333333333,0.0
realization_corridor_2400m_w30_seed48.json,Greedy,1.995539381478377,6.894913203756009,98.33333333333333,83.66666666666667
realization_corridor_2400m_w30_seed48.json,wo_md,2.033585560576399,3.9619349802156503,98.33333333333333,100.0
realization_corridor_2400m_w30_seed48.json,wo_tp,2.033585560576399,3.9619349802156503,98.33333333333333,100.0
realization_corridor_2400m_w30_seed48.json,wo_co,2.0060051446483156,0.30931695931304526,98.33333333333333,0.0
realization_corridor_2400m_w30_seed49.json,CoTOP,1.964617909524513,5.035705805101155,99.0,100.0
realization_corridor_2400m_w30_seed49.json,DDQN,1.964617909524513,5.035705805101155,99.0,100.0
realization_corridor_2400m_w30_seed49.json,Local,1.9077061626650353,0.2919160886899563,99.0,0.0
realization_corridor_2400m_w30_seed49.json,Greedy,1.9053074096288731,6.7476583444078395,99.33333333333333,83.33333333333334
realization_corridor_2400m_w30_seed49.json,wo_md,1.964617909524513,5.035705805101155,99.0,100.0
realization_corridor_2400m_w30_seed49.json,wo_tp,1.964617909524513,5.035705805101155,99.0,100.0
realization_corridor_2400m_w30_seed49.json,wo_co,1.9077061626650353,0.2919160886899563,99.0,0.0
realization_corridor_2400m_w30_seed50.json,CoTOP,2.021217560497893,5.286858946916095,98.66666666666667,100.0
realization_corridor_2400m_w30_seed50.json,DDQN,2.021217560497893,5.286858946916095,98.66666666666667,100.0
realization_corridor_2400m_w30_seed50.json,Local,1.9767377352169633,0.296149875189284,98.66666666666667,0.0
realization_corridor_2400m_w30_seed50.json,Greedy,1.976718976283673,7.328516056472342,98.66666666666667,86.0
realization_corridor_2400m_w30_seed50.json,wo_md,2.021217560497893,5.286858946916095,98.66666666666667,100.0
realization_corridor_2400m_w30_seed50.json,wo_tp,2.021217560497893,5.286858946916095,98.66666666666667,100.0
realization_corridor_2400m_w30_seed50.json,wo_co,1.9767377352169633,0.296149875189284,98.66666666666667,0.0
realization_corridor_2400m_w30_seed51.json,CoTOP,2.1169535966540023,4.030344100149675,97.0,100.0
realization_corridor_2400m_w30_seed51.json,DDQN,2.1169535966540023,4.030344100149675,97.0,100.0
realization_corridor_2400m_w30_seed51.json,Local,2.054685619954997,0.2884131972037155,97.66666666666667,0.0
realization_corridor_2400m_w30_seed51.json,Greedy,2.0594880856998192,7.119767867363808,97.66666666666667,84.33333333333334
realization_corridor_2400m_w30_seed51.json,wo_md,2.1169535966540023,4.030344100149675,97.0,100.0
realization_corridor_2400m_w30_seed51.json,wo_tp,2.1169535966540023,4.030344100149675,97.0,100.0
realization_corridor_2400m_w30_seed51.json,wo_co,2.054685619954997,0.2884131972037155,97.66666666666667,0.0
realization_corridor_2400m_w40_42.json,CoTOP,2.1157892276557577,4.0364909470774,98.75,100.0
realization_corridor_2400m_w40_42.json,DDQN,2.1157892276557577,4.0364909470774,98.75,100.0
realization_corridor_2400m_w40_42.json,Local,2.084423549929313,0.2963309984027338,99.25,0.0
realization_corridor_2400m_w40_42.json,Greedy,2.060307082976175,7.163616852338089,99.0,85.75
realization_corridor_2400m_w40_42.json,wo_md,2.1157892276557577,4.0364909470774,98.75,100.0
realization_corridor_2400m_w40_42.json,wo_tp,2.1157892276557577,4.0364909470774,98.75,100.0
realization_corridor_2400m_w40_42.json,wo_co,2.084423549929313,0.2963309984027338,99.25,0.0
realization_corridor_2400m_w40_43.json,CoTOP,2.1538894134406585,3.9447512330676044,97.75,100.0
realization_corridor_2400m_w40_43.json,DDQN,2.1538894134406585,3.9447512330676044,97.75,100.0
realization_corridor_2400m_w40_43.json,Local,2.084910773743733,0.29120401539736906,99.25,0.0
realization_corridor_2400m_w40_43.json,Greedy,2.045540815775477,6.883615919339275,99.0,88.0
realization_corridor_2400m_w40_43.json,wo_md,2.1538894134406585,3.9447512330676044,97.75,100.0
realization_corridor_2400m_w40_43.json,wo_tp,2.1538894134406585,3.9447512330676044,97.75,100.0
realization_corridor_2400m_w40_43.json,wo_co,2.084910773743733,0.29120401539736906,99.25,0.0
realization_corridor_2400m_w40_44.json,CoTOP,2.1156488473056463,4.000700193906067,98.25,100.0
realization_corridor_2400m_w40_44.json,DDQN,2.1156488473056463,4.000700193906067,98.25,100.0
realization_corridor_2400m_w40_44.json,Local,2.0428345844287223,0.28849422483524684,98.75,0.0
realization_corridor_2400m_w40_44.json,Greedy,2.02940986201601,7.222761730657208,98.75,87.5
realization_corridor_2400m_w40_44.json,wo_md,2.1156488473056463,4.000700193906067,98.25,100.0
realization_corridor_2400m_w40_44.json,wo_tp,2.1156488473056463,4.000700193906067,98.25,100.0
realization_corridor_2400m_w40_44.json,wo_co,2.0428345844287223,0.28849422483524684,98.75,0.0
realization_corridor_2400m_w40_45.json,CoTOP,2.020265263768148,4.997464214253084,98.5,100.0
realization_corridor_2400m_w40_45.json,DDQN,2.020265263768148,4.997464214253084,98.5,100.0
realization_corridor_2400m_w40_45.json,Local,1.9576425126374069,0.29792220558634985,99.5,0.0
realization_corridor_2400m_w40_45.json,Greedy,1.9334830063764314,6.99588958648772,99.0,84.75
realization_corridor_2400m_w40_45.json,wo_md,2.020265263768148,4.997464214253084,98.5,100.0
realization_corridor_2400m_w40_45.json,wo_tp,2.020265263768148,4.997464214253084,98.5,100.0
realization_corridor_2400m_w40_45.json,wo_co,1.9576425126374069,0.29792220558634985,99.5,0.0
realization_corridor_2400m_w40_46.json,CoTOP,2.1164544045481177,3.9807024405606604,99.0,100.0
realization_corridor_2400m_w40_46.json,DDQN,2.1164544045481177,3.9807024405606604,99.0,100.0
realization_corridor_2400m_w40_46.json,Local,2.0460715643847585,0.2936577869102063,99.25,0.0
realization_corridor_2400m_w40_46.json,Greedy,2.028742254155091,7.10749871014074,99.0,84.5
realization_corridor_2400m_w40_46.json,wo_md,2.1164544045481177,3.9807024405606604,99.0,100.0
realization_corridor_2400m_w40_46.json,wo_tp,2.1164544045481177,3.9807024405606604,99.0,100.0
realization_corridor_2400m_w40_46.json,wo_co,2.0460715643847585,0.2936577869102063,99.25,0.0
realization_corridor_2400m_w40_seed47.json,CoTOP,1.9866273244222357,5.194222307923118,97.25,100.0
realization_corridor_2400m_w40_seed47.json,DDQN,1.9866273244222357,5.194222307923118,97.25,100.0
realization_corridor_2400m_w40_seed47.json,Local,1.9484791961323658,0.29613382919729275,97.75,0.0
realization_corridor_2400m_w40_seed47.json,Greedy,1.9205688899304914,7.067294268461795,98.0,86.5
realization_corridor_2400m_w40_seed47.json,wo_md,1.9866273244222357,5.194222307923118,97.25,100.0
realization_corridor_2400m_w40_seed47.json,wo_tp,1.9866273244222357,5.194222307923118,97.25,100.0
realization_corridor_2400m_w40_seed47.json,wo_co,1.9484791961323658,0.29613382919729275,97.75,0.0
realization_corridor_2400m_w40_seed48.json,CoTOP,2.070675627411106,3.8979443556778857,98.0,100.0
realization_corridor_2400m_w40_seed48.json,DDQN,2.070675627411106,3.8979443556778857,98.0,100.0
realization_corridor_2400m_w40_seed48.json,Local,2.040471090148208,0.31020116966029065,98.25,0.0
realization_corridor_2400m_w40_seed48.json,Greedy,2.0073465496661806,7.132237636127727,98.25,85.75
realization_corridor_2400m_w40_seed48.json,wo_md,2.070675627411106,3.8979443556778857,98.0,100.0
realization_corridor_2400m_w40_seed48.json,wo_tp,2.070675627411106,3.8979443556778857,98.0,100.0
realization_corridor_2400m_w40_seed48.json,wo_co,2.040471090148208,0.31020116966029065,98.25,0.0
realization_corridor_2400m_w40_seed49.json,CoTOP,2.0064720917114363,5.02533927980035,98.75,100.0
realization_corridor_2400m_w40_seed49.json,DDQN,2.0064720917114363,5.02533927980035,98.75,100.0
realization_corridor_2400m_w40_seed49.json,Local,1.943207806074379,0.29050188486749995,99.75,0.0
realization_corridor_2400m_w40_seed49.json,Greedy,1.9207085375277626,7.022395466744971,99.5,86.0
realization_corridor_2400m_w40_seed49.json,wo_md,2.0064720917114363,5.02533927980035,98.75,100.0
realization_corridor_2400m_w40_seed49.json,wo_tp,2.0064720917114363,5.02533927980035,98.75,100.0
realization_corridor_2400m_w40_seed49.json,wo_co,1.943207806074379,0.29050188486749995,99.75,0.0
realization_corridor_2400m_w40_seed50.json,CoTOP,2.046356584068059,5.062179957404498,98.75,100.0
realization_corridor_2400m_w40_seed50.json,DDQN,2.046356584068059,5.062179957404498,98.75,100.0
realization_corridor_2400m_w40_seed50.json,Local,2.004914599712361,0.2984589112458319,99.0,0.0
realization_corridor_2400m_w40_seed50.json,Greedy,1.9788744454955511,7.182354746558207,99.0,85.0
realization_corridor_2400m_w40_seed50.json,wo_md,2.046356584068059,5.062179957404498,98.75,100.0
realization_corridor_2400m_w40_seed50.json,wo_tp,2.046356584068059,5.062179957404498,98.75,100.0
realization_corridor_2400m_w40_seed50.json,wo_co,2.004914599712361,0.2984589112458319,99.0,0.0
realization_corridor_2400m_w40_seed51.json,CoTOP,2.151763299402217,3.995879623160665,97.25,100.0
realization_corridor_2400m_w40_seed51.json,DDQN,2.151763299402217,3.995879623160665,97.25,100.0
realization_corridor_2400m_w40_seed51.json,Local,2.083343972486194,0.286589916666603,97.5,0.0
realization_corridor_2400m_w40_seed51.json,Greedy,2.068648091208271,7.2155075852805695,97.25,86.25
realization_corridor_2400m_w40_seed51.json,wo_md,2.151763299402217,3.995879623160665,97.25,100.0
realization_corridor_2400m_w40_seed51.json,wo_tp,2.151763299402217,3.995879623160665,97.25,100.0
realization_corridor_2400m_w40_seed51.json,wo_co,2.083343972486194,0.286589916666603,97.5,0.0
realization_grid_200m_w20_42.json,CoTOP,0.660271996014831,0.9413690095018211,100.0,99.0
realization_grid_200m_w20_42.json,DDQN,0.660271996014831,0.9413690095018211,100.0,99.0
realization_grid_200m_w20_42.json,Local,0.6636042213192309,0.2862263154298333,100.0,0.0
realization_grid_200m_w20_42.json,Greedy,0.6448824012635231,3.1752936059493067,100.0,87.5
realization_grid_200m_w20_42.json,wo_md,0.660271996014831,0.9413690095018211,100.0,99.0
realization_grid_200m_w20_42.json,wo_tp,0.660271996014831,0.9413690095018211,100.0,99.0
realization_grid_200m_w20_42.json,wo_co,0.6636042213192309,0.2862263154298333,100.0,0.0
realization_grid_200m_w20_43.json,CoTOP,0.6414712757793878,1.0001744592095454,100.0,99.5
realization_grid_200m_w20_43.json,DDQN,0.6414712757793878,1.0001744592095454,100.0,99.5
realization_grid_200m_w20_43.json,Local,0.642919495063858,0.2741101993036568,100.0,0.0
realization_grid_200m_w20_43.json,Greedy,0.6230886331003701,3.127370471241156,100.0,88.5
realization_grid_200m_w20_43.json,wo_md,0.6414712757793878,1.0001744592095454,100.0,99.5
realization_grid_200m_w20_43.json,wo_tp,0.6414712757793878,1.0001744592095454,100.0,99.5
realization_grid_200m_w20_43.json,wo_co,0.642919495063858,0.2741101993036568,100.0,0.0
realization_grid_200m_w20_44.json,CoTOP,0.6316997344790352,0.9064599137048162,100.0,100.0
realization_grid_200m_w20_44.json,DDQN,0.6316997344790352,0.9064599137048162,100.0,100.0
realization_grid_200m_w20_44.json,Local,0.6333336205661629,0.2661304660860628,100.0,0.0
realization_grid_200m_w20_44.json,Greedy,0.6154651482884524,3.0034680504267066,100.0,87.5
realization_grid_200m_w20_44.json,wo_md,0.6316997344790352,0.9064599137048162,100.0,100.0
realization_grid_200m_w20_44.json,wo_tp,0.6316997344790352,0.9064599137048162,100.0,100.0
realization_grid_200m_w20_44.json,wo_co,0.6333336205661629,0.2661304660860628,100.0,0.0
realization_grid_200m_w20_45.json,CoTOP,0.6486126828262593,0.9276157278794892,100.0,99.5
realization_grid_200m_w20_45.json,DDQN,0.6486126828262593,0.9276157278794892,100.0,99.5
realization_grid_200m_w20_45.json,Local,0.6507339760045525,0.2970549022854683,100.0,0.0
realization_grid_200m_w20_45.json,Greedy,0.6287382921142789,3.089409999106642,100.0,85.5
realization_grid_200m_w20_45.json,wo_md,0.6486126828262593,0.9276157278794892,100.0,99.5
realization_grid_200m_w20_45.json,wo_tp,0.6486126828262593,0.9276157278794892,100.0,99.5
realization_grid_200m_w20_45.json,wo_co,0.6507339760045525,0.2970549022854683,100.0,0.0
realization_grid_200m_w20_46.json,CoTOP,0.6544521442495901,0.8883853801537981,100.0,100.0
realization_grid_200m_w20_46.json,DDQN,0.6544521442495901,0.8883853801537981,100.0,100.0
realization_grid_200m_w20_46.json,Local,0.6564455434000418,0.28166492718625136,100.0,0.0
realization_grid_200m_w20_46.json,Greedy,0.6383924416074146,3.234849582327335,100.0,89.5
realization_grid_200m_w20_46.json,wo_md,0.6544521442495901,0.8883853801537981,100.0,100.0
realization_grid_200m_w20_46.json,wo_tp,0.6544521442495901,0.8883853801537981,100.0,100.0
realization_grid_200m_w20_46.json,wo_co,0.6564455434000418,0.28166492718625136,100.0,0.0
