episode,reward,loss,training_steps
1,-1077.1608433971965,273.92013052544337,299937
2,-1133.1822271040623,63.435600153605144,299937
3,-1084.3346497045693,56.0648557027181,299937
4,-1101.4856873909685,49.146784658432004,299937
5,-1091.4584938880314,48.56181796391805,299937
6,-1130.8271758801195,49.05671799023946,299937
7,-1072.658959344437,44.277745145161944,299937
8,-1130.54017263601,42.63368761062622,299937
9,-1084.0489780312303,42.65926614443461,299937
10,-1082.248220280108,40.55864844004313,299937
11,-1114.6907721505922,37.78369275728861,299937
12,-1121.5488793301536,38.240674565633135,299937
13,-1110.0985528898634,38.317091410954795,299937
14,-1067.339558103345,33.55633143424988,299937
15,-1140.267418438687,32.83412217458089,299937
16,-1114.552411250377,30.212280782063804,299937
17,-1111.0001493462696,28.492098520596823,299937
18,-1095.495427705701,26.32817047913869,299937
19,-1074.738036082467,25.6736239417394,299937
20,-1155.2707343880863,24.824376969337465,299937
21,-1076.7954417595938,21.68932398001353,299937
22,-1112.156673398746,22.66025000413259,299937
23,-1111.6855235840187,21.618560590744018,299937
24,-1085.6526103396013,20.417776900927226,299937
25,-1115.916200820358,18.722115875879922,299937
26,-1103.2592913439817,18.298438275655112,299937
27,-1105.6542027011267,19.612246928215026,299937
28,-1073.6109585987244,20.08728233655294,299937
29,-1079.29343626726,16.918675524393716,299937
30,-1109.0024083589853,14.66853289604187,299937
31,-1102.4205071755405,13.983064045906067,299937
32,-1076.7057793110648,12.599081924756367,299937
33,-1064.343718575769,11.890528512795767,299937
34,-1053.4668690487401,11.615746770699818,299937
35,-1077.2510573026655,10.898001527786255,299937
36,-1060.4930725160789,9.249256601333618,299937
37,-1074.948365382586,8.68348202308019,299937
38,-1033.231834632834,7.945702679157257,299937
39,-1047.6602001031606,7.89235740105311,299937
40,-1077.0533906248268,7.173247048060099,299937
41,-1066.1434553788804,6.292799739837647,299937
42,-1072.716499592444,5.800957714716594,299937
43,-1046.570588090288,5.249005029201507,299937
44,-1029.0189356961243,5.426022086540858,299937
45,-999.1616850512552,4.849040445486705,299937
46,-1011.9478248625275,4.37693101187547,299937
47,-1035.6449069735013,3.9524112925926844,299937
48,-1009.4611539841836,3.981431956688563,299937
49,-964.926266337789,3.4166836466391883,299937
50,-985.3731170681394,2.814835600455602,299937
51,-1021.3915459784447,2.701571847200394,299937
52,-970.5189798494317,2.44868886868159,299937
53,-982.2885982909779,2.312937238415082,299937
54,-922.5058648337488,1.9885130852460862,299937
55,-907.0823486545308,1.792456279496352,299937
56,-945.7193948156191,1.5736506149172782,299937
57,-913.2305534590868,1.3702210435271263,299937
58,-947.0433155257668,1.2741369265317917,299937
59,-912.6814493337888,1.0035888471702734,299937
60,-878.795995905589,0.8066396182278792,299937
61,-944.5867437007556,0.6463661648333072,299937
62,-894.1383294418478,0.48661186650395394,299937
63,-859.2593604300723,0.4039415248731772,299937
64,-880.5844934896262,0.3339571493367354,299937
65,-870.1424329346127,0.22240014704565206,299937
66,-864.9214529167432,0.17072435894360144,299937
67,-850.288576762296,0.20178092292199531,299937
68,-887.3054448662298,0.20717901654541493,299937
69,-866.8705484328424,0.23152356427162885,299937
70,-824.675149687557,0.28369810664405426,299937
71,-828.462161876526,0.29903590774784483,299937
72,-832.3671644224592,0.3209573501100143,299937
73,-821.9158491251744,0.35734823944667976,299937
74,-823.4454779587812,0.43038909303645295,299937
75,-792.1622305902848,0.491652819365263,299937
76,-800.242996791371,0.45176591525475185,299937
77,-827.0519963424972,0.4536624222745498,299937
78,-798.2510145446639,0.48069535568356514,299937
79,-814.9061452895626,0.505797968879342,299937
80,-796.2848761004802,0.5235776287813981,299937
81,-811.6862270529834,0.579155794903636,299937
82,-759.7711556786038,0.6071548723926147,299937
83,-841.4886330101479,0.6162482290466627,299937
84,-831.5450976677109,0.6087828089793523,299937
85,-802.4229493714048,0.6255214144537846,299937
86,-807.5141724141745,0.6444293227791786,299937
87,-780.8880830632335,0.6756184058139721,299937
88,-830.2472226752199,0.7053166220585505,299937
89,-738.5285861248369,0.7236435317496459,299937
90,-739.4804443286002,0.7740543872614701,299937
91,-778.9593002052901,0.8050673007965088,299937
92,-802.1543802423723,0.8152114965021611,299937
93,-758.130631130354,0.8142692432800929,299937
94,-784.893721158165,0.8234908284246921,299937
95,-737.8879104616291,0.870619937578837,299937
96,-757.2727802612712,0.8684695784250895,299937
97,-778.4821639083173,0.9215212815999985,299937
98,-755.0088570998,0.9353140605489413,299937
99,-748.2725414733275,0.983630970766147,299937
100,-737.320466822843,0.9463921021421751,299937
101,-742.5131986493204,0.9858863495786985,299937
102,-755.4949372917528,0.9341969497005145,299937
103,-779.3898678520501,0.9771837414304415,299937
104,-721.8433155454994,0.9427168737351894,299937
105,-740.4318128669643,0.9321735101938248,299937
106,-733.7479981839039,0.8741774801909924,299937
107,-687.149915567769,0.923861592511336,299937
108,-726.5330852386992,0.9043099182844162,299937
109,-660.0543161455099,0.9014193617800872,299937
110,-677.5697024014772,0.9247650642196338,299937
111,-733.2238215373313,0.9404677305618921,299937
112,-676.3094492204048,0.9460696339607239,299937
113,-648.7764717595724,0.9061084925631682,299937
114,-684.7301420346596,0.9292097594837347,299937
115,-652.6184339934092,0.918204585313797,299937
116,-684.2152150020561,0.9377864667773247,299937
117,-642.5508910935965,0.9678164921700955,299937
118,-697.3442122841747,0.9794823279480139,299937
119,-636.8022597251169,0.965316853026549,299937
120,-628.3516194347575,0.9441193248331546,299937
121,-651.7719924453426,0.9450806261599064,299937
122,-635.911418699149,0.9772417783737183,299937
123,-646.6241613825943,0.9668601962924004,299937
124,-614.0025069333595,0.9314179379741351,299937
125,-647.6657628190965,0.9574388830860456,299937
126,-656.7301683298463,0.9936309860646725,299937
127,-636.4862043550899,1.0089840951561928,299937
128,-625.0619112452126,1.0232547247906525,299937
129,-646.5135991429137,0.9438902802268664,299937
130,-636.6240370756099,0.9051385492583116,299937
131,-624.3467860468099,0.9073170352478822,299937
132,-624.5273017555172,0.8891637234886487,299937
133,-614.8276795168488,0.9275302744408449,299937
134,-594.5424846769258,0.9551504523058733,299937
135,-615.2637037579459,0.9322531880438327,299937
136,-624.4837239971674,0.9298975558578968,299937
137,-589.7224542164706,0.9316034289697807,299937
138,-620.8111826684853,0.9091470476984977,299937
139,-676.2638397663623,0.9415140263239543,299937
140,-566.7312169588806,0.951184332271417,299937
141,-554.4199933285712,0.9871023055911065,299937
142,-533.9915426770064,0.9456101298332215,299937
143,-558.4201115913028,0.9545970897873243,299937
144,-562.4992488771405,0.9621761511266231,299937
145,-572.1036787801347,0.9818839325010776,299937
146,-574.39063516732,0.9837857649723689,299937
147,-567.2315564208676,0.9739954281846682,299937
148,-567.9466684594771,0.9814577232301235,299937
149,-559.3058285471286,0.9731678931911787,299937
150,-544.6149720867772,0.967347526003917,299937
151,-590.5099331955568,0.9567391542593638,299937
152,-518.111685179965,0.9502956428627173,299937
153,-548.478701108796,0.9115276819467545,299937
154,-543.4213650755404,0.8916540869077046,299937
155,-478.8881060951766,0.8714509649574756,299937
156,-535.3487169734503,0.8386337567369143,299937
157,-532.8753309533761,0.8653508392969768,299937
158,-541.836264702492,0.8211658560733001,299937
159,-529.2698375868921,0.8207236995796362,299937
160,-518.6566888988846,0.8745507556696733,299937
161,-508.4908585346459,0.8361643314361572,299937
162,-509.2343104490773,0.8876370094219843,299937
163,-463.10671759732077,0.857218207170566,299937
164,-513.6055099384205,0.8827544257044793,299937
165,-505.95091416099325,0.8870504157741864,299937
166,-478.5514751743934,0.9465523792803288,299937
167,-493.55582275687317,0.892789344539245,299937
168,-496.1823512145289,0.8307237908740839,299937
169,-499.2695883078076,0.8398598346114159,299937
170,-484.7652627673755,0.836688869347175,299937
171,-451.18445968687433,0.7729500571886698,299937
172,-458.3779325130338,0.7610896830757459,299937
173,-477.19543397530646,0.8377981540064017,299937
174,-472.49916505233676,0.8535280049840609,299937
175,-466.5841546730218,0.8837600565950076,299937
176,-471.02311952931746,0.9092277656992277,299937
177,-482.9350727669514,0.8678824043770631,299937
178,-425.2696796268641,0.9182327624162038,299937
179,-460.8260412671127,0.8827573135495186,299937
180,-455.95097416368276,0.8713512140512466,299937
181,-442.74778527391123,0.8474889327088991,299937
182,-430.1390368675585,0.8481559240321318,299937
183,-468.0062921935882,0.9901035533845425,299937
184,-438.3313216227016,0.9266552246113618,299937
185,-420.42281785809797,0.9406730578343073,299937
186,-431.8773911929131,0.9506335617105166,299937
187,-429.02953567176945,0.9950675694147746,299937
188,-450.48036999177776,1.048071532100439,299937
189,-432.7634822396053,0.9990708354115486,299937
190,-416.727446718168,0.9669443521400293,299937
191,-427.32565722960936,0.9615094010035197,299937
192,-423.2646387279534,1.0042425185938677,299937
193,-385.2254683910288,0.9406041384239991,299937
194,-380.8405873086807,0.9905490716795127,299937
195,-376.6873809560373,1.004108653565248,299937
196,-406.6143703959301,0.9819776855905851,299937
197,-375.8907518434432,0.950472157051166,299937
198,-416.7835503145592,0.9598101214071115,299937
199,-396.99753711081837,0.9322251058121522,299937
200,-423.91301880164787,0.9762510783970356,299937
201,-364.4759656169545,0.9118387625614802,299937
202,-332.6949165651269,0.8887034904956818,299937
203,-357.0615117383712,0.8592556507388751,299937
204,-368.6564432261549,0.8938634543120861,299937
205,-374.6492184606077,0.9264224983751774,299937
206,-371.1484196184984,0.9732252681752046,299937
207,-384.6739635041369,0.940851046393315,299937
208,-361.20510833031176,0.9622679450114568,299937
209,-367.1541582923269,0.9914633875588575,299937
210,-347.62205467198294,0.9595460810263952,299937
211,-369.6199778264681,0.9489368048310279,299937
212,-386.56418741569587,1.0115018370747566,299937
213,-415.2251960813829,1.0561228999992212,299937
214,-337.820259166686,1.0480427657067777,299937
215,-376.11377111142576,1.0360567993919054,299937
216,-375.09625787667886,1.0142127652963002,299937
217,-378.6404822237145,1.0510605389873187,299937
218,-386.9458887818254,1.0713753508031367,299937
219,-353.0448437295172,1.065825014213721,299937
220,-406.141389879337,1.0823983337481817,299937
221,-402.0064055631863,1.021530328343312,299937
222,-379.25350391231456,1.0330446611344815,299937
