geometry,algorithm,workload_w,seed,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,completion_ratio,completed_tasks,failed_tasks,total_tasks
linear_corridor,DDQN,30,46,1.9979694704271802,1.5213187368288132,0.36100371539670634,0.6989194540484976,0.9655555555555555,869,31,900
