seed,episode,method,reward,delay,energy,completion_ratio,violation_ratio,total_tasks,actions_taken,collab_rate
42,35,wo_co,-49.0751989190967,4.545548051101325,0.361971840808345,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,36,cotop,-46.7224490905685,4.320155871915145,0.3520890371417059,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,36,local,-48.14029702607842,4.521091485465832,0.29293821714200896,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,36,greedy,-88.49923092303892,4.279193368363286,4.5707297239406035,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,36,wo_md,-46.64624740398307,4.39582177635963,0.2688029640386772,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,36,wo_tp,-93.67753239107326,4.13099233910206,5.236760900005264,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,36,wo_co,-49.03749470922666,4.595180464937303,0.30856900598536335,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,37,cotop,-41.89401045477588,3.8747205131622513,0.31468053231533705,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,37,local,-44.49153873446093,4.1474669924682335,0.30168688097786006,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,37,greedy,-94.68536960484599,4.6848828066531745,4.783654153831428,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,37,wo_md,-51.06428584395377,4.751147687378633,0.355280897016743,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,37,wo_tp,-95.32055142828985,4.2222418267790145,5.309813316049969,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,37,wo_co,-45.11032997130684,4.165231785265154,0.3458012118655295,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,38,cotop,-45.78995447612413,4.24344479798843,0.33555064962398284,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,38,local,-50.135162364976104,4.686610559418809,0.3269056770788007,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,38,greedy,-92.28734990947913,4.566401413138278,4.662333577809637,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,38,wo_md,-44.35507811310521,4.144814841243919,0.290692970066602,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,38,wo_tp,-93.34762674028673,4.130166158967721,5.204596515060951,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,38,wo_co,-48.98679414399417,4.604662094434515,0.2940173199649018,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,39,cotop,-46.31140156160103,4.324218321970294,0.30692183418980956,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,39,local,-43.93941181385784,4.079676516020512,0.3142646653652734,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,39,greedy,-91.94742478702042,4.50214400931654,4.692598469385504,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,39,wo_md,-45.95329081028609,4.285333736348967,0.30999534467964196,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,39,wo_tp,-88.30082144246376,3.900705610568923,4.9293765336774555,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,39,wo_co,-48.68528716184634,4.538959689384032,0.3295690268006026,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,40,cotop,-45.03338529980166,4.202109297731279,0.3012292322488867,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,40,local,-47.44377259630146,4.4068620336617865,0.3375152259683612,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,40,greedy,-89.36112595007035,4.380737220402122,4.555375374604913,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,40,wo_md,-50.4061492602636,4.708248097250476,0.3323668287758844,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,40,wo_tp,-96.65749096533072,4.272983007637778,5.392766088895296,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,40,wo_co,-45.07295855115735,4.17923470763876,0.328061147476975,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,41,cotop,-47.583562578055705,4.450627967545088,0.30772829026048193,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,41,local,-46.472987098998324,4.340768824739591,0.30652988516024016,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,41,greedy,-86.04634113742765,4.243945675068771,4.360688438673995,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,41,wo_md,-45.817490558819536,4.287094996987932,0.29465405889402124,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,41,wo_tp,-94.56068233548326,4.179421342546043,5.276646891002281,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,41,wo_co,-47.29128677677557,4.438419545163603,0.2907091325139556,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,42,cotop,-45.33222919266547,4.190943412740227,0.34227950652632116,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,42,local,-47.16027985008673,4.467921943171127,0.24810604183754567,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,42,greedy,-89.48510465384369,4.407845822277143,4.540664643107225,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,42,wo_md,-50.26127243761062,4.63986122645681,0.38626601730425214,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,42,wo_tp,-107.73608337385967,4.765130253964696,6.008478083421272,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,42,wo_co,-45.28651543160878,4.224727342696612,0.30392420046426394,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,43,cotop,-48.11922188215593,4.4895786900962085,0.3223434981193831,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,43,local,-48.23656753455273,4.476864829446795,0.3467919240084777,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,43,greedy,-84.99825046545551,4.153520456613897,4.3463045899316555,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,43,wo_md,-45.06105989814966,4.1517212893679885,0.3543847004469777,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,43,wo_tp,-108.21801987962274,4.786617792576438,6.0351841953858365,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,43,wo_co,-47.91812429878004,4.516982025974675,0.2748304039033295,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,44,cotop,-46.55477731953296,4.306197956306745,0.3492797756465523,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,44,local,-47.25639557854036,4.410879217243526,0.31476034061051156,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,44,greedy,-91.79126829767603,4.439462841390475,4.739663988377126,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,44,wo_md,-49.51697172373163,4.6255683859779015,0.32612878639526405,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,44,wo_tp,-90.76543128545573,4.013213758405439,5.063329370140133,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,44,wo_co,-48.52440478148907,4.5546533987774485,0.29778707937145993,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,45,cotop,-48.385088219264055,4.527438072071888,0.3110707498545179,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,45,local,-43.65145246164355,4.071758402278838,0.2933868438855166,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,45,greedy,-92.72786889699825,4.584533534443345,4.68825335525648,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,45,wo_md,-47.075281816743015,4.40247069497505,0.3050574866992502,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,45,wo_tp,-100.17087963176628,4.432014540316243,5.585073422860384,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,45,wo_co,-44.103635884911824,4.048675592830931,0.3616879956602505,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,46,cotop,-45.43480154875612,4.265831791362387,0.2776483635132251,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,46,local,-47.06220888521222,4.360079416712104,0.34614147180911864,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,46,greedy,-88.48816232433377,4.355522421944018,4.493293810489359,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,46,wo_md,-49.06256203203801,4.572081132976436,0.3341750702273646,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,46,wo_tp,-98.74327391570112,4.353984350243383,5.520343041326731,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,46,wo_co,-47.28293802813148,4.391802642268095,0.33649116054505246,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,47,cotop,-50.782467281546715,4.777686836239405,0.30055989191526755,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,47,local,-48.36218926914641,4.4894367481349375,0.3467821787797044,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,47,greedy,-92.00600555763157,4.674211734761483,4.526388821001674,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,47,wo_md,-50.20701891243314,4.655880708718668,0.36482118252464585,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,47,wo_tp,-103.50416587125083,4.58128321445666,5.769133372668421,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,47,wo_co,-48.797393481617405,4.542014738617524,0.3377246095442163,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,48,cotop,-45.21307477981249,4.232458316751471,0.28884916122977805,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,48,local,-49.773095841200565,4.638618341439458,0.33869124268059686,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,48,greedy,-94.33257472734081,4.641888487952563,4.791368984781518,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,48,wo_md,-48.67641500815258,4.5526194670642255,0.31502203375103244,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,48,wo_tp,-108.03899820616921,4.80659055333995,5.997309267276969,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,48,wo_co,-46.87459038250067,4.395292970731143,0.2921660675189234,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,49,cotop,-43.886765498182854,4.0604408458467,0.32823570397158486,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,49,local,-46.51908390624159,4.359559126793738,0.29234926383042137,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,49,greedy,-92.32137410973935,4.590867485346887,4.641269925627048,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,49,wo_md,-49.44589139078435,4.584299217322443,0.3602899217559924,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,49,wo_tp,-97.10739652186017,4.2918672516785685,5.418872400507448,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,49,wo_co,-46.4993184993102,4.303779911860689,0.34615193807033123,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,50,cotop,-47.92382065153478,4.419900303872185,0.37248176128129223,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,50,local,-44.16408998092549,4.1169810224852075,0.2994279756073408,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,50,greedy,-97.32527765986165,4.727378016819756,5.005149749166409,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
42,50,wo_md,-46.85468070501102,4.378901394033944,0.30656667646715846,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
42,50,wo_tp,-99.13714432858637,4.391804862820725,5.521909570037914,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
42,50,wo_co,-44.742138603924985,4.146965566202198,0.3272482941903007,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,1,cotop,-47.48415314050541,4.377590706523397,0.370824607527144,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,1,local,-50.90320479082778,4.7728086051174134,0.3175118739653642,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,1,greedy,-85.65933284118921,4.2370175648954325,4.328915719223491,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,1,wo_md,-51.10370127142365,4.803529676351793,0.30684045079056893,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,1,wo_tp,-97.66754599750494,4.332759328012707,5.433995271737789,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,1,wo_co,-41.829077183666605,3.9199296713086924,0.26297804705796785,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,2,cotop,-44.52135073912241,4.130392717140297,0.3217423567719429,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,2,local,-47.911687872914634,4.452815050314664,0.3383537369768005,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,2,greedy,-89.22573196594863,4.43710248143612,4.485470715158742,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,2,wo_md,-48.39951530680595,4.504485833927953,0.3354656967526402,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,2,wo_tp,-105.10092309985433,4.671381528867169,5.838710781118265,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,2,wo_co,-46.53960775162178,4.324959654972743,0.32900112018943434,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,3,cotop,-48.80053155649463,4.582459868726749,0.29759328692271503,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,3,local,-45.19700461958316,4.194607354014183,0.3250931079441326,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,3,greedy,-86.93917580183472,4.338968308321614,4.35494927186186,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,3,wo_md,-46.46075161755626,4.326493492305514,0.31958166945011135,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,3,wo_tp,-101.28927510448682,4.4849355461147615,5.643991964333922,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,3,wo_co,-41.527074630112956,3.8237654871226185,0.328941975888678,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,4,cotop,-44.23392122909284,4.055555951242468,0.36783617166681515,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,4,local,-46.321681819479565,4.323724578537711,0.3084436034102441,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,4,greedy,-94.89842715404757,4.598199296973548,4.89164341843121,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,4,wo_md,-51.85812173951868,4.8491286120264885,0.33668356192537907,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,4,wo_tp,-105.53622747285658,4.663621334863326,5.890001412422333,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,4,wo_co,-48.6049924994295,4.5804116582312755,0.2800875917116745,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,5,cotop,-42.63077861421449,3.9434334505734285,0.31964441084802064,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,5,local,-49.02554307485985,4.586470525722696,0.31608378176329033,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,5,greedy,-87.45405531502874,4.290051816411944,4.455353715090928,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,5,wo_md,-44.9815802691642,4.226214736236289,0.27194329068013184,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,5,wo_tp,-93.47552850027411,4.134691366961102,5.212861483066308,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,5,wo_co,-46.57692755251193,4.342569380396708,0.3151233748544868,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,6,cotop,-47.32557616674221,4.396250902737052,0.33630671393716866,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,6,local,-48.925419234932946,4.52227986238441,0.3702620611088837,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,6,greedy,-91.26709254274607,4.45050105416849,4.676208200106119,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,6,wo_md,-47.7701796257257,4.427757705798884,0.349260256773687,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,6,wo_tp,-97.9220650867799,4.331170019824741,5.461036488853249,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,6,wo_co,-44.756295289300105,4.159497204971141,0.31613232395886937,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,7,cotop,-42.51206898727814,3.9836010004178974,0.2676058983099165,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,7,local,-47.35589431164333,4.408472900736467,0.32711653042786565,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,7,greedy,-87.6081148590381,4.31366715717125,4.44714432873256,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,7,wo_md,-48.74278829047729,4.56441879309248,0.30986003595525025,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,7,wo_tp,-96.88885843802059,4.27575839588468,5.413127447917378,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,7,wo_co,-43.73946601800497,4.054289507117731,0.3196570946827671,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,8,cotop,-43.09307057776829,3.9794225783675214,0.3298844794093061,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,8,local,-49.38387526381911,4.584702279538841,0.35368524684307046,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,8,greedy,-94.8126201702932,4.565899535494436,4.915362481534885,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,8,wo_md,-46.26470131171078,4.341395973112671,0.2850741580584064,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,8,wo_tp,-91.59183067225689,4.061773084684038,5.097409982541651,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,8,wo_co,-48.71908017020348,4.502955760312518,0.36895225670783127,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,9,cotop,-43.389703002384955,3.9890561418903916,0.34991415834810347,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,9,local,-48.80071517737086,4.554854809349786,0.32521670838729905,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,9,greedy,-95.11035068812032,4.566154445942951,4.944880622869084,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,9,wo_md,-47.879271500736024,4.435413756747488,0.3525133933261141,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,9,wo_tp,-104.92875558893768,4.621978720791833,5.870896838101931,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,9,wo_co,-48.40550667061534,4.484445809722088,0.356104857339445,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,10,cotop,-49.074320196992936,4.5467758996347944,0.3606561200644991,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,10,local,-53.36756398527419,4.986691074534969,0.35006532399245216,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,10,greedy,-91.28273270429615,4.510104395254818,4.618168875174801,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,10,wo_md,-48.40669416547422,4.490082326399918,0.3505870901475048,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,10,wo_tp,-96.28022981062844,4.272266708193863,5.355756272868983,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,10,wo_co,-51.59024354532738,4.84495497987205,0.31406937466068846,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,11,cotop,-46.37432146996277,4.344598869424663,0.2928332775716147,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,11,local,-44.55865189168546,4.166042461445849,0.2898227277226963,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,11,greedy,-87.2003746926049,4.332710632599563,4.387326836660928,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,11,wo_md,-47.450606642629054,4.414675857232888,0.33038480703001744,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,11,wo_tp,-105.59063820710341,4.681106786854907,5.87795703385543,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,11,wo_co,-46.627449428874044,4.360330855693296,0.3024140871941087,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,12,cotop,-45.190356234457376,4.21192210232371,0.30711352112202833,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,12,local,-47.80035241680899,4.471045881745457,0.3089893599354419,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,12,greedy,-92.29475923995527,4.391521059332264,4.837954864663265,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,12,wo_md,-44.10415492598744,4.0933708343091055,0.3170446582896359,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,12,wo_tp,-104.59883816672863,4.636883069280274,5.823000747392587,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,12,wo_co,-40.97985684070072,3.747369668934989,0.35061601513508156,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,13,cotop,-46.41665058248222,4.290843612793286,0.3508214454549365,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,13,local,-47.01708246085573,4.376283988999804,0.32542425708576833,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,13,greedy,-88.11364610979746,4.385762030979815,4.425602579999931,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,13,wo_md,-45.47213867423771,4.243720444279466,0.3034934231443034,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,13,wo_tp,-102.6101204056128,4.540971847884891,5.720040192676387,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,13,wo_co,-47.660284724720555,4.4382002566447385,0.32782821582731725,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,14,cotop,-47.599210310601954,4.441200172772019,0.31872085828817426,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,14,local,-46.291035905563874,4.313472813506584,0.31563077704980463,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,14,greedy,-90.6542186498681,4.4886545126184405,4.576767352368369,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,14,wo_md,-44.56247510201247,4.188764001099945,0.26748350910130275,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,14,wo_tp,-86.90779776357255,3.8270625947943997,4.863717181562854,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,14,wo_co,-48.66384125576716,4.493340994520253,0.3730431310564621,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,15,cotop,-48.307727867266934,4.5387881008690165,0.2919846858576761,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,15,local,-46.75145511659015,4.339653720867637,0.33549179079137903,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,15,greedy,-92.14994832281906,4.57304635112286,4.6419484811590435,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,15,wo_md,-50.60368197118297,4.7204491513614375,0.3399190457568593,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,15,wo_tp,-103.9443819969093,4.58963154456878,5.804806655122151,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,15,wo_co,-44.393960453371214,4.12811739125905,0.31127865407807187,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,16,cotop,-48.06483204564071,4.487479424834876,0.31900377972919425,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,16,local,-44.810480236945956,4.190309291220204,0.2907387324743925,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,16,greedy,-91.43001993450366,4.508329832227082,4.634672161223282,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,16,wo_md,-47.34254802266501,4.425302107833495,0.3089526944330053,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,16,wo_tp,-90.27844486115669,3.982999561981752,5.044844924133916,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,16,wo_co,-48.76055178262289,4.602870179767956,0.2731849984943312,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,17,cotop,-48.540090896860235,4.500044563851624,0.3539645258343992,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,17,local,-54.2136020499649,5.095311995958084,0.3260482090384057,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,17,greedy,-99.92332879246993,4.872102070812497,5.120230808434496,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,17,wo_md,-45.83767852844763,4.283601443706454,0.3001664091383091,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,17,wo_tp,-101.0358934960417,4.466784351270802,5.636804998333366,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,17,wo_co,-42.93147476010355,3.9382082179940356,0.3549392580163209,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,18,cotop,-45.135145841610836,4.177902819470396,0.3356117646906873,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,18,local,-48.037465392431564,4.500606990130546,0.3031395491126085,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,18,greedy,-97.9771323336507,4.7227640365018,5.074949196863269,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,18,wo_md,-44.085946928463585,4.1162243041263435,0.29237038872001464,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,18,wo_tp,-95.65446424898244,4.236466535034663,5.328979889863582,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,18,wo_co,-45.73647471548544,4.263838988182496,0.3098084833660486,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,19,cotop,-46.177287024161245,4.324621004754594,0.29310769766153094,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,19,local,-45.83746188447287,4.2324305432895954,0.35131564515769176,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,19,greedy,-88.57449843696207,4.397693894311624,4.459755949384583,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,19,wo_md,-43.084341226270986,4.010498805800467,0.2979353168266312,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,19,wo_tp,-97.2694685854161,4.308771267593276,5.418175590948335,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,19,wo_co,-48.44403123398063,4.50335257746209,0.34105054593597395,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,20,cotop,-43.976486500554685,4.132594142704698,0.2650545073507719,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,20,local,-45.616392327009834,4.217138125511986,0.34450110718899796,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,20,greedy,-93.3738525785574,4.713050499215008,4.624334758640732,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
43,20,wo_md,-50.19437026760008,4.711270265246747,0.3081667615132601,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,20,wo_tp,-102.27331045297814,4.538381668394811,5.688949376903003,1.0,0.0,20,"[5, 5, 5, 5, 5]",1.0
43,20,wo_co,-44.69357733830858,4.1467574055717105,0.32260032825914664,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,21,cotop,-44.88429784333402,4.225038065091839,0.26339171924156246,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,21,local,-48.07667314193284,4.45836827895078,0.3492990352425036,1.0,0.0,20,"[0, 0, 0, 0, 0]",0.0
43,21,greedy,-87.28216739891451,4.257454136753828,4.47076260313762,1.0,0.0,20,"[0, 2, 3, 4, 5]",0.95
