scenario,workload,cotop_delay_s,greedy_delay_s,delay_diff_s,delay_improvement_pct,cotop_energy_j,greedy_energy_j,energy_diff_j,energy_improvement_pct,cotop_completion_ratio,greedy_completion_ratio,completion_diff
corridor_2400m,w20,2.001780882330201,1.985204606736729,0.016576275593471967,-0.8349907882150234,5.88788957091149,7.0827338789524985,-1.1948443080410085,16.86981790451966,0.983,0.983,0.0
corridor_2400m,w30,2.014802209515775,1.9920055661657965,0.02279664334997844,-1.1444066089562852,5.014729749155497,7.1128511599233475,-2.0981214107678507,29.497614438911747,0.9826666666666666,0.984,-0.0013333333333334085
corridor_2400m,w40,2.040490130829701,1.9993629535127444,0.04112717731695659,-2.0570140726424357,5.476931923004033,7.09931725021363,-1.6223853272095976,22.852695125869708,0.9865,0.98675,-0.00024999999999997247
grid_200m,w20,0.6457168806659428,0.6279204275214145,0.017796453144528268,-2.8341892323484474,2.604303942954262,3.134767501864685,-0.530463558910423,16.921942651085992,1.0,1.0,0.0
grid_200m,w30,0.6584090751552198,0.6289316275407246,0.029477447614495222,-4.686908134952475,2.2212636772984977,3.143686211515488,-0.9224225342169903,29.342067628699965,1.0,1.0,0.0
grid_200m,w40,0.6742434628360725,0.6329091848618621,0.04133427797421041,-6.530838698956782,2.5060895612264136,3.152176427294631,-0.6460868660682175,20.49653250604137,1.0,1.0,0.0
