scenario,algorithm,delay_mean_s,delay_std_s,energy_mean_j,energy_std_j,completion_ratio
corridor_2400m,CoTOP,2.019024407558559,0.06841525667301761,5.459850414357005,2.4530692773883542,0.9840555555555556
corridor_2400m,DDQN,2.0144040060048813,0.0705701561327658,4.920174438205316,2.8353125240138444,0.9847222222222223
corridor_2400m,Greedy,1.9921910421384235,0.05946598730875288,7.098300763029826,0.20469260744736123,0.9845833333333334
corridor_2400m,Local,1.993614995504051,0.0635499248060301,0.29577988654983867,0.008252199643741454,0.9861944444444445
grid_200m,CoTOP,0.659456472885745,0.020719813303324713,2.4438857271597243,1.1816991938664225,1.0
grid_200m,DDQN,0.6595395049038404,0.020624631352850704,2.2459811650173833,1.2601479011069385,1.0
grid_200m,Greedy,0.6299204133080004,0.009365451274718169,3.1435433802249344,0.06944732756443214,1.0
grid_200m,Local,0.673408823609386,0.023416960037255772,0.28259303345460335,0.008356728166088687,1.0
