scenario,workload,cotop_delay_s,local_delay_s,delay_diff_s,delay_improvement_pct,cotop_energy_j,local_energy_j,energy_diff_j,energy_improvement_pct,cotop_completion_ratio,local_completion_ratio,completion_diff
corridor_2400m,w20,2.001780882330201,1.9640970493688115,0.03768383296138955,-1.918633958209944,5.88788957091149,0.29671709791329315,5.591172472998197,-1884.3445532188553,0.983,0.985,-0.0020000000000000018
corridor_2400m,w30,2.014802209515775,1.993117972175598,0.021684237340176882,-1.0879555371480265,5.014729749155497,0.29567306745928057,4.719056681696216,-1596.0387336753672,0.9826666666666666,0.9853333333333334,-0.002666666666666817
corridor_2400m,w40,2.040490130829701,2.023629964967744,0.016860165861956933,-0.8331644694847004,5.476931923004033,0.29494949427694234,5.181982428727091,-1756.9050055266334,0.9865,0.9882500000000001,-0.0017500000000000293
grid_200m,w20,0.6457168806659428,0.6479255248642535,-0.002208644198310683,0.34087933158265604,2.604303942954262,0.283565676066759,2.320738266887503,-818.4129684091735,1.0,1.0,0.0
grid_200m,w30,0.6584090751552198,0.672332937654875,-0.01392386249965516,2.0709772970847102,2.2212636772984977,0.2824802361418005,1.9387834411566973,-686.3430403617544,1.0,1.0,0.0
grid_200m,w40,0.6742434628360725,0.6999680083090298,-0.025724545472957328,3.6751030286515842,2.5060895612264136,0.28173318815525067,2.224356373071163,-789.5258587161619,1.0,1.0,0.0
