run_id,algorithm,scenario,workload,seed,mean_delay_s,mean_energy_j,completion_ratio,tasks_generated,tasks_completed,tasks_failed,checkpoint_sha256,realization_sha256,git_commit
phase5_smoke_cotop_corridor_w20_seed42,CoTOP,corridor_2400m,20,42,2.076789343132504,3.8423412930453766,0.965,200,193,7,1772abf36e56a147103ea9ac5424e2c44377a59b15fff0c7e76cca2e60a73ba0,f06fda410fdea551aae2cc024389d8de42630a73f2d504a19ec1fb4b747224a6,d2e84d6
