seed,episode,policy,num_vehicles,num_tasks,num_completed_tasks,completion_ratio_pct,mean_total_delay_s,std_total_delay_s,mean_comm_delay_s,mean_comp_delay_s,mean_wait_delay_s,mean_total_energy_J,std_total_energy_J,mean_rsu_queue_Mcycles,max_rsu_queue_Mcycles
3,9,greedy,30,600,600,100.0,1.9762,1.5197,1.9651,0.0029,0.0081,4.2705,1.8495,11.09,109.92
3,10,greedy,30,600,600,100.0,1.9577,1.5024,1.9457,0.003,0.009,4.2341,1.8732,11.72,135.87
3,11,greedy,30,600,600,100.0,1.9782,1.5253,1.9666,0.0029,0.0087,4.2364,1.8735,11.31,121.53
3,12,greedy,30,600,600,100.0,1.9828,1.5157,1.9715,0.003,0.0083,4.3037,1.8776,11.67,111.06
3,13,greedy,30,600,600,100.0,1.9894,1.4999,1.9779,0.003,0.0085,4.3444,1.9137,11.46,108.63
3,14,greedy,30,600,600,100.0,1.9317,1.4694,1.9208,0.0029,0.008,4.216,1.8618,11.28,113.62
3,15,greedy,30,600,600,100.0,1.973,1.53,1.9625,0.0028,0.0077,4.22,1.8471,10.82,99.95
3,16,greedy,30,600,600,100.0,1.9903,1.5685,1.9789,0.003,0.0084,4.2605,1.8715,11.61,117.15
3,17,greedy,30,600,600,100.0,1.9564,1.5016,1.9456,0.0029,0.0079,4.2155,1.8554,10.99,102.67
3,18,greedy,30,600,600,100.0,1.9497,1.4642,1.9379,0.003,0.0087,4.2122,1.8408,11.34,127.07
3,19,greedy,30,600,600,100.0,1.9703,1.4791,1.9586,0.003,0.0088,4.2324,1.862,11.47,120.62
3,20,greedy,30,600,600,100.0,1.968,1.5014,1.9561,0.003,0.0088,4.2963,1.8629,11.59,117.56
4,1,cotop,30,600,600,100.0,1.9966,1.515,1.9539,0.0029,0.0398,4.4981,1.8537,13.24,168.1
4,2,cotop,30,600,600,100.0,1.979,1.4713,1.9429,0.0029,0.0332,4.531,1.8592,11.39,112.83
4,3,cotop,30,600,600,100.0,1.9639,1.4823,1.9281,0.0029,0.0329,4.5248,1.8783,11.25,123.3
4,4,cotop,30,600,600,100.0,1.9509,1.4775,1.9146,0.0029,0.0333,4.4305,1.816,11.5,114.96
4,5,cotop,30,600,600,100.0,1.9423,1.4084,1.9061,0.0029,0.0333,4.5206,1.8467,11.4,128.78
4,6,cotop,30,600,600,100.0,1.9571,1.4462,1.9218,0.0029,0.0324,4.4544,1.8048,11.1,111.9
4,7,cotop,30,600,600,100.0,1.9899,1.5272,1.9532,0.003,0.0338,4.5282,1.8762,11.62,110.25
4,8,cotop,30,600,600,100.0,1.9915,1.5145,1.9555,0.0029,0.0331,4.5373,1.8592,11.4,107.4
4,9,cotop,30,600,600,100.0,1.978,1.4808,1.9419,0.0029,0.0332,4.5078,1.8509,11.41,109.38
4,10,cotop,30,600,600,100.0,1.9591,1.4676,1.9231,0.0029,0.0331,4.455,1.8335,11.33,128.13
4,11,cotop,30,600,600,100.0,1.9355,1.4425,1.9004,0.0028,0.0323,4.4415,1.8213,11.16,110.39
4,12,cotop,30,600,600,100.0,1.9913,1.4994,1.9542,0.003,0.0341,4.5004,1.8326,11.72,118.61
4,13,cotop,30,600,600,100.0,1.9512,1.456,1.9152,0.0029,0.0331,4.4808,1.8542,11.41,119.03
4,14,cotop,30,600,600,100.0,1.9904,1.4741,1.953,0.003,0.0344,4.5614,1.8611,11.85,124.94
4,15,cotop,30,600,600,100.0,2.0019,1.5077,1.9646,0.0029,0.0344,4.4987,1.8046,11.74,120.56
4,16,cotop,30,600,600,100.0,1.9644,1.457,1.928,0.003,0.0335,4.5182,1.8401,11.44,132.35
4,17,cotop,30,600,600,100.0,1.9902,1.5312,1.9544,0.0029,0.0329,4.4797,1.8582,11.38,117.67
4,18,cotop,30,600,600,100.0,2.0112,1.5147,1.9762,0.0028,0.0322,4.562,1.8322,11.05,121.07
4,19,cotop,30,600,600,100.0,2.018,1.5359,1.9815,0.003,0.0336,4.5365,1.855,11.51,124.38
4,20,cotop,30,600,600,100.0,1.9715,1.5095,1.9347,0.003,0.0338,4.4661,1.8464,11.57,129.62
4,1,local,30,600,600,100.0,1.969,1.5109,1.9118,0.0055,0.0517,0.2933,0.1288,13.24,134.32
4,2,local,30,600,600,100.0,1.9582,1.4671,1.9005,0.0055,0.0522,0.2928,0.134,11.39,130.61
4,3,local,30,600,600,100.0,1.9425,1.476,1.8857,0.0055,0.0513,0.2931,0.1305,11.25,145.11
4,4,local,30,600,600,100.0,1.9312,1.4743,1.8733,0.0055,0.0524,0.2934,0.1299,11.5,126.16
4,5,local,30,600,600,100.0,1.9216,1.4035,1.8638,0.0055,0.0524,0.2923,0.1338,11.4,134.29
4,6,local,30,600,600,100.0,1.9362,1.4412,1.8801,0.0053,0.0508,0.2857,0.1323,11.1,123.93
4,7,local,30,600,600,100.0,1.9697,1.5237,1.9109,0.0056,0.0532,0.2996,0.1273,11.62,142.32
4,8,local,30,600,600,100.0,1.971,1.5091,1.9131,0.0055,0.0524,0.2951,0.1298,11.4,129.19
4,9,local,30,600,600,100.0,1.9574,1.4761,1.8998,0.0055,0.0521,0.2922,0.1324,11.41,127.07
4,10,local,30,600,600,100.0,1.9385,1.4627,1.8815,0.0054,0.0517,0.2892,0.1274,11.33,135.17
4,11,local,30,600,600,100.0,1.915,1.4373,1.8588,0.0053,0.0509,0.2838,0.129,11.16,123.93
4,12,local,30,600,600,100.0,1.9714,1.495,1.9121,0.0055,0.0537,0.2965,0.1311,11.72,133.02
4,13,local,30,600,600,100.0,1.9311,1.451,1.8733,0.0054,0.0524,0.2906,0.1315,11.41,130.78
4,14,local,30,600,600,100.0,1.969,1.4696,1.9104,0.0056,0.0531,0.2981,0.1282,11.85,136.1
4,15,local,30,600,600,100.0,1.981,1.5033,1.9225,0.0055,0.053,0.2925,0.1291,11.74,131.89
4,16,local,30,600,600,100.0,1.9435,1.4517,1.8858,0.0056,0.0522,0.2976,0.1344,11.44,132.35
4,17,local,30,600,600,100.0,1.9698,1.525,1.9126,0.0055,0.0517,0.2952,0.1248,11.38,144.06
4,18,local,30,600,600,100.0,1.9892,1.5102,1.9334,0.0053,0.0505,0.284,0.129,11.05,139.03
4,19,local,30,600,600,100.0,1.9967,1.5313,1.9391,0.0055,0.0521,0.2956,0.1311,11.51,135.4
4,20,local,30,600,600,100.0,1.9523,1.5042,1.8931,0.0057,0.0536,0.302,0.1297,11.57,134.63
4,1,greedy,30,600,600,100.0,1.9632,1.5213,1.9508,0.003,0.0095,4.1886,1.8377,13.24,110.57
4,2,greedy,30,600,600,100.0,1.9521,1.4762,1.9403,0.003,0.0088,4.2713,1.89,11.39,122.38
4,3,greedy,30,600,600,100.0,1.9361,1.4849,1.9251,0.003,0.008,4.2294,1.8885,11.25,116.81
4,4,greedy,30,600,600,100.0,1.9235,1.4834,1.9118,0.003,0.0088,4.1446,1.8347,11.5,126.16
4,5,greedy,30,600,600,100.0,1.9147,1.4118,1.9038,0.003,0.0079,4.2968,1.8813,11.4,110.21
4,6,greedy,30,600,600,100.0,1.9301,1.4497,1.9193,0.0029,0.0079,4.202,1.8362,11.1,107.47
4,7,greedy,30,600,600,100.0,1.9621,1.5322,1.9504,0.003,0.0086,4.2499,1.8581,11.62,115.54
4,8,greedy,30,600,600,100.0,1.9639,1.5186,1.9524,0.003,0.0085,4.2288,1.8672,11.4,121.37
4,9,greedy,30,600,600,100.0,1.9501,1.4864,1.9386,0.003,0.0085,4.1774,1.8632,11.41,115.73
4,10,greedy,30,600,600,100.0,1.9318,1.4722,1.9205,0.0029,0.0084,4.193,1.827,11.33,112.23
4,11,greedy,30,600,600,100.0,1.9087,1.4471,1.8975,0.0029,0.0083,4.1596,1.8525,11.16,107.67
4,12,greedy,30,600,600,100.0,1.9628,1.5044,1.9508,0.003,0.0089,4.1644,1.8729,11.72,122.52
4,13,greedy,30,600,600,100.0,1.9235,1.4603,1.9125,0.003,0.0081,4.2101,1.8662,11.41,104.47
4,14,greedy,30,600,600,100.0,1.9621,1.479,1.9504,0.0031,0.0086,4.3055,1.9216,11.85,117.21
4,15,greedy,30,600,600,100.0,1.9745,1.5125,1.9625,0.003,0.009,4.2914,1.8468,11.74,120.75
4,16,greedy,30,600,600,100.0,1.937,1.4605,1.9254,0.0031,0.0085,4.265,1.8393,11.44,126.06
4,17,greedy,30,600,600,100.0,1.9626,1.5361,1.9513,0.003,0.0083,4.1651,1.8277,11.38,109.85
4,18,greedy,30,600,600,100.0,1.9845,1.5184,1.9735,0.0029,0.0081,4.2905,1.9042,11.05,107.63
4,19,greedy,30,600,600,100.0,1.9907,1.5403,1.979,0.003,0.0087,4.2922,1.9006,11.51,118.21
4,20,greedy,30,600,600,100.0,1.9437,1.5142,1.9319,0.0031,0.0087,4.1913,1.8865,11.57,134.63
