seed,episode,reward,actor_loss,critic_loss,entropy,completion_ratio_pct,avg_delay_s,avg_wait_delay_s,avg_energy_J,avg_queue_Mcycles,max_queue_Mcycles,total_tasks,duration_s
4,24,-1599.7726,-421.876556,51364.464844,1.944067,100.0,1.9532,0.0158,3.3794,11.98,114.39,600,16.33
4,25,-1633.8106,-428.158112,52926.933594,1.944031,100.0,1.9659,0.0149,3.4801,11.8,91.98,600,17.378
4,26,-1599.0161,-421.555389,51170.746094,1.943996,100.0,1.9157,0.0153,3.4143,11.85,103.97,600,16.687
4,27,-1629.3386,-432.658142,53694.101562,1.943959,100.0,1.9462,0.0145,3.485,11.27,92.51,600,16.96
4,28,-1648.5482,-437.682281,54705.078125,1.943919,100.0,1.9665,0.0138,3.5287,11.92,109.87,600,17.225
4,29,-1620.3797,-430.506561,53111.546875,1.943873,100.0,1.9793,0.0143,3.422,11.21,90.72,600,17.529
4,30,-1610.4733,-427.961731,52530.335938,1.943822,100.0,1.9616,0.0142,3.4067,11.22,98.75,600,17.139
4,31,-1628.4709,-435.220184,54169.363281,1.943757,100.0,1.9842,0.0139,3.444,11.23,88.42,600,16.551
4,32,-1638.2717,-438.931732,55617.425781,1.943686,100.0,1.9522,0.0128,3.5087,11.24,95.28,600,16.487
4,33,-1635.6879,-437.923645,54346.269531,1.943608,100.0,1.9737,0.0146,3.4786,11.34,97.07,600,17.154
4,34,-1611.2811,-423.19928,52122.414062,1.943524,100.0,1.9823,0.0144,3.3887,11.48,102.64,600,16.718
4,35,-1623.9981,-432.096069,53743.761719,1.943444,100.0,1.9341,0.014,3.4793,11.49,92.63,600,16.334
4,36,-1580.9408,-426.289825,51589.351562,1.943356,100.0,1.9398,0.0142,3.33,11.59,95.9,600,16.221
4,37,-1606.8856,-425.911407,52495.773438,1.943259,100.0,1.9854,0.0149,3.3708,11.22,100.83,600,16.015
4,38,-1616.648,-433.546753,54343.878906,1.943158,100.0,1.9557,0.0149,3.4332,11.86,105.31,600,16.144
4,39,-1576.8714,-414.407654,48987.742188,1.943051,100.0,1.9362,0.0153,3.32,11.53,102.78,600,14.759
4,40,-1605.6262,-421.809753,51398.113281,1.942933,100.0,1.9699,0.0144,3.3822,11.5,90.56,600,13.73
4,41,-1619.4523,-431.565613,53638.941406,1.942801,100.0,1.9901,0.0152,3.4081,11.47,93.66,600,16.38
4,42,-1623.5725,-422.024231,51708.007812,1.942652,100.0,1.9858,0.0155,3.4261,11.8,98.14,600,18.21
4,43,-1647.0683,-436.099396,54868.710938,1.942494,100.0,1.9465,0.0134,3.5438,11.14,85.12,600,17.208
4,44,-1583.2634,-415.367706,49799.191406,1.942317,100.0,1.9613,0.0152,3.3162,11.51,101.51,600,16.615
4,45,-1596.677,-416.789001,50442.433594,1.942125,100.0,1.991,0.0152,3.3313,11.33,101.88,600,17.101
4,46,-1632.8086,-428.698914,53226.25,1.941924,100.0,1.9522,0.0148,3.4905,11.74,99.82,600,16.544
4,47,-1603.817,-421.220062,51393.71875,1.941701,100.0,1.9564,0.015,3.3897,11.37,89.23,600,16.154
4,48,-1635.8876,-434.85614,53727.535156,1.941456,100.0,1.9828,0.014,3.4701,11.67,92.24,600,16.618
4,49,-1639.3022,-431.010925,54276.949219,1.941178,100.0,2.0046,0.0147,3.4598,11.94,90.87,600,16.269
4,50,-1584.943,-420.553192,51441.738281,1.940898,100.0,1.9707,0.0146,3.3124,11.4,100.68,600,16.167
