episode,reward,delay,energy,completion_ratio,violation_ratio,policy_loss,value_loss,entropy,gradient_norm
36,-49.299378359586264,4.625428982543329,0.3045088534152979,1.0,0.0,-5.040953510615509e-06,1974.6812744140625,-0.0,2604186.0
37,-45.25836792466351,4.200126766308102,0.32571002615824995,1.0,0.0,8.340908834725269e-07,199.53761291503906,-0.0,359246.65625
38,-45.79393208693946,4.313323688804844,0.26606951988910327,1.0,0.0,-1.6450043403892778e-05,19189.958984375,-0.0,7893483.0
39,-50.78868468179063,4.720525694988993,0.3583427731900706,1.0,0.0,-5.6849503380362876e-06,2459.3212890625,-0.0,2819607.0
40,-45.9773575786056,4.33414527005432,0.2635904878062399,1.0,0.0,-4.776818968821317e-06,1758.546875,-0.0,2219044.5
41,-43.143360717544574,4.006295231664177,0.3080408400902792,1.0,0.0,1.3087849765724968e-05,12184.4326171875,-0.0,5487028.0
42,-51.81423339876899,4.886386303573626,0.2950370363032738,1.0,0.0,1.4887977158650756e-05,15803.244140625,-0.0,7535452.5
43,-46.62885447393079,4.36554017332516,0.29734527406791833,1.0,0.0,2.9068346520944033e-06,758.27197265625,-0.0,1526281.25
44,-48.180161412249234,4.483202616367683,0.3348135248572389,1.0,0.0,1.4672568795504048e-06,326.2345886230469,-0.0,744599.0625
45,-45.64627636733912,4.29930349422933,0.265324142504583,1.0,0.0,-2.415590461168904e-05,41214.0390625,-0.0,11267865.0
46,-48.39142916870211,4.539288767786522,0.29985414908368824,1.0,0.0,-3.662766539491713e-05,94582.6328125,-0.0,18534548.0
47,-43.29641706541474,4.019763261061959,0.3098784454795149,1.0,0.0,-3.0418823371292092e-05,65244.79296875,-0.0,13692581.0
48,-49.8760501614889,4.717910445979215,0.26969457016967496,1.0,0.0,-2.3875603801570833e-05,40308.57421875,-0.0,12844940.0
49,-52.39350328204359,4.908896623375691,0.33045370482866787,1.0,0.0,1.1142078903958463e-07,204.4115447998047,-0.0,56787.046875
50,-49.761906640034596,4.640946175123647,0.3352444888798113,1.0,0.0,6.164651949802646e-06,2855.523681640625,-0.0,3198794.5
51,-41.12958758541177,3.769927928716497,0.3430308298246799,1.0,0.0,7.647910933883395e-06,4232.337890625,-0.0,3146565.25
52,-51.12494660937747,4.730385140256756,0.3821095206809917,1.0,0.0,-9.297422366216779e-06,6274.66650390625,-0.0,4581468.5
53,-46.19304306765411,4.3058297543048045,0.31347455246060746,1.0,0.0,-3.871113676723326e-06,1212.373291015625,-0.0,1738858.375
54,-46.36813118099452,4.30234665827251,0.33446645982694095,1.0,0.0,-1.704196256469004e-05,20599.501953125,-0.0,7958758.5
55,-48.91387830837123,4.523346563896032,0.3680412669410901,1.0,0.0,1.336261357209878e-05,12737.3876953125,-0.0,6430593.0
56,-49.45205664232548,4.717163555336065,0.22804210889648252,1.0,0.0,2.9229446226963773e-05,60301.6484375,-0.0,14303462.0
57,-46.19030362065144,4.332736260591426,0.28629410147371664,1.0,0.0,2.0549890905385837e-05,29877.125,-0.0,10075100.0
58,-46.18023121902711,4.318424618338964,0.2995985035637461,1.0,0.0,-1.1134977739857277e-06,244.8576202392578,-0.0,505673.625
59,-49.44169577163974,4.622952354175099,0.32121722298887506,1.0,0.0,1.7948270397027954e-05,22849.16015625,-0.0,9089087.0
60,-51.43529223990589,4.835439400830464,0.3080898231601249,1.0,0.0,-1.0710446076700464e-05,8272.595703125,-0.0,5167172.5
61,-49.39079629142508,4.61801655629794,0.3210630728445687,1.0,0.0,-7.063981115607021e-07,226.7808074951172,-0.0,327103.125
62,-46.44485523988759,4.3237435263320325,0.3207419976567275,1.0,0.0,-2.8634854061238e-06,727.0396118164062,-0.0,1255900.875
63,-48.98457741152065,4.572096518650795,0.3263612225012703,1.0,0.0,1.2197406249470077e-05,10646.466796875,-0.0,5912698.5
64,-49.28532111439561,4.598333846374642,0.33019826506491856,1.0,0.0,1.6364008843083866e-05,19025.5078125,-0.0,7972135.5
65,-49.882056040569225,4.663840272966571,0.3243653310903512,1.0,0.0,1.736309059197083e-05,21398.111328125,-0.0,8703809.0
66,-42.407094438669944,3.9691668220942495,0.27154262177274263,1.0,0.0,2.5437027488806052e-06,585.5451049804688,-0.0,1062239.25
67,-48.79611154025296,4.559082220091403,0.3205289339338942,1.0,0.0,-9.417124601895921e-06,6424.12744140625,-0.0,4568454.5
68,-45.00001095737759,4.205351272290099,0.29464982344765994,1.0,0.0,-1.3240632142696995e-05,12481.177734375,-0.0,5912293.5
69,-49.25013207635197,4.5865454631788065,0.3384677444563883,1.0,0.0,-1.7811336874729022e-05,22506.974609375,-0.0,8367235.5
70,-46.78954143818822,4.372038880962604,0.306915262856218,1.0,0.0,-1.682654328760691e-05,20088.0546875,-0.0,7407373.0
71,-44.181275748979466,4.1191928147520285,0.2989347601459184,1.0,0.0,6.625496553169796e-06,3224.4375,-0.0,2791514.75
72,-47.10834003541816,4.437996482127944,0.2728375214138712,1.0,0.0,2.487637857484515e-06,600.0984497070312,-0.0,1171764.75
73,-45.5514130779331,4.2630049834484485,0.29213632434486164,1.0,0.0,5.623547167488141e-06,2375.72509765625,-0.0,2495268.75
74,-48.9896785561246,4.5879030487640104,0.3110648068484499,1.0,0.0,-1.4581697541871108e-05,15148.017578125,-0.0,7115650.5
75,-43.91036314045915,4.1028514731186965,0.28818484092721736,1.0,0.0,-1.067430366674671e-05,8157.97265625,-0.0,4569779.0
76,-47.99407342905658,4.468299075804689,0.3311082671009694,1.0,0.0,3.4594656881381525e-06,1011.49169921875,-0.0,1712288.25
77,-47.2030161138602,4.398897646435976,0.3214039649500446,1.0,0.0,-5.9146918829355855e-06,2620.60791015625,-0.0,2681453.75
78,-46.74031416990575,4.389090843781913,0.2849405732086606,1.0,0.0,1.399268330715131e-05,13941.986328125,-0.0,6554237.5
79,-48.29396802987521,4.562595359012055,0.26680144397546723,1.0,0.0,-2.1864102563995402e-06,514.8737182617188,-0.0,1081538.125
80,-47.44734724750145,4.4352162798967125,0.3095184448534315,1.0,0.0,6.912999197083991e-06,3530.359375,-0.0,3060834.75
81,-50.098100155562605,4.719927375026766,0.28988264052949475,1.0,0.0,1.4232867215469014e-05,14444.4345703125,-0.0,6715253.5
82,-48.25801829246987,4.498533495537541,0.32726833370944564,1.0,0.0,8.973414082902309e-07,231.340087890625,-0.0,410340.09375
83,-46.094506235449415,4.314964919977486,0.29448570356745585,1.0,0.0,-2.1635729353874922e-05,33098.9609375,-0.0,9990760.0
84,-50.532951227932635,4.752624891733416,0.30067023105984625,1.0,0.0,-1.9635279386420734e-05,27323.55078125,-0.0,9635518.0
85,-51.90247868803743,4.850843040422559,0.33940482838118446,1.0,0.0,-2.1128294974914752e-05,31612.328125,-0.0,10519296.0
86,-46.5444808940761,4.386763097816646,0.26768499159096504,1.0,0.0,-1.0297304470441304e-05,7624.53271484375,-0.0,4677264.0
87,-47.43633685114536,4.3907891549705464,0.3528445301439895,1.0,0.0,1.2331993275438435e-06,272.35784912109375,-0.0,548412.625
88,-46.02836785289133,4.306085220342895,0.2967515649462379,1.0,0.0,7.618541076226393e-06,4232.26025390625,-0.0,3317679.5
89,-50.23903197944449,4.662123903650752,0.3617792942936985,1.0,0.0,8.753811016504187e-06,5569.7373046875,-0.0,4286762.5
90,-48.32026745434797,4.524923380718018,0.3071033647167785,1.0,0.0,-9.414309715793934e-06,6411.14990234375,-0.0,4610601.0
91,-48.06702321926791,4.492671498463794,0.3140308234629978,1.0,0.0,-1.039554035742185e-06,244.16995239257812,-0.0,459832.34375
92,-48.04863680707242,4.425131936406352,0.37973174430088835,1.0,0.0,-6.145746738184243e-07,200.98036193847656,-0.0,284076.6875
93,-48.32518700194519,4.511047242805618,0.32147145738890187,1.0,0.0,1.3999136172060389e-05,13969.169921875,-0.0,6677221.0
94,-47.757192612281536,4.435296289366528,0.3404229718616263,1.0,0.0,2.736685928539373e-05,52873.26953125,-0.0,12809797.0
95,-49.49111663159877,4.611452861416067,0.3376588017438096,1.0,0.0,2.1073934476589784e-05,31435.609375,-0.0,10372375.0
96,-51.26206478101523,4.812043066029778,0.31416341207174403,1.0,0.0,4.172857188677881e-06,1420.306396484375,-0.0,2085424.25
97,-47.03702536952403,4.376489093288758,0.3272134436636443,1.0,0.0,-1.3558603313867934e-05,13102.216796875,-0.0,6090169.5
98,-43.20683958997737,4.046146139599988,0.2745378193977496,1.0,0.0,-1.683066693658475e-05,20065.791015625,-0.0,7029781.5
99,-49.62972556617479,4.6315227169898865,0.33144983962759234,1.0,0.0,-1.3271259376779199e-05,12572.1630859375,-0.0,6229250.5
100,-46.85159305583569,4.382783808065442,0.3023754975181282,1.0,0.0,-1.2158018762420397e-05,10568.7978515625,-0.0,5457227.5
101,-44.11327492718652,4.08641108888712,0.32491640383153086,1.0,0.0,6.764815225324128e-06,3359.671875,-0.0,2734299.5
102,-41.72746663252402,3.8579150324308698,0.3148316308215328,1.0,0.0,6.492376087408047e-06,3087.23486328125,-0.0,2574021.75
103,-45.1797183073449,4.200007475661758,0.31796435507273213,1.0,0.0,6.645685061812401e-06,3249.97802734375,-0.0,2946105.5
104,-51.015794955988156,4.821772164607156,0.2798073309916612,1.0,0.0,1.307698084929143e-06,312.96856689453125,-0.0,653880.0
105,-45.14715006361868,4.213557827692264,0.301157178669604,1.0,0.0,-1.4981274034653325e-05,15940.7783203125,-0.0,6508793.5
106,-48.277737989549244,4.537219017278587,0.2905547816763361,1.0,0.0,-1.8199329133494757e-05,23483.048828125,-0.0,8268567.5
107,-52.96622025560788,4.942247680888568,0.3543743446722205,1.0,0.0,-2.383190621912945e-05,40183.25,-0.0,12060642.0
108,-51.6465817020955,4.82536590174672,0.3392922684628306,1.0,0.0,-7.881955752964132e-06,4580.9912109375,-0.0,3746794.25
109,-50.24110973783679,4.70137565991305,0.32273531387062837,1.0,0.0,3.9931765059009194e-06,1305.3995361328125,-0.0,1933429.875
110,-47.16266715544977,4.367815796975105,0.3484509185698724,1.0,0.0,1.0161464160773903e-05,7424.03125,-0.0,4475828.0
111,-48.98388545416732,4.569718653534201,0.3286698918825314,1.0,0.0,1.0042175745184068e-05,7277.81494140625,-0.0,4637705.5
112,-45.726442626497445,4.287485414285459,0.28515884836428634,1.0,0.0,1.8554690086602932e-06,395.53009033203125,-0.0,830508.6875
113,-49.71815288224009,4.671978089202593,0.29983719902141737,1.0,0.0,-1.1213531251996756e-05,9035.69140625,-0.0,5418936.0
114,-52.2044078380224,4.876397433238361,0.34404335056387936,1.0,0.0,-2.3778911781846546e-05,39991.546875,-0.0,11730419.0
115,-48.12355678192967,4.506672966334742,0.3056827118582267,1.0,0.0,-1.9257489839219488e-05,26265.212890625,-0.0,9087666.0
116,-47.41653258896731,4.438452194062424,0.30320106483430603,1.0,0.0,-9.33531737246085e-06,6302.85400390625,-0.0,4033871.25
117,-44.94215297446241,4.2044861254196135,0.2897291720266261,1.0,0.0,2.329305061721243e-06,526.9456787109375,-0.0,928966.25
118,-49.577592647172864,4.643481594944834,0.314277669772453,1.0,0.0,1.172950396721717e-05,9856.759765625,-0.0,5341381.5
119,-43.86533490380565,4.084886194744549,0.30164729563601533,1.0,0.0,1.8303666365682147e-05,23718.888671875,-0.0,7557326.0
120,-44.2098405054114,4.0537982787854485,0.36718577175569134,1.0,0.0,3.4395040984236402e-06,969.7701416015625,-0.0,1428145.875
121,-46.62474580567591,4.318542104082321,0.3439324764852699,1.0,0.0,-1.5151645129662938e-05,16314.5654296875,-0.0,6566128.0
122,-47.53139090335572,4.462630659242693,0.29050843109287927,1.0,0.0,-2.1158884919714183e-05,31670.72265625,-0.0,9323465.0
123,-45.321666004917326,4.266813686237851,0.26535291425388097,1.0,0.0,-1.844947473728098e-05,24102.23828125,-0.0,7923333.5
124,-45.44008911376903,4.243597586946713,0.3004113244301893,1.0,0.0,-1.186573899758514e-05,10056.7392578125,-0.0,5081537.0
125,-52.26079212659715,4.901386842338644,0.32469237032107245,1.0,0.0,5.2130239964753855e-06,2124.373046875,-0.0,2598635.75
126,-46.53627657897538,4.3487994403718675,0.3048282175256702,1.0,0.0,1.9852039258694276e-05,27893.40234375,-0.0,8359441.5
127,-47.38764039086212,4.390910499182342,0.3478535399038699,1.0,0.0,1.186268673336599e-05,10062.1083984375,-0.0,5128648.0
128,-45.150042790000334,4.201060536202569,0.3139437427974662,1.0,0.0,-4.146034370933194e-06,1361.0943603515625,-0.0,1761214.375
129,-43.34188735671043,4.032505103044391,0.3016836326266516,1.0,0.0,-5.239596248429734e-06,2064.353515625,-0.0,2151996.75
130,-48.15685945325957,4.501212259438096,0.3144736858878624,1.0,0.0,5.3392077461467125e-06,2174.56298828125,-0.0,2438829.0
131,-46.69015028082227,4.3061637809777515,0.3628512471044753,1.0,0.0,8.518395588907879e-06,5265.36328125,-0.0,3612564.75
132,-45.7665784680655,4.270614446867058,0.30604339993949153,1.0,0.0,-6.491058684332529e-06,3124.48681640625,-0.0,2725961.5
133,-47.444854809918276,4.366319963760153,0.37816551723167374,1.0,0.0,-2.7749399578169687e-06,704.7022705078125,-0.0,1183943.125
134,-48.18060736577192,4.548999712205427,0.2690610243717655,1.0,0.0,7.732121957815252e-06,4385.14453125,-0.0,3475274.25
135,-49.163655031063996,4.598596068121602,0.3177694349847976,1.0,0.0,1.3167767974664457e-05,12378.4609375,-0.0,5807087.0
136,-50.52865039065674,4.690157917999841,0.36270712106583486,1.0,0.0,6.392607701855013e-06,3070.3974609375,-0.0,2949871.25
137,-52.194458393298284,4.909131144109741,0.31031469522008714,1.0,0.0,-1.4463776096818037e-05,14923.431640625,-0.0,6756756.5
138,-48.391174802607324,4.466760572549282,0.37235690771145225,1.0,0.0,-2.6124398573301733e-05,48203.76953125,-0.0,11821478.0
139,-46.45488140189584,4.307964339301984,0.3375238008876008,1.0,0.0,-2.2897691451362334e-05,37053.2578125,-0.0,10179646.0
140,-47.76766515307123,4.486866808459238,0.2898997068478851,1.0,0.0,-5.927437996433582e-06,2641.221435546875,-0.0,2588659.5
141,-51.13022850234917,4.7567079131301035,0.356314937104815,1.0,0.0,3.4689812764554517e-06,1041.05029296875,-0.0,1497083.0
142,-45.29663230628708,4.225382430503871,0.30428080012483694,1.0,0.0,8.208788131014444e-06,4889.3134765625,-0.0,3592418.25
143,-46.34979843697332,4.331357266384536,0.3036225773127944,1.0,0.0,1.0065688911709003e-05,7274.99609375,-0.0,4124441.25
144,-45.274861442105106,4.191633592582444,0.3358525516280666,1.0,0.0,2.4157318989637133e-07,151.4869384765625,-0.0,105507.015625
145,-45.491441020635705,4.23250488815298,0.3166392139105899,1.0,0.0,-1.414093731000321e-05,14218.2109375,-0.0,5596955.5
146,-45.78345776631208,4.261471197303647,0.31687457932755947,1.0,0.0,-2.7888696422451176e-05,54884.5234375,-0.0,11932868.0
147,-45.24076199197307,4.229238491303263,0.29483770789404495,1.0,0.0,-2.2224110580282286e-05,34901.06640625,-0.0,9769938.0
148,-47.796152766654785,4.477100369730027,0.3025149069354512,1.0,0.0,-9.339104508399032e-06,6315.7412109375,-0.0,4033151.0
149,-49.981803807897606,4.6526611414007855,0.34551923938897333,1.0,0.0,1.296714890486328e-05,12024.228515625,-0.0,6044672.5
150,-52.521578285162775,4.956542382659192,0.29561544585708405,1.0,0.0,7.142029971873853e-06,3798.30224609375,-0.0,3735127.5
151,-44.43204306641371,4.115872258145584,0.327332048495787,1.0,0.0,1.2573252206493635e-05,11263.2880859375,-0.0,5067317.0
152,-47.16496063015953,4.4089529219492505,0.30754314106670216,1.0,0.0,-4.787739726452855e-06,1773.1826171875,-0.0,2017730.125
153,-46.62850502214346,4.30639994821792,0.35645055399642483,1.0,0.0,-6.177298018883448e-06,2844.01513671875,-0.0,2690240.5
154,-48.68830347218616,4.557185486213756,0.31164486100486066,1.0,0.0,8.13413589639822e-06,4838.8369140625,-0.0,3555704.25
155,-46.988934104493524,4.397772695610295,0.3011207148390557,1.0,0.0,3.9625833778700326e-06,1262.9443359375,-0.0,1589487.375
156,-48.27409746771515,4.545572232129518,0.28183751464199686,1.0,0.0,-3.4751144539768575e-06,1028.387939453125,-0.0,1622302.0
157,-46.75626764092496,4.350079193121686,0.32554757097080905,1.0,0.0,-4.125591658521444e-06,1358.4765625,-0.0,1769533.75
158,-47.060559017666,4.363426611079529,0.34262929068706954,1.0,0.0,4.15637941841851e-06,1377.6129150390625,-0.0,1804851.875
159,-47.705069443198,4.483088578148828,0.2874183661709727,1.0,0.0,-2.5515807919873623e-06,623.4251708984375,-0.0,1105293.625
160,-47.519516477033186,4.48715044444393,0.2648012032593887,1.0,0.0,5.538766345125623e-06,2322.555908203125,-0.0,2502292.75
161,-48.577498842296805,4.569248277615984,0.2885016066136956,1.0,0.0,6.78089327266207e-06,3406.506591796875,-0.0,3016090.75
162,-50.112447710905826,4.674704438837806,0.33654033225277596,1.0,0.0,-1.4234494756237837e-06,333.33782958984375,-0.0,674073.25
163,-45.42864252283921,4.241593236580035,0.30127101570388526,1.0,0.0,-3.8990433495200705e-06,1220.3685302734375,-0.0,1609067.5
164,-48.93699505832777,4.596216250038248,0.2974832557945281,1.0,0.0,-9.91509182313166e-07,241.82382202148438,-0.0,460715.34375
165,-47.341821074389934,4.402521380575099,0.33166072686389325,1.0,0.0,1.7501337424619123e-05,21720.095703125,-0.0,7612414.0
166,-49.794357806728314,4.653928893798267,0.3255068868745649,1.0,0.0,2.2516067474498414e-05,35856.35546875,-0.0,10254277.0
167,-44.31199816057591,4.10826678303754,0.3229330330200519,1.0,0.0,2.747399776126258e-05,53257.6171875,-0.0,10966654.0
168,-53.00331465799456,4.999625627300995,0.3007058384984625,1.0,0.0,1.020628224068787e-05,7539.7724609375,-0.0,5232787.5
169,-46.67535144700453,4.355197103783609,0.3123380409168445,1.0,0.0,-4.69508586320444e-06,1709.466552734375,-0.0,1994140.0
170,-46.58741174756842,4.3614536811484905,0.2972874936083503,1.0,0.0,-1.3529922398447525e-05,13041.115234375,-0.0,5912860.5
171,-46.53417514402948,4.293341448342271,0.3600760660606762,1.0,0.0,-1.2501484889071435e-05,11148.9296875,-0.0,5224693.0
172,-46.96812961759586,4.38226395464463,0.3145490071149547,1.0,0.0,-3.436617362240213e-06,986.3489379882812,-0.0,1452628.875
173,-47.76310566123821,4.431802329189438,0.34450823693438426,1.0,0.0,6.002683221595362e-06,2695.85888671875,-0.0,2437226.25
174,-46.86836160726295,4.310415750634375,0.3764204100919197,1.0,0.0,1.442559550923761e-05,14808.384765625,-0.0,6204574.5
175,-43.22284471476996,3.991382058183258,0.33090241329373804,1.0,0.0,4.41572683484992e-06,1502.7880859375,-0.0,1654220.375
176,-48.59063639959151,4.556146315856067,0.3029173241030841,1.0,0.0,1.4069083817958017e-06,320.88494873046875,-0.0,650331.0
177,-45.01342088948401,4.163766066319693,0.3375760226287104,1.0,0.0,-1.2620837878785096e-05,11353.8740234375,-0.0,5306820.0
178,-48.660594881684446,4.531512629592744,0.33454685857570066,1.0,0.0,-1.722452543617692e-05,21047.775390625,-0.0,7706435.0
179,-48.75112493265193,4.576178306355578,0.2989341869096167,1.0,0.0,-1.9946997781516984e-05,28167.556640625,-0.0,8768091.0
180,-48.92241982659855,4.526425392799476,0.365816589860379,1.0,0.0,-6.020578894094797e-06,2732.580078125,-0.0,2581042.0
181,-48.298918637606214,4.471162866629395,0.35872899713122636,1.0,0.0,1.344919564871816e-05,12897.6279296875,-0.0,6195683.5
182,-44.37998828321629,4.1255253162614185,0.312473512060211,1.0,0.0,8.928403985919431e-06,5750.1689453125,-0.0,3537136.75
183,-47.65865876945401,4.426277398296342,0.33958847864905944,1.0,0.0,1.294671710638795e-05,11965.083984375,-0.0,5386678.0
184,-48.5307357793829,4.561354680097027,0.2917188978412623,1.0,0.0,-4.735127731692046e-06,1752.671875,-0.0,1966277.0
185,-46.499844122426474,4.34110666016231,0.3088777520803362,1.0,0.0,3.927896159439115e-06,1241.3929443359375,-0.0,1592915.375
186,-49.076840059195014,4.595313483762544,0.3123705221569578,1.0,0.0,-1.0562490388110746e-05,8029.4501953125,-0.0,4690006.5
187,-49.64240772222428,4.698407090988736,0.2658336812336915,1.0,0.0,-8.5884812506265e-06,5370.34228515625,-0.0,3665775.5
188,-54.8624285054063,5.14386137635527,0.3423814741853609,1.0,0.0,4.43027511209948e-06,1614.9390869140625,-0.0,2258460.5
189,-46.32025429470474,4.337670243529201,0.29435518594127363,1.0,0.0,-2.5602687401260482e-06,620.8167724609375,-0.0,1011787.125
190,-47.5482844159812,4.45542027709026,0.2994081645078591,1.0,0.0,7.5349016697146e-06,4164.76806640625,-0.0,3152417.25
191,-45.19052411673499,4.18017455807737,0.33887785359612843,1.0,0.0,4.002971309091663e-06,1275.1431884765625,-0.0,1626302.5
192,-50.21851001948489,4.695549639202267,0.32630136274622223,1.0,0.0,1.3159087757230736e-06,309.4018249511719,-0.0,569783.625
193,-45.89133956489346,4.262035931152321,0.32709802533702437,1.0,0.0,-1.609703576832544e-05,18380.1640625,-0.0,6634469.5
194,-45.16490922538797,4.203580214650221,0.3129107078885752,1.0,0.0,-1.912607331178151e-05,25892.90234375,-0.0,7319905.0
195,-45.77168108089851,4.286953549378198,0.29021455871165375,1.0,0.0,-1.585868449183181e-05,17847.419921875,-0.0,6403671.5
196,-47.289460584925784,4.3697076811555755,0.3592383773370024,1.0,0.0,-1.6884509022929706e-05,20215.080078125,-0.0,6896386.5
197,-47.790009777674584,4.468534921750715,0.3104660560167428,1.0,0.0,2.480765488144243e-06,599.446533203125,-0.0,1083313.0
198,-50.683989893202636,4.777860171674028,0.2905388176462348,1.0,0.0,1.1463878763606772e-05,9440.2060546875,-0.0,5221661.5
199,-49.4725212821674,4.629606399888375,0.31764572832836546,1.0,0.0,9.541408871882595e-06,6595.18994140625,-0.0,4175151.75
200,-48.75276695019299,4.552092527378002,0.32318416764129776,1.0,0.0,-2.3735526610835223e-06,574.4903564453125,-0.0,938069.5625
201,-52.77950974044867,4.936383741246224,0.3415672327986429,1.0,0.0,4.120121559481049e-07,223.9205322265625,-0.0,191021.265625
202,-48.97782802843141,4.561166458556191,0.33661634428694986,1.0,0.0,-6.8819763328065164e-06,3505.871826171875,-0.0,2732893.25
203,-49.7865041906215,4.635799025063621,0.3428513939985287,1.0,0.0,-5.278001026454149e-06,2153.8701171875,-0.0,2162438.25
204,-49.16772965631871,4.582866207495813,0.33390675813605813,1.0,0.0,-6.823593139415607e-06,3461.55419921875,-0.0,3171924.25
205,-53.32705107959197,5.005729967873915,0.3269751400852826,1.0,0.0,1.186026020150166e-05,10108.275390625,-0.0,5585117.0
206,-47.99821619375561,4.4176685711647865,0.3821530482107742,1.0,0.0,1.2421706742316019e-05,11036.9208984375,-0.0,5131031.0
207,-45.90265376199118,4.243067304304628,0.3471980718944895,1.0,0.0,1.7271247997996397e-05,21139.611328125,-0.0,6715303.5
208,-48.500198145477896,4.566519320038043,0.283500494509747,1.0,0.0,1.0788824511109851e-05,8362.66015625,-0.0,4691287.0
