episode,reward,delay,energy,completion_ratio,violation_ratio,policy_loss,value_loss,entropy,gradient_norm
209,-46.20283133093185,4.3170202233955415,0.30326290969764474,1.0,0.0,-9.817941645451356e-06,6935.43896484375,-0.0,3836221.75
210,-49.0751989190967,4.545548051101326,0.361971840808345,1.0,0.0,-1.1398948117857799e-05,9315.3623046875,-0.0,4991876.5
211,-46.7224490905685,4.320155871915145,0.35208903714170586,1.0,0.0,-1.5745361451990902e-05,17612.20703125,-0.0,6219153.5
212,-48.14029702607842,4.521091485465833,0.29293821714200907,1.0,0.0,-6.712292815791443e-06,3346.10888671875,-0.0,2875581.25
213,-46.07328017749569,4.285233816875742,0.322094200873828,1.0,0.0,1.0537160051171668e-05,7970.0703125,-0.0,4231530.0
214,-46.64624740398307,4.39582177635963,0.2688029640386772,1.0,0.0,8.76824833540013e-06,5570.2646484375,-0.0,3663562.25
215,-44.52975349219033,4.114640105281192,0.33833524393783976,1.0,0.0,8.076816811808385e-06,4729.22509765625,-0.0,3101689.25
216,-49.03749470922666,4.595180464937302,0.30856900598536335,1.0,0.0,1.9116703242616495e-06,437.89471435546875,-0.0,869021.25
217,-41.89401045477588,3.8747205131622513,0.31468053231533705,1.0,0.0,-1.1033660484827124e-05,8694.6123046875,-0.0,3794576.75
218,-44.49153873446093,4.1474669924682335,0.30168688097786006,1.0,0.0,-1.9378554497961886e-05,26571.025390625,-0.0,7289548.5
219,-49.99500147234607,4.6887700863581445,0.31073006087646293,1.0,0.0,-1.5137236914597452e-05,16310.5107421875,-0.0,6195400.5
220,-51.06428584395377,4.751147687378634,0.355280897016743,1.0,0.0,-6.325777121674037e-06,3003.517333984375,-0.0,2543999.0
221,-44.98592281887425,4.202863769373138,0.29572851251428645,1.0,0.0,3.168195235048188e-06,854.9812622070312,-0.0,1253962.375
222,-45.11032997130684,4.165231785265155,0.3458012118655295,1.0,0.0,1.0481267054274213e-05,7882.3134765625,-0.0,3988846.5
223,-45.78995447612413,4.24344479798843,0.3355506496239829,1.0,0.0,1.051693925546715e-05,7936.49072265625,-0.0,4432962.0
224,-50.135162364976104,4.686610559418809,0.3269056770788007,1.0,0.0,5.678651632479159e-06,2462.951171875,-0.0,2496842.5
225,-48.655746938814694,4.567706755352438,0.2978679385290327,1.0,0.0,-5.155029157322133e-06,2041.568359375,-0.0,2102264.25
226,-44.35507811310521,4.144814841243918,0.290692970066602,1.0,0.0,-1.6950139979599044e-05,20363.0859375,-0.0,6022146.5
227,-44.124820967314164,4.110717571496861,0.301764525234557,1.0,0.0,-1.1675959285639692e-05,9733.0,-0.0,4343828.5
228,-48.98679414399417,4.604662094434515,0.2940173199649019,1.0,0.0,-1.030632574838819e-05,7661.4638671875,-0.0,4509595.0
229,-46.31140156160103,4.324218321970294,0.30692183418980956,1.0,0.0,5.288571173878154e-06,2123.77734375,-0.0,2085246.0
230,-43.93941181385784,4.079676516020511,0.31426466536527337,1.0,0.0,6.130417204985861e-06,2781.97705078125,-0.0,2339660.25
231,-49.013604774951,4.518591833771013,0.3827686437240886,1.0,0.0,6.011534878780367e-06,2721.97998046875,-0.0,2531859.5
232,-45.95329081028609,4.285333736348968,0.3099953446796419,1.0,0.0,3.4423185297782766e-06,986.2218017578125,-0.0,1390141.375
233,-41.864434877003454,3.881580072313857,0.3048634153864875,1.0,0.0,-1.711404365778435e-05,20730.751953125,-0.0,6309600.5
234,-48.68528716184634,4.538959689384034,0.3295690268006026,1.0,0.0,-1.6868845705175772e-05,20202.662109375,-0.0,6730279.5
235,-45.03338529980166,4.202109297731281,0.3012292322488867,1.0,0.0,-1.2905936273455154e-05,11864.552734375,-0.0,4686874.0
236,-47.44377259630146,4.406862033661786,0.33751522596836125,1.0,0.0,-7.667231329833157e-06,4310.31005859375,-0.0,3064297.25
237,-47.01968045669493,4.386844181127713,0.31512386454177965,1.0,0.0,1.790928934042313e-07,167.8057098388672,-0.0,75845.796875
238,-50.4061492602636,4.708248097250476,0.3323668287758844,1.0,0.0,9.054818292497657e-06,5968.65673828125,-0.0,4118430.5
239,-45.72054192499751,4.251826981833698,0.3202272106660534,1.0,0.0,5.922272066527512e-06,2622.409912109375,-0.0,2383848.0
240,-45.07295855115735,4.17923470763876,0.328061147476975,1.0,0.0,-3.3619176065258216e-06,945.4797973632812,-0.0,1288372.25
241,-47.583562578055705,4.450627967545088,0.30772829026048193,1.0,0.0,1.2673305036514648e-06,281.1771545410156,-0.0,495069.78125
242,-46.472987098998324,4.340768824739592,0.3065298851602402,1.0,0.0,-7.411171736748656e-06,4026.194580078125,-0.0,2970764.75
243,-46.351120279822794,4.263441962703513,0.3716700652787672,1.0,0.0,-6.167681021906901e-06,2834.163330078125,-0.0,2412593.25
244,-45.817490558819536,4.287094996987932,0.29465405889402124,1.0,0.0,-4.570753389998572e-06,1626.9290771484375,-0.0,1941344.5
245,-44.8071877286612,4.165665823340164,0.3150529495259555,1.0,0.0,9.676488843979314e-06,6734.67578125,-0.0,3863352.75
246,-47.29128677677557,4.438419545163603,0.2907091325139556,1.0,0.0,1.2377635357552208e-05,10946.7412109375,-0.0,4876061.0
247,-45.33222919266547,4.190943412740227,0.34227950652632116,1.0,0.0,1.771492861735169e-05,22228.025390625,-0.0,6778280.0
248,-47.16027985008673,4.4679219431711275,0.24810604183754573,1.0,0.0,6.066229616408236e-06,2754.22412109375,-0.0,2439473.75
249,-47.91447445019797,4.428256435627935,0.36319100939186305,1.0,0.0,-1.162598800874548e-05,9684.728515625,-0.0,4798696.5
250,-50.26127243761062,4.63986122645681,0.38626601730425214,1.0,0.0,-1.262387650058372e-05,11405.7294921875,-0.0,5211391.0
251,-50.960188186295106,4.744956144131356,0.35106267449815515,1.0,0.0,-9.398951988259796e-06,6414.47998046875,-0.0,3987309.5
252,-45.28651543160878,4.224727342696612,0.303924200464264,1.0,0.0,-1.5694447938585654e-05,17489.66796875,-0.0,6156836.5
253,-48.11922188215593,4.4895786900962085,0.32234349811938307,1.0,0.0,-3.2393938909081044e-06,910.44287109375,-0.0,1349792.625
254,-48.23656753455273,4.476864829446795,0.34679192400847764,1.0,0.0,2.0565563318086788e-05,29939.40625,-0.0,8289713.0
255,-44.93766006936549,4.165195264784886,0.3285707421516641,1.0,0.0,2.9608660042867996e-05,61834.1875,-0.0,11047542.0
256,-45.06105989814966,4.151721289367989,0.3543847004469776,1.0,0.0,3.123528586002067e-05,68803.984375,-0.0,11452266.0
257,-51.201515874456504,4.7654816064190495,0.3546699810266007,1.0,0.0,3.8093028706498444e-05,102303.0625,-0.0,16739192.0
258,-47.91812429878004,4.516982025974676,0.2748304039033296,1.0,0.0,1.8817901946022175e-05,25087.36328125,-0.0,7834347.0
259,-46.55477731953296,4.306197956306744,0.3492797756465523,1.0,0.0,2.4959649636002723e-06,595.9957275390625,-0.0,947182.4375
260,-47.25639557854036,4.410879217243526,0.3147603406105116,1.0,0.0,-1.4968641153245699e-05,15931.65625,-0.0,6329917.5
261,-48.14245228045721,4.457313818127408,0.35693140991831446,1.0,0.0,-2.2687298042001203e-05,36387.328125,-0.0,8679439.0
262,-49.51697172373163,4.6255683859779015,0.32612878639526405,1.0,0.0,-3.1546915124636143e-05,70218.6171875,-0.0,13101134.0
263,-42.92501595964254,3.9895681851543507,0.3029334108099038,1.0,0.0,-2.686860716494266e-05,50934.3671875,-0.0,10121574.0
264,-48.52440478148907,4.5546533987774485,0.2977870793714598,1.0,0.0,-2.320810017408803e-05,38078.15234375,-0.0,9788734.0
265,-48.385088219264055,4.527438072071889,0.3110707498545178,1.0,0.0,-1.0735133400885388e-05,8285.8212890625,-0.0,4484256.0
266,-43.65145246164355,4.071758402278839,0.29338684388551667,1.0,0.0,1.1893876944668591e-05,10090.09765625,-0.0,4642236.5
267,-49.2554248012708,4.5956641395519,0.3298783405751797,1.0,0.0,2.1146748622413725e-05,31649.03125,-0.0,8756223.0
268,-47.075281816743015,4.40247069497505,0.3050574866992502,1.0,0.0,2.837670581357088e-05,56827.96875,-0.0,11111256.0
269,-47.366467024729985,4.412350757485655,0.3242959449873444,1.0,0.0,1.9511942809913307e-05,26959.48828125,-0.0,7412890.5
270,-44.103635884911824,4.048675592830932,0.36168799566025045,1.0,0.0,1.3602429135062266e-05,13159.4951171875,-0.0,4871540.0
271,-45.43480154875612,4.265831791362387,0.2776483635132251,1.0,0.0,6.104654062255577e-07,176.93331909179688,-0.0,222174.234375
272,-47.06220888521222,4.360079416712103,0.34614147180911864,1.0,0.0,-1.5783543858560733e-05,17692.994140625,-0.0,6366389.5
273,-46.43191725910981,4.35656035690665,0.2866313690043296,1.0,0.0,-2.7088037313660607e-05,51794.1796875,-0.0,10675773.0
274,-49.06256203203801,4.572081132976436,0.3341750702273646,1.0,0.0,-3.43954234267585e-05,83419.078125,-0.0,14713439.0
275,-46.95886791195657,4.33698731585307,0.3588994753425888,1.0,0.0,-3.151634882669896e-05,70059.046875,-0.0,12766662.0
276,-47.28293802813148,4.391802642268096,0.33649116054505246,1.0,0.0,-2.0003359168185852e-05,28325.94140625,-0.0,7674070.5
277,-50.782467281546715,4.777686836239404,0.3005598919152676,1.0,0.0,-9.811426934902556e-06,6962.09375,-0.0,4384863.0
278,-48.36218926914641,4.4894367481349375,0.3467821787797044,1.0,0.0,1.1777090549003333e-05,9938.923828125,-0.0,4972350.0
279,-50.19095222025304,4.687561599869793,0.33153362215551097,1.0,0.0,2.419027077849023e-05,41369.83984375,-0.0,10163183.0
280,-50.20701891243314,4.655880708718669,0.36482118252464585,1.0,0.0,2.1063828171463683e-05,31409.5,-0.0,9015141.0
281,-48.87279865323781,4.555124479696859,0.33215538562692165,1.0,0.0,2.2002031982992776e-05,34242.7578125,-0.0,9305131.0
282,-48.797393481617405,4.542014738617524,0.33772460954421624,1.0,0.0,1.3990987099532504e-05,13954.869140625,-0.0,5590294.0
283,-45.21307477981249,4.232458316751471,0.2888491612297781,1.0,0.0,-5.234261948316998e-07,171.05203247070312,-0.0,200346.671875
284,-49.773095841200565,4.638618341439459,0.33869124268059686,1.0,0.0,-9.093521839531604e-06,6003.38623046875,-0.0,3725695.0
285,-49.42266220153566,4.641258720604883,0.3010074995486838,1.0,0.0,-7.206409009086201e-06,3833.69873046875,-0.0,3053123.5
286,-48.67641500815258,4.5526194670642255,0.3150220337510325,1.0,0.0,-1.0412916253699223e-06,258.4115905761719,-0.0,439659.40625
287,-50.60934521649133,4.773473395699687,0.2874611259494464,1.0,0.0,1.1283484127488919e-05,9153.7392578125,-0.0,4875035.5
288,-46.87459038250067,4.395292970731143,0.2921660675189234,1.0,0.0,1.113062444346724e-05,8881.95703125,-0.0,4586851.0
289,-43.886765498182854,4.060440845846701,0.32823570397158486,1.0,0.0,1.271803648705827e-05,11521.306640625,-0.0,4319072.5
290,-46.51908390624159,4.359559126793738,0.29234926383042137,1.0,0.0,4.866943072556751e-06,1827.297119140625,-0.0,1913460.75
291,-49.27745222195897,4.601547085420587,0.32619813677530807,1.0,0.0,-1.0422448212921154e-05,7818.51708984375,-0.0,3923800.75
292,-49.44589139078435,4.584299217322444,0.3602899217559924,1.0,0.0,-1.2788250387529843e-05,11683.560546875,-0.0,5200476.5
293,-45.930853276205546,4.271370565032215,0.3217147625883384,1.0,0.0,-1.140842323366087e-05,9315.009765625,-0.0,4249942.5
294,-46.4993184993102,4.303779911860689,0.3461519380703312,1.0,0.0,-6.9371535573736764e-06,3542.02685546875,-0.0,2658778.0
295,-47.92382065153478,4.419900303872185,0.3724817612812922,1.0,0.0,8.200666343327612e-06,4900.5263671875,-0.0,3094475.0
296,-44.16408998092549,4.116981022485208,0.2994279756073408,1.0,0.0,1.1901275684067514e-05,10109.126953125,-0.0,4329706.0
297,-50.58477608298486,4.7350946081914325,0.3233830001070567,1.0,0.0,9.861098078545183e-06,7034.14208984375,-0.0,4051913.75
298,-46.85468070501102,4.378901394033944,0.30656667646715835,1.0,0.0,8.221124517149292e-06,4915.07080078125,-0.0,3169800.0
299,-46.78449367608902,4.36736155775338,0.31108780985552215,1.0,0.0,-1.0039733751909807e-05,7255.5771484375,-0.0,3843035.0
300,-44.742138603924985,4.146965566202198,0.32724829419030066,1.0,0.0,-1.371742291667033e-05,13385.783203125,-0.0,4773192.0
301,-46.61570601185554,4.296769534219706,0.36480106696584724,1.0,0.0,-1.506141597928945e-05,16125.109375,-0.0,5866931.0
302,-48.2728277830824,4.510147473748542,0.3171353045596981,1.0,0.0,-1.0898504115175456e-05,8528.201171875,-0.0,4221302.5
303,-51.76955561109549,4.831950062273518,0.34500549883603165,1.0,0.0,6.1469554566429e-06,2864.061767578125,-0.0,2670925.75
304,-46.50313309212271,4.370661722270417,0.27965158694185455,1.0,0.0,1.1784382877522148e-05,9931.2890625,-0.0,4541050.0
305,-47.30377508086547,4.3894817581590235,0.34089574992752386,1.0,0.0,1.1838600585178938e-05,10032.11328125,-0.0,4536323.0
306,-48.68746812138966,4.551069047480209,0.3176777646587572,1.0,0.0,-1.6823287296574563e-06,378.89874267578125,-0.0,667490.5625
307,-48.526766600127765,4.475654477488397,0.3770221825243796,1.0,0.0,-3.439467491261894e-06,1011.9674072265625,-0.0,1347190.625
308,-44.57000202627878,4.107413737529599,0.34958646509827834,1.0,0.0,8.173202331818175e-06,4850.89697265625,-0.0,2893620.75
309,-44.922523434760805,4.154998418977541,0.33725392449854,1.0,0.0,2.969988827317138e-06,767.1085205078125,-0.0,1103779.875
310,-51.57234323532939,4.859321947139636,0.297912376393304,1.0,0.0,-2.05833453037485e-06,497.46270751953125,-0.0,874859.9375
311,-48.555725452067485,4.52888415564162,0.32668838956513,1.0,0.0,-1.6531106439288124e-06,362.8699645996094,-0.0,664230.6875
312,-48.091780262859785,4.505048775938211,0.30412925034776783,1.0,0.0,2.2676542812405387e-06,522.4835205078125,-0.0,906316.3125
313,-43.352358291105006,4.048705967943008,0.2865298611674917,1.0,0.0,3.3445066947024316e-06,925.4679565429688,-0.0,1185352.25
314,-50.29331104027236,4.72079100949478,0.30854009453245457,1.0,0.0,-6.265078354772413e-06,2943.52294921875,-0.0,2454625.5
315,-50.22710769598032,4.705169413808667,0.3175413557893666,1.0,0.0,-4.947200977767352e-06,1903.635986328125,-0.0,1857337.125
316,-48.30955873862248,4.462714341024619,0.36824153283762867,1.0,0.0,1.6275760117423488e-06,362.57867431640625,-0.0,639876.5
317,-43.71348408484213,4.03826982148823,0.3330785869959827,1.0,0.0,-1.6706164842617e-06,337.37664794921875,-0.0,568216.875
318,-48.39128317697024,4.497689662662738,0.3414386550342855,1.0,0.0,4.582852852763608e-06,1653.083984375,-0.0,1730118.125
319,-46.776847553435644,4.375128022526077,0.3025567328174882,1.0,0.0,4.787668785866117e-06,1780.8472900390625,-0.0,1685828.25
320,-44.276846059132055,4.1369142433336314,0.29077036257957284,1.0,0.0,-3.134197413601214e-06,835.3138427734375,-0.0,1116069.625
321,-46.065385791658414,4.319943976208885,0.2865946029569579,1.0,0.0,-7.617155688421917e-07,194.3749542236328,-0.0,280123.53125
322,-48.45291435057807,4.560692353446519,0.2845990816112869,1.0,0.0,4.330494448367972e-06,1497.788818359375,2.298805870542646e-28,1649028.625
323,-43.04559697963652,4.02589197934619,0.27866771861746176,1.0,0.0,-1.6257587276413688e-06,320.150390625,-0.0,591004.0625
324,-50.41403125564294,4.685915378699702,0.3554877468645908,1.0,0.0,9.269919246435165e-06,6235.0244140625,-0.0,3702764.25
325,-44.780114015784434,4.150961471603887,0.32704992997455606,1.0,0.0,3.7056531709822593e-06,1110.8189697265625,-0.0,1335954.5
326,-46.51622961911503,4.324825739500385,0.32679722241111875,1.0,0.0,4.5907495405117515e-07,177.20529174804688,-0.0,177232.359375
327,-49.8652529170595,4.668005113309091,0.3185201783968597,1.0,0.0,-1.5685578546253964e-05,17492.734375,-0.0,6314423.5
328,-49.7676625317708,4.674264809935661,0.3025014432414186,1.0,0.0,-1.4151548384688795e-05,14283.2685546875,3.139196693956786e-35,5571226.5
329,-51.31738226321611,4.834837109264415,0.29690111705719546,1.0,0.0,-1.763683758326806e-05,22087.123046875,-0.0,7411209.0
330,-44.68095074787874,4.079731454767946,0.38836362001992925,1.0,0.0,-1.2034643987135496e-05,10333.12890625,-0.0,4206639.0
331,-47.59387853444542,4.446818217803029,0.3125696356415135,1.0,0.0,6.975957603572169e-06,3595.51513671875,4.4982230603143905e-18,2431566.25
332,-48.41321413710767,4.485593013039812,0.3557284006709551,1.0,0.0,1.1333569091220852e-05,9212.716796875,-0.0,4220228.5
333,-44.956329945652264,4.207872241392449,0.28776075317277744,1.0,0.0,6.749264230165863e-06,3354.26806640625,-0.0,2454308.5
334,-47.82432138842151,4.470201478524808,0.31223066031734314,1.0,0.0,-2.8844633561675437e-06,750.2845458984375,-0.0,1144345.375
335,-48.24089435369639,4.4771756248916486,0.346913810477991,1.0,0.0,-2.3282166239368962e-06,554.7860107421875,-0.0,918422.625
336,-50.23821442568322,4.744610462087001,0.2792109804813198,1.0,0.0,6.769293577235658e-06,3422.41552734375,-0.0,2716938.5
337,-47.44340049454063,4.405561168572523,0.3387788808815412,1.0,0.0,-1.8170210296375444e-06,402.95367431640625,-0.0,721879.9375
338,-41.98417301090963,3.8974649790967524,0.3009523219942094,1.0,0.0,5.56833356313291e-06,2303.065673828125,-0.0,1772987.75
339,-44.7592529744755,4.113999391680909,0.3619259057666413,1.0,0.0,7.698959961999208e-06,4311.0673828125,-0.0,2588433.25
340,-44.76200185803821,4.146216421864987,0.3299837639388331,1.0,0.0,4.940925464325119e-07,156.77078247070312,-0.0,172018.765625
341,-44.409929957532,4.1655670625840475,0.2754259331691536,1.0,0.0,-1.4249808373278938e-05,14430.892578125,-0.0,5021046.5
342,-45.919239546152006,4.278402500653983,0.31352145396121955,1.0,0.0,-1.6010995750548318e-05,18184.505859375,-0.0,6072105.0
343,-47.654028496596965,4.4381821933788626,0.3272206562808334,1.0,0.0,-1.975866143766325e-05,27633.962890625,-0.0,7667228.5
344,-49.4012824075871,4.630539139501685,0.30958910125702715,1.0,0.0,-7.938150702102575e-06,4615.9990234375,-0.0,3198706.25
345,-52.628614840106614,4.9020588942934875,0.3608025897171742,1.0,0.0,8.907260053092614e-06,5792.630859375,-0.0,3836722.5
346,-45.503006284008706,4.2367573179772045,0.3135433104236672,1.0,0.0,6.80347011439153e-06,3414.114013671875,-0.0,2409902.25
347,-46.60242568411616,4.381670721224586,0.27857184718703004,1.0,0.0,8.144394996634219e-06,4834.5029296875,-0.0,2875613.0
348,-48.47789129522715,4.497995775123412,0.3497933543993027,1.0,0.0,5.5626123867114075e-06,2341.64501953125,-0.0,2132359.5
349,-49.89042608883267,4.6448163634197925,0.3442262454634727,1.0,0.0,-9.2315140136634e-06,6179.9423828125,-0.0,3516552.0
350,-47.32221831724478,4.369625901340388,0.36259593038408955,1.0,0.0,-1.8409602489555255e-05,24011.244140625,-0.0,6883517.5
351,-49.64530337551032,4.655271614747045,0.30925872280398614,1.0,0.0,-2.030954055953771e-05,29214.36328125,-0.0,8600567.0
352,-50.278942435661556,4.659334430960499,0.3685598126056577,1.0,0.0,-9.386521924170665e-06,6385.4970703125,-0.0,3925053.5
353,-43.6471908206979,4.080447857870667,0.28427122419912265,1.0,0.0,1.938366494869115e-06,403.2677001953125,-0.0,655802.6875
354,-49.27372726385296,4.628041477175026,0.2993312492102687,1.0,0.0,4.335559879109496e-06,1506.211181640625,-0.0,1698961.25
355,-44.32925062849139,4.157689838880001,0.2752352239691367,1.0,0.0,6.024537924531614e-06,2693.9716796875,-0.0,2172133.0
356,-46.338967915582685,4.31080735048278,0.3230894410754876,1.0,0.0,4.146610535826767e-06,1366.857177734375,-0.0,1557180.75
357,-45.4912434945415,4.243643191704194,0.30548115774995444,1.0,0.0,-1.2456784133973997e-05,11071.6923828125,-0.0,4524342.0
358,-47.02097093520933,4.418606358446981,0.28349073507395084,1.0,0.0,-1.4929920325812418e-05,15844.4189453125,-0.0,5412314.0
359,-46.96983116613669,4.350716486885082,0.3462666297285864,1.0,0.0,-1.5311738025047816e-05,16663.41796875,-0.0,5683994.5
360,-48.220420985756114,4.509528475141032,0.3125136234345786,1.0,0.0,-7.452227237081388e-06,4077.385986328125,-0.0,2722862.5
361,-47.96766906584693,4.407707970515081,0.3890589360696111,1.0,0.0,6.534969543281477e-06,3171.97119140625,-0.0,2479104.25
362,-43.86766633045952,4.101220682025248,0.28554595102070385,1.0,0.0,7.801500942150597e-06,4420.8466796875,-0.0,2666870.0
363,-48.335491400802916,4.531751091269762,0.3017980488105284,1.0,0.0,8.663052540214267e-06,5460.7041015625,-0.0,3198699.0
364,-42.873921762336224,4.01590803848505,0.2714841377485721,1.0,0.0,-2.7066337224823656e-06,642.3626708984375,-0.0,873830.25
365,-45.99126305244403,4.268049580780728,0.33107672446367487,1.0,0.0,3.178546421622741e-07,161.92999267578125,-0.0,107659.53125
366,-49.61690751397627,4.622216860829661,0.3394738905679676,1.0,0.0,-7.339308012888068e-06,3979.48681640625,-0.0,2826635.5
367,-47.85477779872859,4.451378776557889,0.3340990033149713,1.0,0.0,-3.864600330416579e-06,1219.474609375,-0.0,1356956.125
368,-47.26260301783936,4.3939257197746935,0.33233458200924304,1.0,0.0,-3.508574081934057e-06,1031.18310546875,-0.0,1311047.875
369,-49.21425052042836,4.602143497015875,0.31928155502695965,1.0,0.0,1.1536099009390455e-05,9536.041015625,-0.0,4357622.0
370,-51.267887748583625,4.808537316893057,0.318251457965304,1.0,0.0,1.649597288633231e-05,19344.31640625,-0.0,6407771.5
371,-42.74681152001841,3.967414301826949,0.3072668501748922,1.0,0.0,9.967392543330789e-06,7114.6669921875,-0.0,3116128.5
372,-43.291250548531984,4.042665778749358,0.2864592761038406,1.0,0.0,3.107436668869923e-06,812.7090454101562,-0.0,1123789.625
373,-44.278493894326,4.125325572133278,0.3025238172993227,1.0,0.0,-7.272275070135947e-06,3869.966796875,-0.0,2800699.0
374,-44.8994110040442,4.1838855319492865,0.3060555684551326,1.0,0.0,-1.011281528917607e-05,7340.15478515625,-0.0,3484104.25
375,-51.00619373029967,4.742703255300329,0.3579161177296378,1.0,0.0,-1.1256842299189884e-05,9104.671875,-0.0,4337323.5
376,-49.97672946383341,4.674553440267046,0.3231195061162935,1.0,0.0,-7.3735768637561705e-06,4015.34716796875,-0.0,2858173.0
377,-44.44821381637619,4.135738826311509,0.30908255532610923,1.0,0.0,1.7998545445152558e-06,369.91387939453125,-0.0,612400.875
378,-43.857471471471015,4.02477906198361,0.360968085163491,1.0,0.0,1.3389913874561898e-05,12754.75390625,-0.0,5013887.0
379,-46.226085797546396,4.349062767304019,0.2735458124506206,1.0,0.0,7.209166597021976e-07,187.32447814941406,-0.0,270124.5
380,-49.398502843344964,4.6218862853649405,0.31796399896955524,1.0,0.0,-8.520425581082236e-06,5285.9375,-0.0,3299444.25
381,-47.167242616702346,4.411674223571388,0.3050500380988471,1.0,0.0,-2.761935320449993e-06,701.2550659179688,-0.0,1042435.0625
382,-48.09345082246912,4.492320140904001,0.3170249413429113,1.0,0.0,3.7729118957940955e-06,1169.7811279296875,-0.0,1356871.75
383,-41.88313309800204,3.902758322529933,0.2855549872702722,1.0,0.0,-7.245228971441975e-06,3813.204345703125,-0.0,2415344.75
384,-41.60974169680289,3.8883216315210385,0.2726525381592514,1.0,0.0,-7.256882099682116e-07,154.7841796875,-0.0,234231.9375
385,-48.708530915313546,4.5578734993186405,0.3129795922127146,1.0,0.0,1.3706347090192139e-05,13394.0283203125,-0.0,5189663.0
386,-41.385639695754975,3.8630345227688174,0.2755294468066793,1.0,0.0,1.7995287635130808e-05,22913.541015625,-0.0,5792837.0
387,-48.80952925237819,4.544228547613921,0.3367243776238958,1.0,0.0,1.5803181668161415e-05,17746.95703125,-0.0,6029880.5
388,-48.97897173856857,4.558211610174578,0.3396855636822792,1.0,0.0,1.0230522093479522e-05,7546.4931640625,-0.0,4063136.0
389,-48.75505041059278,4.513844463768661,0.3616605772906166,1.0,0.0,-6.993818715272937e-06,3621.612548828125,-0.0,2649624.0
390,-43.39314107986409,4.123093437180915,0.21622067080549337,1.0,0.0,-1.4212979294825345e-05,14355.966796875,-0.0,4882590.0
391,-49.07340707062322,4.586424575234664,0.32091613182765877,1.0,0.0,-1.8173785065300763e-05,23411.755859375,-0.0,6954206.0
392,-48.62323243702172,4.572991390139189,0.28933185356298174,1.0,0.0,-4.245825493853772e-06,1445.28369140625,9.536171100966699e-29,1569268.375
393,-48.69909043709612,4.537283464855878,0.3326255788537338,1.0,0.0,3.769350996662979e-06,1177.958251953125,-0.0,1378768.625
394,-44.389459544430714,4.120802341408792,0.318143613034279,1.0,0.0,8.34340971778147e-06,5043.8212890625,-0.0,2701125.75
395,-47.61236917546165,4.4658478781942925,0.2953890393518718,1.0,0.0,6.398816367436666e-06,3058.01611328125,1.2483046979898335e-40,2303551.75
396,-44.50305675740721,4.140061994951842,0.3102436807888781,1.0,0.0,-9.449937351746485e-06,6425.6845703125,-0.0,3041918.75
397,-48.68057831085348,4.546602892343595,0.3214549387417531,1.0,0.0,-6.1482014643843286e-06,2839.03662109375,-0.0,2410384.75
398,-48.309279052541505,4.568391486553236,0.262536418700916,1.0,0.0,4.567539690469857e-06,1644.6422119140625,5.781624768686895e-35,1785094.375
399,-48.70550823944866,4.556192236378327,0.3143585875665404,1.0,0.0,-1.0732374903454911e-05,8276.1337890625,5.184804318001823e-44,3940499.5
400,-47.540578198736966,4.453178369677346,0.30087945019635043,1.0,0.0,8.870119927451015e-06,5707.85400390625,-0.0,3348983.0
401,-45.4892444579152,4.28952398566844,0.2594004601230805,1.0,0.0,4.178312337899115e-06,1378.0255126953125,-0.0,1438673.5
402,-46.15339101890037,4.316366674108744,0.29897242778129274,1.0,0.0,1.6338101431756513e-06,348.14923095703125,-0.0,613552.0
403,-48.56801525878381,4.557066888559483,0.29973463731889766,1.0,0.0,-2.0235795091139153e-05,28988.48046875,-0.0,7717773.5
404,-43.63944412763302,4.098991755417001,0.2649526573463014,1.0,0.0,-2.2501020794152282e-05,35766.83203125,-0.0,7839447.5
405,-42.0257257841985,3.922741411816177,0.2798311666036726,1.0,0.0,-1.9005050489795394e-05,25541.32421875,-0.0,6315319.0
406,-45.398964965955166,4.238960253539931,0.3009362430555864,1.0,0.0,-9.925540325639304e-06,7078.04833984375,-0.0,3380949.5
407,-41.6925901568681,3.864881683965533,0.30437733172127607,1.0,0.0,-1.9338262973178644e-06,388.4107666015625,-0.0,599413.75
408,-46.69358393422361,4.349561404847014,0.3197969885753466,1.0,0.0,1.9435325157246552e-05,26743.537109375,-0.0,6841413.5
409,-49.51404489486595,4.647660287471134,0.3037442020154605,1.0,0.0,2.2838483346276917e-05,36891.3671875,-0.0,8734219.0
410,-52.04699895990909,4.897556845380626,0.3071430506102827,1.0,0.0,2.6264406187692657e-05,48748.33203125,-0.0,9844620.0
411,-46.77146241194391,4.336368297166912,0.3407779440274784,1.0,0.0,2.2527445253217593e-05,35869.5703125,-0.0,7838817.0
412,-51.142593204501516,4.831846960136222,0.2824123603139303,1.0,0.0,1.5820265616639517e-05,17795.96484375,-0.0,6091836.5
413,-48.34148536188417,4.494917997595497,0.33923053859291946,1.0,0.0,2.7219880394113716e-06,681.5901489257812,-0.0,982399.625
414,-51.4543115498182,4.829142747570032,0.3162884074117885,1.0,0.0,-2.3138880351325497e-05,37866.4609375,-0.0,8898467.0
415,-42.51944977215676,3.927927935053938,0.32401704216173866,1.0,0.0,-2.532971484470181e-05,45278.5546875,-0.0,8051958.5
416,-44.805732287061375,4.157682303587019,0.32289092511911777,1.0,0.0,-2.9110746254445985e-05,59775.5234375,-0.0,9531491.0
417,-44.99427351016486,4.163009699589138,0.3364176514273474,1.0,0.0,-3.235186522942968e-05,73794.40625,-0.0,11142905.0
