experiment_type,realization,history_frames_provided,gat_activation_count,cotop_mean_delay_s,womd_mean_delay_s,delay_diff_s,cotop_mean_energy_j,womd_mean_energy_j,energy_diff_j,cotop_action_seq_hash,womd_action_seq_hash,actions_identical
DIAGNOSTIC_CONTROLLED_GAT_ACTIVATION,realization_corridor_2400m_w20_42.json,5,200,2.0693379317442293,2.045019706455199,0.024318225289029747,3.859996956817249,2.0862774776975703,1.7737194791196789,761e276d33708e9e54f9643ae86c9bdc1d6ae4d0a67cf29f25e5140ac2ccd1de,761e276d33708e9e54f9643ae86c9bdc1d6ae4d0a67cf29f25e5140ac2ccd1de,True
