checkpoint_path,algorithm,scenario,workload,seed,file_exists,file_size_bytes,sha256,model_parameter_hash,training_script,episodes,reloadable_strictly,git_commit
results/remediation/training_pipeline_audit/smoke_test/CoTOP/corridor_2400m/w20/seed_42/checkpoint.pt,CoTOP,corridor_2400m,20,42,True,610997,1772abf36e56a147103ea9ac5424e2c44377a59b15fff0c7e76cca2e60a73ba0,66792b5ff52f9e1c6ad017b84cfd6726fdc26815b35d7e90a1180026c4951be9,train_a3c.py (smoke_test),20,True,0169b68
results/remediation/ddqn_checkpoint_audit/checkpoints/ddqn_smoke_checkpoint.pt,DDQN,corridor_2400m,20,42,True,804341,84ccb912a6572f3b3f3331a8bad247fe482eecaf446d957843036e7c27df0c04,0430b3db6d35a7f0addfa0c2c6a4991fb6c83d98af81f990b33a94616093e5f4,scripts/run_ddqn_reload_validation.py (smoke_test),20,True,0169b68
results/phase2_multiseed/CoTOP/corridor_2400m_w20_seed42/checkpoint.pt,CoTOP,corridor_2400m,20,42,True,199221,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,3636d7af6c6dde52824fedab58e500423c851c3d625ee5b1f9b778c0223551bb,train_a3c_multiseed.py,500,True,0169b68
results/phase2_multiseed/CoTOP/corridor_2400m_w30_seed42/checkpoint.pt,CoTOP,corridor_2400m,30,42,True,219701,8d0f02a05ab93f5ad715fa211479543ca400c14d4f4a0b8aa6d6fb4a88349417,1257e13ebfa6eb196173f61cadf13de997334fe5e30ff76c951d3833d53e80a3,train_a3c_multiseed.py,500,True,0169b68
results/phase2_multiseed/CoTOP/corridor_2400m_w40_seed42/checkpoint.pt,CoTOP,corridor_2400m,40,42,True,240181,148e8f37e45298e87b30d1c2db2f741179503c3b9638740b81195ddb4971d60e,aefeb113fb16d0d8fc61b41c91194ef426740ebf4bd6167f9fa3fe9c50ceed94,train_a3c_multiseed.py,500,True,0169b68
results/phase2_multiseed/DDQN/corridor_2400m_w20_seed42/checkpoint.pt,DDQN,corridor_2400m,20,42,True,198135,b04e1bba428f54bf426cdf4b53547bec3e56cae50ad9d03a610da368ce7ea131,ed7f956f937c4d7d3cee032626ad6e4114ce9dc3644765505969400e9c07278b,train_ddqn_multiseed.py,500,True,0169b68
results/phase2_multiseed/DDQN/corridor_2400m_w30_seed42/checkpoint.pt,DDQN,corridor_2400m,30,42,True,218615,81e4754965ddc355df96e0be68e1bef03c5e9b4342b5be6a4267115f337f1ee9,844ce90c3af7980e3fa495b7b89dab5e3d57f82a763958770223859f5820d306,train_ddqn_multiseed.py,500,True,0169b68
results/phase2_multiseed/DDQN/corridor_2400m_w40_seed42/checkpoint.pt,DDQN,corridor_2400m,40,42,True,239095,24423dca10c4968ddd197a480588a8f7ccb4922b1d4f980413c11f0c71ce4009,12a628b33f0dee6acf5d876adb3351af2ce4684165f4fb9a5750553cc1a6566a,train_ddqn_multiseed.py,500,True,0169b68
results/checkpoints/mobility_model.pth,MobilityGAT_GRU,N/A,0,42,True,310565,7098b99c61121560bf71adafb73244ee85dcb800a149712e9a4224c95a4b49dc,b6cf5dc2f7cf1d4e884722ea6e5d19da69fa226c038b8ef160e011f34631abb5,train_mobility.py,UNKNOWN,True,0169b68
