algorithm,n,mean_delay_s,std_delay_s,median_delay_s,p95_delay_s,ci95_delay_low,ci95_delay_high,mean_energy_j,std_energy_j,median_energy_j,p95_energy_j,ci95_energy_low,ci95_energy_high,completion_ratio_pct,collaboration_rate_pct
Local,60,1.3335119095567185,0.6673649994438462,1.2760818092334678,2.0759902847212213,1.1611132494007579,1.5059105697126791,0.2891864600022211,0.010583384684790885,0.28845371101948114,0.3093378976055711,0.28645248183271327,0.2919204381717289,99.30972222222223,0.0
Greedy,60,1.3110557277232118,0.688178787089664,1.2521441230815948,2.0604878481736613,1.1332802960765378,1.4888311593698857,5.12092207162738,1.999815784750849,4.970697767220691,7.335265566146962,4.604314874460761,5.637529268793998,99.22916666666667,87.21944444444443
DDQN,60,1.3319298134407411,0.6766084220376181,1.270359752541421,2.0796703042257434,1.1571433240283022,1.50671630285318,1.6297993426016777,0.932021793865256,0.9587807578769454,2.916510458434323,1.3890325828338919,1.8705661023694635,99.20555555555556,40.038888888888884
CoTOP,60,1.356622658487687,0.6946574064197887,1.2947453283000576,2.1179445468070686,1.1771736220024243,1.5360716949729498,2.6746548954743044,1.8177238720866773,2.4291320517298227,5.181588295021386,2.2050870273026146,3.144222763645994,99.08194444444443,99.91666666666667
wo_co,60,1.3335119095567185,0.6673649994438462,1.2760818092334678,2.0759902847212213,1.1611132494007579,1.5059105697126791,0.2891864600022211,0.010583384684790885,0.28845371101948114,0.3093378976055711,0.28645248183271327,0.2919204381717289,99.30972222222223,0.0
wo_md,60,1.334790460144023,0.6786628196704044,1.2736198045819356,2.0823756092303953,1.1594732635479363,1.5101076567401097,1.5402179189603655,0.8693157307966937,1.4205612330949187,2.751529599901559,1.3156498529593854,1.7647859849613456,99.21805555555555,99.91666666666667
wo_tp,60,1.3383851761462429,0.6904411264954431,1.2773042311758314,2.0968246519757368,1.1600253202599107,1.516745032032575,3.67322383484091,2.287567739186388,3.228915337504882,6.641032384609105,3.082282425596512,4.264165244085308,99.11944444444445,100.0
