episode,seed,geometry,reward,moving_avg_reward,actor_loss,critic_loss,entropy,total_loss,steps,cum_opt_steps,ep_wall_time_sec
1,1,corridor_2400m,-2145.318703251456,-2145.318703251456,1.467618703842163,154643.6875,-0.0,77323.3125,600,1,3.6376
2,1,corridor_2400m,-2114.6209753971198,-2129.969839324288,0.16227535903453827,88836.3359375,-0.0,44418.33203125,600,2,3.0683
3,1,corridor_2400m,-2713.612089744311,-2324.5172561309623,-0.001372652011923492,100561.1796875,-0.0,50280.58984375,600,3,2.9858
4,1,corridor_2400m,-2417.0623409217574,-2347.653527328661,0.22792230546474457,109596.21875,-0.0,54798.3359375,600,4,2.9919
5,1,corridor_2400m,-2197.0781249821543,-2317.5384468593593,0.6007208824157715,84495.703125,1.8306493073016194e-39,42248.453125,600,5,2.9899
6,1,corridor_2400m,-2215.8665967765905,-2300.5931385122312,-0.004490061663091183,87232.09375,5.713342145458731e-23,43616.04296875,600,6,3.0802
7,1,corridor_2400m,-2514.9503434983462,-2331.2155963673904,0.03585386648774147,84855.7109375,-0.0,42427.890625,600,7,2.9903
8,1,corridor_2400m,-2256.8662074468275,-2321.9219227523204,-0.1016097366809845,67278.3046875,-0.0,33639.05078125,600,8,3.0018
9,1,corridor_2400m,-2992.137771990032,-2396.3903504453992,-0.35148680210113525,97296.3828125,-0.0,48647.83984375,600,9,3.0541
10,1,corridor_2400m,-2418.1433282232065,-2398.56564822318,-0.9595685601234436,60485.0859375,-0.0,30241.583984375,600,10,3.0241
11,1,corridor_2400m,-2606.4554143749447,-2417.4647178733403,-0.016591012477874756,61857.578125,-0.0,30928.7734375,600,11,3.1523
12,1,corridor_2400m,-2144.0753239383384,-2394.682268378757,0.4620729982852936,50448.53515625,-0.0,25224.73046875,600,12,3.0157
13,1,corridor_2400m,-2145.5036708478297,-2375.514683953301,-0.060197945684194565,50501.73828125,-0.0,25250.80859375,600,13,3.0199
14,1,corridor_2400m,-2796.107156270319,-2405.5570034045163,0.7889536619186401,99841.890625,-0.0,49921.734375,600,14,3.0477
15,1,corridor_2400m,-2920.0137011444385,-2439.854116587178,-0.03245174139738083,105720.046875,-0.0,52859.9921875,600,15,3.0544
16,1,corridor_2400m,-2265.1374131016896,-2428.934322619335,0.02848958410322666,42273.265625,-0.0,21136.662109375,600,16,3.05
17,1,corridor_2400m,-2435.327551029737,-2429.3103948787707,-0.44551101326942444,53531.9140625,-0.0,26765.51171875,600,17,3.0716
18,1,corridor_2400m,-2331.5001602839016,-2423.8764929568333,0.6665928959846497,58401.6328125,-0.0,29201.482421875,600,18,2.9943
19,1,corridor_2400m,-2433.8426181377586,-2424.401025861093,0.3128933608531952,41829.4140625,-0.0,20915.01953125,600,19,2.9924
20,1,corridor_2400m,-2321.8558882796547,-2419.273768982021,0.02880440093576908,37398.05859375,-0.0,18699.05859375,600,20,3.0347
21,1,corridor_2400m,-2625.653543724067,-2429.101377303071,-0.16005729138851166,51226.21875,-0.0,25612.94921875,600,21,3.1595
22,1,corridor_2400m,-2389.561390646935,-2427.3041051823375,0.011490694247186184,47811.078125,-0.0,23905.55078125,600,22,3.1455
23,1,corridor_2400m,-2885.7492386537606,-2447.2365022897907,-0.18739581108093262,85081.2890625,-0.0,42540.45703125,600,23,3.1611
24,1,corridor_2400m,-2688.80628690162,-2457.30190998195,-0.048786599189043045,47583.0234375,1.9184347065557e-18,23791.462890625,600,24,3.245
25,1,corridor_2400m,-2782.8929406438197,-2470.3255512084247,0.08633206784725189,39131.10546875,-0.0,19565.638671875,600,25,3.8985
26,1,corridor_2400m,-2540.396842381679,-2473.0206008689343,-0.07070693373680115,40650.0859375,-0.0,20324.97265625,600,26,3.6697
27,1,corridor_2400m,-2624.6758369423787,-2478.6374614642473,0.06669175624847412,60227.37890625,-0.0,30113.755859375,600,27,5.0458
28,1,corridor_2400m,-2890.9399528403906,-2493.3625504419665,0.002419905737042427,52323.52734375,-0.0,26161.765625,600,28,4.9212
29,1,corridor_2400m,-2834.0620658168054,-2505.110809592823,0.017966115847229958,60136.83203125,-0.0,30068.43359375,600,29,4.1282
30,1,corridor_2400m,-2983.816708992385,-2521.067672906142,0.16361983120441437,65702.734375,-0.0,32851.53125,600,30,3.3954
31,1,corridor_2400m,-3200.8644013590247,-2556.252529509727,-0.9027954936027527,58265.1328125,-0.0,29131.6640625,600,31,3.3312
32,1,corridor_2400m,-2414.448065115536,-2566.246765833674,1.1012524366378784,33786.64453125,1.9416028784746686e-09,16894.423828125,600,32,4.0508
33,1,corridor_2400m,-2316.146724028481,-2552.9979203098133,-0.056993450969457626,42086.25,-0.0,21043.068359375,600,33,4.3378
34,1,corridor_2400m,-1813.4335420532109,-2532.876960347529,0.3999670147895813,29310.57421875,-0.0,14655.6875,600,34,4.0163
35,1,corridor_2400m,-2894.3382549631156,-2556.118964680228,-0.11746898293495178,59222.33203125,-0.0,29611.048828125,600,35,3.3129
36,1,corridor_2400m,-1968.5775631308893,-2547.8759968920376,-0.3993547856807709,22923.404296875,-0.0,11461.302734375,600,36,3.3599
37,1,corridor_2400m,-2530.4813564311703,-2548.393697323132,-0.024939099326729774,34479.6953125,-0.0,17239.822265625,600,37,3.321
38,1,corridor_2400m,-3178.1467482287,-2579.103048682528,-0.0012771215988323092,72619.6015625,-0.0,36309.80078125,600,38,3.2151
39,1,corridor_2400m,-2532.029640686402,-2563.7661109724068,0.084587462246418,54041.50390625,-0.0,27020.8359375,600,39,3.2489
40,1,corridor_2400m,-2694.5806553789303,-2572.980688544264,0.34591352939605713,48343.2578125,-0.0,24171.974609375,600,40,3.2057
41,1,corridor_2400m,-2970.530847668444,-2585.1165363207133,0.03381728753447533,60340.1015625,-0.0,30170.083984375,600,41,3.4899
42,1,corridor_2400m,-2613.364193165264,-2600.7594986282784,-0.34041154384613037,36646.734375,-0.0,18323.02734375,600,42,3.2764
43,1,corridor_2400m,-2715.1015139749666,-2619.7460933991824,-0.00768446596339345,33992.7578125,-0.0,16996.37109375,600,43,3.1902
44,1,corridor_2400m,-2681.1975174000563,-2615.915772103507,-0.004849055781960487,36698.65234375,-0.0,18349.322265625,600,44,3.1883
45,1,corridor_2400m,-2074.1788010372925,-2587.721275433269,0.00424647843465209,32448.6796875,-0.0,16224.34375,600,45,3.1913
46,1,corridor_2400m,-2424.7427501123234,-2593.041453333623,0.36154741048812866,49238.58984375,-0.0,24619.65625,600,46,3.1581
47,1,corridor_2400m,-2923.9256918465753,-2609.3280580275177,-0.032962504774332047,73768.7734375,-0.0,36884.35546875,600,47,3.1223
48,1,corridor_2400m,-2564.7703069149134,-2617.1037295818846,-0.04917595162987709,41930.08984375,-0.0,20964.99609375,600,48,3.1555
49,1,corridor_2400m,-3159.573402635796,-2641.2947557318194,-0.014826079830527306,49884.2578125,-0.0,24942.11328125,600,49,3.2652
50,1,corridor_2400m,-2016.1278941153098,-2631.103822593008,0.4295046031475067,55356.8203125,-0.0,27678.83984375,600,50,3.1691
51,1,corridor_2400m,-2248.1495926982166,-2618.5203575588125,0.09388457983732224,55704.4140625,-0.0,27852.30078125,600,51,3.2876
52,1,corridor_2400m,-2919.1563848720325,-2636.173524032983,0.00827722903341055,68770.9765625,-0.0,34385.49609375,600,52,3.5183
53,1,corridor_2400m,-2358.058933568703,-2618.583847196814,-0.03285904973745346,29308.19921875,-0.0,14654.06640625,600,53,3.2572
54,1,corridor_2400m,-2250.3746139236578,-2603.969458097549,0.4821415841579437,25843.244140625,-0.0,12922.1044921875,600,54,3.2173
55,1,corridor_2400m,-2693.6902172131204,-2600.996033983192,-0.3783198595046997,54203.34765625,-0.0,27101.294921875,600,55,3.1245
56,1,corridor_2400m,-2281.356693130302,-2592.36136234148,-0.00010079428466269746,28442.34375,-0.0,14221.171875,600,56,3.4601
57,1,corridor_2400m,-2657.262926144186,-2593.447598648207,-0.043013107031583786,39848.69140625,-0.0,19924.302734375,600,57,3.1831
58,1,corridor_2400m,-3709.358058889507,-2620.728202183178,-0.5370748043060303,108486.578125,-0.0,54242.75390625,600,58,3.1383
59,1,corridor_2400m,-2202.55555248241,-2599.677985072032,0.01675284467637539,64242.3515625,-0.0,32121.193359375,600,59,3.1167
60,1,corridor_2400m,-2429.5957055130066,-2581.2039516227187,0.3771461844444275,65754.828125,2.5223372357846707e-44,32877.79296875,600,60,3.326
61,1,corridor_2400m,-2239.4089855742177,-2549.155437763225,-0.15847860276699066,64526.01171875,-0.0,32262.84765625,600,61,3.1908
62,1,corridor_2400m,-2001.97312880164,-2535.4062732194284,-0.022802475839853287,38513.75390625,9.702400660671628e-08,19256.853515625,600,62,3.1664
63,1,corridor_2400m,-2781.571888974417,-2550.9204453842926,-0.007373089902102947,58254.234375,1.3810294574589932e-10,29127.109375,600,63,3.106
64,1,corridor_2400m,-2591.511522400072,-2576.8563780625213,-0.1676224321126938,86380.0,-0.0,43189.83203125,600,64,3.3461
65,1,corridor_2400m,-2352.3653931589865,-2558.790616002383,0.003223705803975463,50198.3203125,-0.0,25099.1640625,600,65,3.1358
66,1,corridor_2400m,-2379.3255619655397,-2572.4822159635382,-0.00018365363939665258,41620.5234375,-0.0,20810.26171875,600,66,3.1385
67,1,corridor_2400m,-2328.772220444313,-2565.75857809731,-0.010377021506428719,29240.66015625,5.675258780515509e-43,14620.3193359375,600,67,3.1428
68,1,corridor_2400m,-1910.228146890958,-2523.4946247193857,0.17279976606369019,37698.44140625,-0.0,18849.392578125,600,68,3.1078
69,1,corridor_2400m,-2489.196312073556,-2522.066847098957,0.0004621214175131172,37543.44140625,-0.0,18771.720703125,600,69,3.1407
70,1,corridor_2400m,-2065.6124416320276,-2501.1012399740603,0.14556695520877838,38327.2265625,-0.0,19163.759765625,600,70,3.1211
71,1,corridor_2400m,-1871.6011273832542,-2464.4702492978877,0.0412684865295887,35997.71484375,-0.0,17998.8984375,600,71,3.1112
72,1,corridor_2400m,-2128.872764193971,-2448.320534998844,-0.006111355498433113,29528.466796875,-0.0,14764.2275390625,600,72,3.1359
73,1,corridor_2400m,-2697.7597479349733,-2447.742476130845,-0.003922062925994396,80165.9375,1.510039225156423e-41,40082.96484375,600,73,3.1277
74,1,corridor_2400m,-2933.1497190559685,-2456.1408828527087,-0.011146352626383305,92813.6171875,-0.0,46406.796875,600,74,3.0734
75,1,corridor_2400m,-2151.213284829896,-2458.7086989791287,-0.8892778754234314,33310.875,-0.0,16654.548828125,600,75,3.1216
76,1,corridor_2400m,-2613.6613564663253,-2465.0059858575955,-0.8281892538070679,38817.171875,1.1754866828181387e-12,19407.7578125,600,76,3.0995
77,1,corridor_2400m,-2553.0586842921225,-2452.6437522724464,0.0013871095143258572,43976.03125,-0.0,21988.017578125,600,77,3.2321
78,1,corridor_2400m,-2650.2968686224986,-2455.494637662699,0.030760031193494797,49880.69140625,-0.0,24940.376953125,600,78,3.8395
79,1,corridor_2400m,-2537.8738779847226,-2434.77132017433,0.01062124501913786,45075.7265625,-0.0,22537.873046875,600,79,3.7914
80,1,corridor_2400m,-2502.70060890739,-2450.9904106673994,0.010313194245100021,45728.53125,-0.0,22864.275390625,600,80,3.2594
81,1,corridor_2400m,-2335.815642706767,-2453.9126123343517,0.17335332930088043,29797.099609375,5.280536388232798e-29,14898.7236328125,600,81,3.1974
82,1,corridor_2400m,-2207.3434597193377,-2430.1855148292616,-0.006824353709816933,21543.9296875,-0.0,10771.9580078125,600,82,3.2381
83,1,corridor_2400m,-2085.008808826431,-2421.0838440045195,-0.07697775959968567,28559.88671875,-0.0,14279.8662109375,600,83,3.101
84,1,corridor_2400m,-3104.7318853012907,-2449.5624197171064,-0.7608090043067932,93283.5859375,-0.0,46641.03125,600,84,3.0896
85,1,corridor_2400m,-2885.298397249737,-2455.9493590516604,0.09912402927875519,71143.2421875,-0.0,35571.71875,600,85,3.1118
86,1,corridor_2400m,-2186.332965553024,-2452.781901465751,-0.25578343868255615,24386.884765625,-0.0,12193.1865234375,600,86,3.1118
87,1,corridor_2400m,-2481.2041580315354,-2446.913275861996,0.015351819805800915,36210.69140625,-0.0,18105.361328125,600,87,3.1128
88,1,corridor_2400m,-2351.421973879782,-2401.6487396950056,0.0003393774095457047,44764.23828125,0.0008524073055014014,22382.119140625,600,88,3.1401
89,1,corridor_2400m,-2583.7759612600285,-2414.3560866542603,2.1380261387093924e-05,39556.21875,-0.0,19778.109375,600,89,3.1336
90,1,corridor_2400m,-2938.147677789472,-2431.307819063475,0.0004168890882283449,46407.12109375,-0.0,23203.560546875,600,90,3.1063
91,1,corridor_2400m,-2710.2769358738014,-2447.0034174067946,0.012364697642624378,62961.93359375,-0.0,31480.978515625,600,91,3.0988
92,1,corridor_2400m,-1831.9337568148208,-2441.335438340567,0.27262938022613525,24806.267578125,-0.0,12403.40625,600,92,3.1168
93,1,corridor_2400m,-3440.5453946898897,-2463.301221864416,-0.24603983759880066,113316.8671875,-0.0,56658.1875,600,93,3.1134
94,1,corridor_2400m,-3225.932222818823,-2484.448578545041,-0.03546150028705597,103644.15625,-0.0,51822.04296875,600,94,3.1301
95,1,corridor_2400m,-2661.290390465552,-2494.7460784552604,0.037761423736810684,38138.96875,-0.0,19069.521484375,600,95,3.0899
96,1,corridor_2400m,-1758.8159533486562,-2474.062424834697,3.168102921335958e-05,55236.5703125,-0.0,27618.28515625,600,96,3.1044
97,1,corridor_2400m,-2253.0943543817034,-2471.5398292992772,0.02338738553225994,42485.34765625,-0.0,21242.697265625,600,97,3.1084
98,1,corridor_2400m,-1984.0322927008297,-2473.9999674929395,0.001030950341373682,23066.302734375,-0.0,11533.15234375,600,98,3.1474
99,1,corridor_2400m,-2396.967229709974,-2470.9256647474863,-0.0008545879391022027,29637.259765625,-0.0,14818.62890625,600,99,3.1404
100,1,corridor_2400m,-2589.329801675187,-2488.382910082258,0.24365630745887756,38342.46484375,-0.0,19171.4765625,600,100,3.1196
101,1,corridor_2400m,-2154.865500540658,-2497.825055854172,0.00023061726824380457,33661.8515625,1.4483540667568444e-40,16830.92578125,600,101,3.245
102,1,corridor_2400m,-2917.8578187672088,-2524.1245576732804,-0.08208060264587402,115574.4921875,-0.0,57787.1640625,600,102,3.1398
103,1,corridor_2400m,-2017.149768952588,-2501.4375583738674,0.003781162202358246,17487.953125,-0.0,8743.98046875,600,103,3.1057
104,1,corridor_2400m,-2344.246780850078,-2481.807460433671,0.0585283488035202,24743.767578125,-0.0,12371.9423828125,600,104,3.1256
105,1,corridor_2400m,-2923.405539455748,-2507.547202254533,-0.011587714776396751,47365.50390625,-0.0,23682.740234375,600,105,3.1294
106,1,corridor_2400m,-2147.2586987684326,-2492.0004469979367,1.3718864917755127,47555.76171875,-0.0,23779.251953125,600,106,3.51
107,1,corridor_2400m,-2185.9486538930755,-2479.7634459846354,0.00838689785450697,31076.1796875,-0.0,15538.0986328125,600,107,3.1403
108,1,corridor_2400m,-2371.4653162879245,-2470.4690609068157,-0.006800846196711063,40764.81640625,-0.0,20382.40234375,600,108,3.1108
109,1,corridor_2400m,-2726.7918530202583,-2476.766326741334,-0.0029031680896878242,59643.60546875,-0.0,29821.80078125,600,109,3.1598
110,1,corridor_2400m,-2477.447461763353,-2475.9245551698655,-0.023939810693264008,32167.41015625,-0.0,16083.6806640625,600,110,3.1784
111,1,corridor_2400m,-2325.8882118977217,-2475.593640809564,0.001623020158149302,28816.552734375,-0.0,14408.2783203125,600,111,3.2192
112,1,corridor_2400m,-1927.677768391114,-2466.2714510986234,0.05550049990415573,17070.482421875,-0.0,8535.296875,600,112,3.2481
113,1,corridor_2400m,-1945.9441738101355,-2461.635963264747,-0.0010291754733771086,21148.197265625,-0.0,10574.09765625,600,113,3.1421
114,1,corridor_2400m,-2449.3689211591845,-2439.7905311266763,-0.03311556577682495,38918.2421875,-0.0,19459.087890625,600,114,3.1
115,1,corridor_2400m,-2151.815330538448,-2415.341095569633,0.3685868978500366,21352.123046875,-0.0,10676.4296875,600,115,3.1254
116,1,corridor_2400m,-2103.0710591080397,-2412.565698688134,-0.01538887806236744,21262.154296875,-0.0,10631.0615234375,600,116,3.0973
117,1,corridor_2400m,-2485.1793009466132,-2412.69820345197,-0.08044293522834778,36341.98046875,2.745053628849803e-10,18170.91015625,600,117,3.0865
118,1,corridor_2400m,-2980.182217328024,-2433.6568782335785,0.0014480301178991795,48384.5625,-0.0,24192.283203125,600,118,3.2733
119,1,corridor_2400m,-2097.6665125256113,-2417.453229942431,0.0015490571968257427,20033.798828125,2.5223372357846707e-44,10016.9013671875,600,119,3.0831
120,1,corridor_2400m,-3025.179954681209,-2420.3543058388223,-0.004538171458989382,53446.125,-0.0,26723.05859375,600,120,3.0894
121,1,corridor_2400m,-2195.4005904965434,-2403.1917609929137,0.003695734776556492,32375.8671875,-0.0,16187.9375,600,121,3.2545
122,1,corridor_2400m,-2077.2807679913494,-2411.3699946987977,1.049615740776062,27957.755859375,-0.0,13979.927734375,600,122,3.3403
123,1,corridor_2400m,-2574.305031186016,-2382.4953159153356,-0.2628525197505951,34749.1171875,-0.0,17374.294921875,600,123,3.1924
124,1,corridor_2400m,-2520.8972859547753,-2358.994151353201,-0.21880081295967102,39968.8203125,-0.0,19984.19140625,600,124,3.1413
125,1,corridor_2400m,-2559.1810838829438,-2355.5905078004466,0.02060515433549881,38552.61328125,-0.0,19276.328125,600,125,3.1255
126,1,corridor_2400m,-2824.190774301806,-2391.1030018322185,-0.09380903840065002,62660.4921875,-0.0,31330.15234375,600,126,3.0932
127,1,corridor_2400m,-2299.1970726846325,-2392.639759108983,-0.06437843292951584,38383.89453125,-0.0,19191.8828125,600,127,3.1188
128,1,corridor_2400m,-2499.8690582098247,-2409.834317959282,-0.0010531202424317598,33355.3828125,-0.0,16677.689453125,600,128,3.0812
129,1,corridor_2400m,-3138.0564243467084,-2434.53729111384,-0.00026188159245066345,61942.6328125,-0.0,30971.31640625,600,129,3.0722
130,1,corridor_2400m,-2492.0117471644467,-2431.2933559634826,0.9672154784202576,37892.28515625,-0.0,18947.109375,600,130,3.0847
131,1,corridor_2400m,-2611.2193588483187,-2446.5051512404048,0.17397929728031158,41446.421875,1.0533196218728925e-39,20723.384765625,600,131,3.0985
132,1,corridor_2400m,-2160.3628210173492,-2421.2553179820757,0.33853408694267273,31703.240234375,-0.0,15851.958984375,600,132,3.4051
133,1,corridor_2400m,-2685.2732508153385,-2443.5261007108343,-0.447709858417511,41019.6640625,-0.0,20509.384765625,600,133,3.1761
134,1,corridor_2400m,-2743.7813929063873,-2456.843921112711,-0.00020336740999482572,40074.10546875,-0.0,20037.052734375,600,134,3.3138
135,1,corridor_2400m,-2483.4305393023483,-2442.178087774265,-0.049685705453157425,30460.11328125,-0.0,15230.0068359375,600,135,5.4611
136,1,corridor_2400m,-2140.185370399767,-2441.9423101619755,-0.20533637702465057,21597.888671875,-0.0,10798.7392578125,600,136,4.1331
137,1,corridor_2400m,-1973.273945188244,-2434.853153205148,-0.061698976904153824,19947.4921875,4.815951240230709e-13,9973.6845703125,600,137,4.0955
138,1,corridor_2400m,-2427.5118532456318,-2436.721371103738,-0.01837213896214962,41405.83203125,-0.0,20702.8984375,600,138,4.3347
