cell_id,algorithm,geometry,workload,seed,training_episodes,wall_clock_time_s,convergence_status,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,realization_hash,git_sha,invariants_passed
grid_200m_Local_w30_seed0,Local,grid_200m,30,0,0,0.0,NOT_APPLICABLE_HEURISTIC,300,300,0,1.0,0.2754,0.0948,0.1392,0.0643,0.2727,0.0027,0.0,19430c329c65946bf02a543a57403f3554a924148b80e42d126aca9c1735c890,4b25c60a9bc9e2a5367a8ded450e0da15ee8ba0f,True
