algorithm,scenario,workload,seed,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,std_delay_s,p5_delay_s,p95_delay_s,max_delay_s,mean_energy_j,median_energy_j,std_energy_j,p5_energy_j,p95_energy_j,max_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_count,collab_count,collaboration_ratio,coverage_failures,deadline_failures,action_sequence_sha256,run_id,checkpoint_path,checkpoint_sha256,realization_path,realization_sha256,git_commit
wo_co,grid_200m,30,47,300,300,0,1.0,0.6686606594439441,0.6915526001071972,0.22179181046956947,0.29579917162070746,0.983916954084204,1.2697592863530822,0.28672692551961004,0.29228920128357017,0.13342264091448439,0.07633537038596049,0.48990040561514575,0.5053813951379788,0.5808870770968677,0.005618361094972828,0.0821552212521035,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_grid_200m_w30_seed47,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed47.json,11e5656bd17a343fbd09308565e61a9929205d8f58996ad4337956e51f8438dc,4e25265
CoTOP,grid_200m,30,48,300,300,0,1.0,0.6760835424447345,0.689652708357538,0.24171851208582185,0.2624140967573714,1.036094607198036,1.2053045626653274,3.316530485075019,3.1902921660739327,1.714681217684402,0.16372011866858105,6.044860166836133,6.478062596697997,0.6120865155003498,0.0047878697803845445,0.059209157164000034,37,263,0.8766666666666667,0,0,b440534db203d99ea18fed173c74e0d563ba5049d80e8bd2120b057956b530bc,phase7_CoTOP_grid_200m_w30_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
DDQN,grid_200m,30,48,300,300,0,1.0,0.6393839139845197,0.6449852690333504,0.23593976369551786,0.26641279795967626,1.0041627829474693,1.187582065380143,2.0659312180316025,2.009032128902475,1.7897912228119586,0.09984632118700107,5.215342052842502,6.478062596697997,0.5995805228299158,0.00510578035433971,0.03469761080026423,43,257,0.8566666666666667,0,0,baa72beb0716eed5395117ccdcd5c03ede1f526d4a40c6c75291fe83d8d27282,phase7_DDQN_grid_200m_w30_seed48,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w30_seed42\checkpoint.pt,086e3b176d4efcba6e754e78cdb38cd28dde8738a9157f387c109bb25d279a38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
Local,grid_200m,30,48,300,300,0,1.0,0.6741251157569602,0.6986172430140904,0.22420471797868852,0.3015159044155459,0.9887780040088596,1.2100365745405008,0.29599815902413174,0.303352575422249,0.13066585576413253,0.08933974150950547,0.48553603025389264,0.5086164447241909,0.581881192239841,0.005803586942034667,0.08644033657508458,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_grid_200m_w30_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
Greedy,grid_200m,30,48,300,300,0,1.0,0.6245502658093681,0.622554255970772,0.2437076202857922,0.2229928328845598,1.00275019622239,1.1809863543846464,3.1264521251760047,3.0432367456119778,1.6437060412001265,0.24133969595448754,5.832427933970282,6.484145807869312,0.6101857319013597,0.004673967462967649,0.00969056644504072,35,265,0.8833333333333333,0,0,a8e8a8270ce531971d4e187f3cc6b28273ed454fd83f0877e4ec8233948ebbe9,phase7_Greedy_grid_200m_w30_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
wo_md,grid_200m,30,48,300,300,0,1.0,0.6760835424447345,0.689652708357538,0.24171851208582185,0.2624140967573714,1.036094607198036,1.2053045626653274,3.316530485075019,3.1902921660739327,1.714681217684402,0.16372011866858105,6.044860166836133,6.478062596697997,0.6120865155003498,0.0047878697803845445,0.059209157164000034,37,263,0.8766666666666667,0,0,b440534db203d99ea18fed173c74e0d563ba5049d80e8bd2120b057956b530bc,phase7_wo_md_grid_200m_w30_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
wo_tp,grid_200m,30,48,300,300,0,1.0,0.6760835424447345,0.689652708357538,0.24171851208582185,0.2624140967573714,1.036094607198036,1.2053045626653274,3.316530485075019,3.1902921660739327,1.714681217684402,0.16372011866858105,6.044860166836133,6.478062596697997,0.6120865155003498,0.0047878697803845445,0.059209157164000034,37,263,0.8766666666666667,0,0,b440534db203d99ea18fed173c74e0d563ba5049d80e8bd2120b057956b530bc,phase7_wo_tp_grid_200m_w30_seed48,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
wo_co,grid_200m,30,48,300,300,0,1.0,0.6741251157569602,0.6986172430140904,0.22420471797868852,0.3015159044155459,0.9887780040088596,1.2100365745405008,0.29599815902413174,0.303352575422249,0.13066585576413253,0.08933974150950547,0.48553603025389264,0.5086164447241909,0.581881192239841,0.005803586942034667,0.08644033657508458,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_grid_200m_w30_seed48,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed48.json,a8a82d735a5c827791e06308f5a2c5bc69cd0ca7372c20a8cb924f9a83d13f51,4e25265
CoTOP,grid_200m,30,49,300,300,0,1.0,0.6638194692450787,0.6719195866911192,0.244791052192088,0.2573092698876899,1.0376291540872966,1.2630103772951036,3.266506862455386,3.145456469964198,1.657792854561923,0.24672693625788872,5.889784758620102,6.471547171997865,0.607309806727164,0.004506125935024008,0.05200353658289083,35,265,0.8833333333333333,0,0,25c0f5f520d1d010714341ee8a4c5eca0e60765fa40e85d044bfa1e302c81e8d,phase7_CoTOP_grid_200m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
DDQN,grid_200m,30,49,300,300,0,1.0,0.6267473807986372,0.6240808296090924,0.24571492709583098,0.24166387925662752,1.0070119735337506,1.2542324372985958,2.1654652495114344,2.2065627850064757,1.7826350933026072,0.1178219412912568,5.35943164527423,6.295688250550129,0.5962993905977244,0.004773311209956434,0.02567467899095637,35,265,0.8833333333333333,0,0,447e93134dd5689d61ba7dba387af36dbc497ba4daec4b3292fe33e6f89f55bb,phase7_DDQN_grid_200m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w30_seed42\checkpoint.pt,086e3b176d4efcba6e754e78cdb38cd28dde8738a9157f387c109bb25d279a38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
Local,grid_200m,30,49,300,300,0,1.0,0.6616729119115484,0.6784882582771552,0.23074143047486695,0.2811669400894143,1.0276853974806728,1.245263867545328,0.27945575618242136,0.2755093818515636,0.13063654470008765,0.08789208583189158,0.4871065958782757,0.5057562129844309,0.5774392956644344,0.0054736272645155406,0.0787599889825987,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_grid_200m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
Greedy,grid_200m,30,49,300,300,0,1.0,0.6183240522295764,0.6207788264081839,0.251205366307636,0.21099140662036478,0.9970351790261146,1.2542324372985958,3.048432268708541,2.905816397591627,1.6241051020794108,0.20954584715589467,5.756265670891383,6.719160249941403,0.6051290607896955,0.0043838119039215275,0.008811179535959396,36,264,0.88,0,0,24e4fd35c40b232ba4fb6266059cf173af9e6575f6d26249b9440ac4a528db80,phase7_Greedy_grid_200m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
wo_md,grid_200m,30,49,300,300,0,1.0,0.6638194692450787,0.6719195866911192,0.244791052192088,0.2573092698876899,1.0376291540872966,1.2630103772951036,3.266506862455386,3.145456469964198,1.657792854561923,0.24672693625788872,5.889784758620102,6.471547171997865,0.607309806727164,0.004506125935024008,0.05200353658289083,35,265,0.8833333333333333,0,0,25c0f5f520d1d010714341ee8a4c5eca0e60765fa40e85d044bfa1e302c81e8d,phase7_wo_md_grid_200m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
wo_tp,grid_200m,30,49,300,300,0,1.0,0.6638194692450787,0.6719195866911192,0.244791052192088,0.2573092698876899,1.0376291540872966,1.2630103772951036,3.266506862455386,3.145456469964198,1.657792854561923,0.24672693625788872,5.889784758620102,6.471547171997865,0.607309806727164,0.004506125935024008,0.05200353658289083,35,265,0.8833333333333333,0,0,25c0f5f520d1d010714341ee8a4c5eca0e60765fa40e85d044bfa1e302c81e8d,phase7_wo_tp_grid_200m_w30_seed49,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
wo_co,grid_200m,30,49,300,300,0,1.0,0.6616729119115484,0.6784882582771552,0.23074143047486695,0.2811669400894143,1.0276853974806728,1.245263867545328,0.27945575618242136,0.2755093818515636,0.13063654470008765,0.08789208583189158,0.4871065958782757,0.5057562129844309,0.5774392956644344,0.0054736272645155406,0.0787599889825987,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_grid_200m_w30_seed49,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed49.json,3b33f1b5e356f107d1d06438ba17e1072bbc7322b8295d882f9e14a50125d143,4e25265
CoTOP,grid_200m,30,50,300,300,0,1.0,0.6898276040541297,0.7246058442912431,0.24695270436728745,0.2899889720158015,1.0568321944823158,1.2906776975735765,3.4148392259814635,3.2904777762286015,1.7090376740978739,0.28073706456367226,6.086206901785949,6.434058268207839,0.6330768917862313,0.004519693301899854,0.05223101896599855,34,266,0.8866666666666667,0,0,2b7fa75442c126ff9f6e378315f0424fd77901a918c456270d5d99617249c9bd,phase7_CoTOP_grid_200m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
DDQN,grid_200m,30,50,300,300,0,1.0,0.6544276327200478,0.6706141920166331,0.24947235619632643,0.2562960574335253,1.0466947058350342,1.276444429345142,2.400118538909417,2.2877585796843842,1.8885939550848059,0.12111422502468366,5.570314327771751,6.434058268207839,0.6229296849155109,0.004742773896282463,0.02675517390825448,34,266,0.8866666666666667,0,0,27ee0ec71e188140f31154522c76d651459b972dfe0ecc939a7524fc66b2b7c3,phase7_DDQN_grid_200m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w30_seed42\checkpoint.pt,086e3b176d4efcba6e754e78cdb38cd28dde8738a9157f387c109bb25d279a38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
Local,grid_200m,30,50,300,300,0,1.0,0.6867405134553046,0.7179012864754963,0.23347787441867332,0.2984260683815053,1.0268174788931284,1.2909938551505238,0.2832499029716674,0.2816853312764549,0.1253275624810876,0.08820081576043441,0.475425756107402,0.5046072282504959,0.6017609985561334,0.005544645859722121,0.0794348690394491,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_grid_200m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
Greedy,grid_200m,30,50,300,300,0,1.0,0.6439045938036014,0.659195140479796,0.25483583887538347,0.22927060089759863,1.0465435898406183,1.2686457664241901,3.1801866246550428,3.035093126578734,1.6689498599309267,0.22770111717484515,5.9694692024904175,6.735058886632583,0.6307303657729671,0.004423397027936057,0.008750831002698299,35,265,0.8833333333333333,0,0,6087b4228b3b15690cf642bc286d453191a4340a121ccf552990e72748edd529,phase7_Greedy_grid_200m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
wo_md,grid_200m,30,50,300,300,0,1.0,0.6898276040541297,0.7246058442912431,0.24695270436728745,0.2899889720158015,1.0568321944823158,1.2906776975735765,3.4148392259814635,3.2904777762286015,1.7090376740978739,0.28073706456367226,6.086206901785949,6.434058268207839,0.6330768917862313,0.004519693301899854,0.05223101896599855,34,266,0.8866666666666667,0,0,2b7fa75442c126ff9f6e378315f0424fd77901a918c456270d5d99617249c9bd,phase7_wo_md_grid_200m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
wo_tp,grid_200m,30,50,300,300,0,1.0,0.6898276040541297,0.7246058442912431,0.24695270436728745,0.2899889720158015,1.0568321944823158,1.2906776975735765,3.4148392259814635,3.2904777762286015,1.7090376740978739,0.28073706456367226,6.086206901785949,6.434058268207839,0.6330768917862313,0.004519693301899854,0.05223101896599855,34,266,0.8866666666666667,0,0,2b7fa75442c126ff9f6e378315f0424fd77901a918c456270d5d99617249c9bd,phase7_wo_tp_grid_200m_w30_seed50,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
wo_co,grid_200m,30,50,300,300,0,1.0,0.6867405134553046,0.7179012864754963,0.23347787441867332,0.2984260683815053,1.0268174788931284,1.2909938551505238,0.2832499029716674,0.2816853312764549,0.1253275624810876,0.08820081576043441,0.475425756107402,0.5046072282504959,0.6017609985561334,0.005544645859722121,0.0794348690394491,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_grid_200m_w30_seed50,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed50.json,a760449c812516dfb8d1bb53d06a1e3276e0d73d71c68b117e4b82791e68bf02,4e25265
CoTOP,grid_200m,30,51,300,300,0,1.0,0.6795972031198438,0.7143230314957127,0.26337440945747115,0.2460106555467552,1.098642532630306,1.2829971554613406,3.356036142370292,3.2023692247979585,1.7448441349680448,0.2666386144493947,6.148251376632305,6.543691715492025,0.6231579697325349,0.004404976778148603,0.05203425660916032,35,265,0.8833333333333333,0,0,72505849538531839a8b9bfab39560444a85709cec529d16e69bcffd75ed15fd,phase7_CoTOP_grid_200m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
DDQN,grid_200m,30,51,300,300,0,1.0,0.6473777648839398,0.6508220270027902,0.2591968692112917,0.2444109952492329,1.0699532297840426,1.2703249761659938,2.347930196306786,2.385749152662264,1.8413823330243895,0.13387040726255853,5.5071751672581915,6.429839439138364,0.6130769102718998,0.004623969207097936,0.029676885404942108,30,270,0.9,0,0,ca17041ee2c5f5dd39d87287d763c81704ecc298a2136ba17dc3b22b8aaeeeb5,phase7_DDQN_grid_200m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w30_seed42\checkpoint.pt,086e3b176d4efcba6e754e78cdb38cd28dde8738a9157f387c109bb25d279a38,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
Local,grid_200m,30,51,300,300,0,1.0,0.6752349171522755,0.6925781492131029,0.24642656653235692,0.27854271387806384,1.0439687827366961,1.277227720685031,0.2746186901756882,0.27239335160676525,0.12944278893903502,0.07652625829385717,0.4798689941371492,0.5098069821036494,0.5923437952105889,0.005373905044471648,0.07751721689721494,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_Local_grid_200m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
Greedy,grid_200m,30,51,300,300,0,1.0,0.6336655021305444,0.6413667841317847,0.26699689555221345,0.19798106563037213,1.0680646118472548,1.2687029627037616,3.132567327485721,2.9963459486601076,1.651172499607298,0.266200226147187,5.980157167877571,6.704444588942902,0.6209232815836891,0.004265590608519398,0.008476629938335773,33,267,0.89,0,0,4fc7d68a2a92ed3a329625c73e32975bbe414858ab2cf99338d923858c30e505,phase7_Greedy_grid_200m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
wo_md,grid_200m,30,51,300,300,0,1.0,0.6795972031198438,0.7143230314957127,0.26337440945747115,0.2460106555467552,1.098642532630306,1.2829971554613406,3.356036142370292,3.2023692247979585,1.7448441349680448,0.2666386144493947,6.148251376632305,6.543691715492025,0.6231579697325349,0.004404976778148603,0.05203425660916032,35,265,0.8833333333333333,0,0,72505849538531839a8b9bfab39560444a85709cec529d16e69bcffd75ed15fd,phase7_wo_md_grid_200m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
wo_tp,grid_200m,30,51,300,300,0,1.0,0.6795972031198438,0.7143230314957127,0.26337440945747115,0.2460106555467552,1.098642532630306,1.2829971554613406,3.356036142370292,3.2023692247979585,1.7448441349680448,0.2666386144493947,6.148251376632305,6.543691715492025,0.6231579697325349,0.004404976778148603,0.05203425660916032,35,265,0.8833333333333333,0,0,72505849538531839a8b9bfab39560444a85709cec529d16e69bcffd75ed15fd,phase7_wo_tp_grid_200m_w30_seed51,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w30_seed42\checkpoint.pt,d5674223acedaaac5ee34e4b111bc5710f1028f486ddd223c3f1b31964b4bbb2,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
wo_co,grid_200m,30,51,300,300,0,1.0,0.6752349171522755,0.6925781492131029,0.24642656653235692,0.27854271387806384,1.0439687827366961,1.277227720685031,0.2746186901756882,0.27239335160676525,0.12944278893903502,0.07652625829385717,0.4798689941371492,0.5098069821036494,0.5923437952105889,0.005373905044471648,0.07751721689721494,300,0,0.0,0,0,8581d8ffc2a3644152b81868cdacc2ce1429fecb2659e34de74946ad8b28d730,phase7_wo_co_grid_200m_w30_seed51,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w30_seed51.json,f5c84fa8da0b2aec435e5aa29926c8ffc40eb97ea7e720a9eed0d5bf62827c90,4e25265
CoTOP,grid_200m,40,42,400,400,0,1.0,0.6965172736706624,0.7333071076533824,0.23782084118966565,0.28817281257808525,1.0320440672595612,1.287913602402963,0.9608555372970449,0.35523629476999,1.2946967756951802,0.09222099332909667,3.8582588071363793,6.009747129695598,0.6019151230407236,0.005178000702836603,0.08942414992710206,0,400,1.0,0,0,afe69581fd6c4b0bb3728401a1646e8421db6d7234d61925a2d6665fb28d5eab,phase7_CoTOP_grid_200m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w40_seed42\checkpoint.pt,f6c5edc0fbcee07fb607d977a3cad96aadc27ddf9af09330e7fe05ad498b6649,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
DDQN,grid_200m,40,42,400,400,0,1.0,0.6776418807143452,0.7150576903940353,0.24495070978123734,0.25654732311724565,1.0203851472820062,1.2981816854119153,0.9646814293227893,0.35128119876207875,1.3104833006834187,0.09544485311152008,4.010525872468614,6.266321593150066,0.6019533819609811,0.005135879083604674,0.07055261966975938,188,212,0.53,0,0,e524abd02791ea10a21b86afa478cb970001754eb33a9f0153910b88157670f3,phase7_DDQN_grid_200m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\DDQN\grid_200m_w40_seed42\checkpoint.pt,a06010aa454d306761fd58b1f273062a0a740734f096768cdfef84f69da95500,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
Local,grid_200m,40,42,400,400,0,1.0,0.7066728244826007,0.7356336152606608,0.2303983236207135,0.308416914038824,1.0332899151526198,1.2981816854119153,0.28255349114826667,0.29593679076889867,0.13006069804704826,0.08093963967196065,0.4842765639200438,0.506869135485201,0.5951321025792359,0.005532043402449487,0.10600867850091522,400,0,0.0,0,0,b9ad9bbb07a72104fa44dc50618b9102100581f0d6866cd59d549ab5b1749ff4,phase7_Local_grid_200m_w40_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
Greedy,grid_200m,40,42,400,400,0,1.0,0.6416922581325956,0.658286070032555,0.2525213798946416,0.23139089588147557,1.0347174159521808,1.2800579063723938,3.2344642712871687,3.1043278870063955,1.582330725640033,0.30563006830802697,5.725681906920268,6.765071349244303,0.6246512103806249,0.004433862557290434,0.012607185194680213,40,360,0.9,0,0,d3ec00bf6a4227ce3ee30159b20764a089c29a296a52f78b841f63554e9e93a7,phase7_Greedy_grid_200m_w40_seed42,NOT_APPLICABLE,NOT_APPLICABLE,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
wo_md,grid_200m,40,42,400,400,0,1.0,0.6965172736706624,0.7333071076533824,0.23782084118966565,0.28817281257808525,1.0320440672595612,1.287913602402963,0.9608555372970449,0.35523629476999,1.2946967756951802,0.09222099332909667,3.8582588071363793,6.009747129695598,0.6019151230407236,0.005178000702836603,0.08942414992710206,0,400,1.0,0,0,afe69581fd6c4b0bb3728401a1646e8421db6d7234d61925a2d6665fb28d5eab,phase7_wo_md_grid_200m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w40_seed42\checkpoint.pt,f6c5edc0fbcee07fb607d977a3cad96aadc27ddf9af09330e7fe05ad498b6649,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
wo_tp,grid_200m,40,42,400,400,0,1.0,0.6965172736706624,0.7333071076533824,0.23782084118966565,0.28817281257808525,1.0320440672595612,1.287913602402963,0.9608555372970449,0.35523629476999,1.2946967756951802,0.09222099332909667,3.8582588071363793,6.009747129695598,0.6019151230407236,0.005178000702836603,0.08942414992710206,0,400,1.0,0,0,afe69581fd6c4b0bb3728401a1646e8421db6d7234d61925a2d6665fb28d5eab,phase7_wo_tp_grid_200m_w40_seed42,D:\cotop-implementation\results\phase2_multiseed\CoTOP\grid_200m_w40_seed42\checkpoint.pt,f6c5edc0fbcee07fb607d977a3cad96aadc27ddf9af09330e7fe05ad498b6649,D:\cotop-implementation\data\evaluation_realizations\realization_grid_200m_w40_42.json,6e92439f1b38705e21439490a9837376ff406931ff92523fdf7e0031d537c6ce,4e25265
