comparison,cotop_mean_delay_s,baseline_mean_delay_s,delay_diff_s,delay_pct_diff,cotop_mean_energy_j,baseline_mean_energy_j,energy_diff_j,energy_pct_diff,cotop_completion_ratio,baseline_completion_ratio,completion_diff
CoTOP vs Local,1.3512997517518135,1.3335119095567185,0.017787842195095233,1.3339095112399835,4.035511474730918,0.2891864600022211,3.746325014728697,1295.4704085038848,0.9917499999999999,0.9930972222222222,-0.00134722222222222
CoTOP vs Greedy,1.3512997517518135,1.3110557277232118,0.040244024028601943,3.069589124063381,4.035511474730918,5.12092207162738,-1.0854105968964622,-21.195608558665853,0.9917499999999999,0.9922916666666667,-0.0005416666666666588
CoTOP vs DDQN,1.3512997517518135,1.3186632370099642,0.032636514741849657,2.4749696378775017,4.035511474730918,3.4147664415142502,0.6207450332166682,18.178257396175056,0.9917499999999999,0.9929861111111111,-0.0012361111111111065
CoTOP vs wo_md,1.3512997517518135,1.3512997517518135,0.0,0.0,4.035511474730918,4.035511474730918,0.0,0.0,0.9917499999999999,0.9917499999999999,0.0
CoTOP vs wo_tp,1.3512997517518135,1.3512997517518135,0.0,0.0,4.035511474730918,4.035511474730918,0.0,0.0,0.9917499999999999,0.9917499999999999,0.0
CoTOP vs wo_co,1.3512997517518135,1.3335119095567185,0.017787842195095233,1.3339095112399835,4.035511474730918,0.2891864600022211,3.746325014728697,1295.4704085038848,0.9917499999999999,0.9930972222222222,-0.00134722222222222
