algorithm,total_evaluated_runs,grand_mean_delay_s,grand_std_delay_s,grand_mean_energy_j,grand_std_energy_j,grand_completion_ratio,grand_collab_ratio
CoTOP,60,1.3512997517518135,0.6931645823790025,4.035511474730918,2.435944920018379,0.9917499999999999,0.9428055555555555
DDQN,60,1.3186632370099642,0.6801717010663356,3.4147664415142502,1.6914428164183088,0.9929861111111111,0.7426250000000001
Greedy,60,1.3110557277232118,0.688178787089664,5.12092207162738,1.999815784750849,0.9922916666666667,0.8721944444444445
Local,60,1.3335119095567185,0.6673649994438462,0.2891864600022211,0.010583384684790885,0.9930972222222222,0.0
wo_co,60,1.3335119095567185,0.6673649994438462,0.2891864600022211,0.010583384684790885,0.9930972222222222,0.0
wo_md,60,1.3512997517518135,0.6931645823790025,4.035511474730918,2.435944920018379,0.9917499999999999,0.9428055555555555
wo_tp,60,1.3512997517518135,0.6931645823790025,4.035511474730918,2.435944920018379,0.9917499999999999,0.9428055555555555
