geometry,algorithm,workload_w,seed,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,completion_ratio,completed_tasks,failed_tasks,total_tasks
linear_corridor,DDQN,40,42,1.9792111300157293,1.4344678272358442,0.30002522498366035,0.4247843150941954,0.975,1170,30,1200
