episode,reward,loss,mean_q,epsilon,buffer_size
1,-921.3316039509812,577.2472518586765,-62.032735747098926,0.99525,200
2,-988.2025881314763,189.3933041381836,89.46341417193413,0.9905,400
3,-987.2641241260263,80.0714856147766,360.85295419692994,0.98575,600
4,-988.850821239282,61.49771598815918,471.70691513061524,0.981,800
5,-994.1263999662026,51.63930666923523,554.7120239257813,0.97625,1000
6,-953.2751786239312,49.29036916732788,626.2215649414062,0.9715,1200
7,-990.7403853088923,50.4196900844574,686.8612965393066,0.96675,1400
8,-919.0909283182145,49.88593900680542,733.6734278869629,0.962,1600
9,-1023.5449657529806,45.954990234375,763.4231655883789,0.95725,1800
10,-947.5417226962599,43.79465572357178,774.1899575805664,0.9525,2000
11,-994.8675184227818,39.7108801651001,787.7078085327148,0.94775,2200
12,-1007.8893948006887,37.316830234527586,800.5987561035156,0.9430000000000001,2400
13,-1019.1681639250776,32.72451040267944,809.842498474121,0.93825,2600
14,-988.5955212805727,32.638660516738895,817.133581237793,0.9335,2800
15,-888.0838774841726,31.531823797225954,810.986040649414,0.92875,3000
16,-941.5533713407667,29.525751247406006,800.77236328125,0.924,3200
17,-978.9421129744834,28.428782320022584,798.3156372070313,0.91925,3400
18,-964.9401070712615,26.752385697364808,808.3150836181641,0.9145,3600
19,-1032.5421200445046,28.799878902435303,801.3106582641601,0.9097500000000001,3800
20,-931.488967713429,27.3558141708374,785.8448190307618,0.905,4000
21,-987.7788424258458,25.90076533794403,779.0949743652344,0.90025,4200
22,-936.79808872977,23.934444184303285,763.8528515625,0.8955,4400
23,-966.660232295481,21.887817091941834,742.9611819458008,0.89075,4600
24,-985.7783929187291,24.747397089004515,726.0084274291992,0.886,4800
25,-970.4181976649985,23.258450870513915,713.9564559936523,0.88125,5000
26,-953.0361255154672,21.776434655189515,702.198313446045,0.8765000000000001,5200
27,-989.6769614569121,18.707883534431456,691.5667225646972,0.87175,5400
28,-980.3381148299085,18.77920843601227,682.5661361694335,0.867,5600
29,-943.3910675976937,18.308936262130736,663.4899206542968,0.86225,5800
30,-984.9209893239765,20.11175724029541,647.0161917114258,0.8575,6000
31,-923.716297820659,20.052419743537904,640.3147955322265,0.85275,6200
32,-1026.9179791774136,20.84096140384674,616.8402966308594,0.848,6400
33,-969.3690314970779,19.571249775886535,604.0798155212402,0.84325,6600
34,-960.6989990183515,17.83241840839386,583.5814405822754,0.8385,6800
35,-987.6479699786746,17.73631700515747,565.8930340576172,0.83375,7000
36,-922.645996114438,16.163190135955812,556.3105574035644,0.829,7200
37,-959.8157272214197,15.940850858688355,541.4886929321289,0.82425,7400
38,-984.9639467787616,14.379147932529449,525.3683995056152,0.8195,7600
39,-975.8180907539241,13.93993686914444,512.2220889282227,0.81475,7800
40,-958.5597178546133,14.100680985450744,497.85629165649414,0.81,8000
41,-975.5410336502465,13.970148830413818,482.3229341125488,0.80525,8200
42,-956.8640978816991,13.621131114959717,467.017635345459,0.8005,8400
43,-899.8745284564257,13.47542947769165,456.4755212402344,0.79575,8600
44,-937.7330428260408,13.005179467201232,442.2773948669434,0.791,8800
45,-916.0940435707071,12.300271220207215,435.5165544128418,0.78625,9000
46,-995.5338140371077,10.79383332490921,423.0928756713867,0.7815,9200
47,-963.8581768090169,11.205432817935943,411.21631622314453,0.77675,9400
48,-970.4929580122374,10.958056008815765,403.5773828125,0.772,9600
49,-993.9494277916457,9.982133691310883,397.5433446502686,0.76725,9800
50,-904.8341666874849,10.013686709403991,385.64248191833497,0.7625,10000
