run_id,algorithm,scenario,workload,seed,status,realization_sha256,checkpoint_sha256,git_sha,tasks_generated,tasks_completed,tasks_failed,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,comm_energy_j,comp_energy_j,local_energy_j,r2r_energy_j,total_reward,fail_deadlines,fail_coverages,fail_duals,fail_departures,param_immutable
corridor_2400m_CoTOP_w30_seed42,CoTOP,corridor_2400m,w30,42,COMPLETED,9aac6a3cd75c839bda90bca65a2422b6d8fec6298bb8a34b9bc77fa056ceefc1,,441296f18f1eddf09c399ac1840827d5a48b034d,300,299,1,0.9966666666666668,2.039643836320144,1.540015155316747,4.39658087802512,4.993797952555566,2.000279419367278,0.0054602711207432,0.0339041458321226,1.7842503161059828,1.743261572272487,0.0512359297918703,0.8690689896466498,-1054.2865822160431,0,1,0,0,True
corridor_2400m_DDQN_w30_seed42,DDQN,corridor_2400m,w30,42,COMPLETED,9aac6a3cd75c839bda90bca65a2422b6d8fec6298bb8a34b9bc77fa056ceefc1,,441296f18f1eddf09c399ac1840827d5a48b034d,300,299,1,0.9966666666666668,2.039643836320144,1.540015155316747,4.39658087802512,4.993797952555566,2.000279419367278,0.0054602711207432,0.0339041458321226,1.7842503161059828,1.743261572272487,0.0512359297918703,0.8690689896466498,-1054.2865822160431,0,1,0,0,True
corridor_2400m_Greedy_w30_seed42,Greedy,corridor_2400m,w30,42,COMPLETED,9aac6a3cd75c839bda90bca65a2422b6d8fec6298bb8a34b9bc77fa056ceefc1,,441296f18f1eddf09c399ac1840827d5a48b034d,300,299,1,0.9966666666666668,2.045848323814554,1.5287500641774106,7.467528755857169,4.17190267804115,2.0309888981455995,0.0051371438507381,0.0097222818182172,3.007783246536624,2.9745484558266133,0.0415434883875131,1.4851970534939312,-1517.7525156575225,0,1,0,0,True
corridor_2400m_Local_w30_seed42,Local,corridor_2400m,w30,42,COMPLETED,9aac6a3cd75c839bda90bca65a2422b6d8fec6298bb8a34b9bc77fa056ceefc1,,441296f18f1eddf09c399ac1840827d5a48b034d,300,299,1,0.9966666666666668,2.044980318823019,1.5197447594656217,0.30344480755071,0.1269019645435971,1.9593480586625345,0.0056770265392816,0.0799552336212024,0.273100326795639,0.030344480755071,0.30344480755071,0.0,-449.1814904379938,0,1,0,0,True
corridor_2400m_CoTOP_w30_seed43,CoTOP,corridor_2400m,w30,43,COMPLETED,dae3ddc2916c97039addccf0b7ccd98e3d3141fddfd1075e2f18653b1861069b,,441296f18f1eddf09c399ac1840827d5a48b034d,300,294,6,0.98,2.1458434481347526,1.55398609317042,7.728053286802709,2.8132101670512246,2.0518736693539883,0.0045080630182103,0.089461715762554,3.091221314721084,3.091221314721084,0.0,1.545610657360542,-2033.6563830453545,0,6,0,0,True
corridor_2400m_DDQN_w30_seed43,DDQN,corridor_2400m,w30,43,COMPLETED,dae3ddc2916c97039addccf0b7ccd98e3d3141fddfd1075e2f18653b1861069b,,441296f18f1eddf09c399ac1840827d5a48b034d,300,294,6,0.98,2.1458434481347526,1.55398609317042,7.728053286802709,2.8132101670512246,2.0518736693539883,0.0045080630182103,0.089461715762554,3.091221314721084,3.091221314721084,0.0,1.545610657360542,-2033.6563830453545,0,6,0,0,True
corridor_2400m_Greedy_w30_seed43,Greedy,corridor_2400m,w30,43,COMPLETED,dae3ddc2916c97039addccf0b7ccd98e3d3141fddfd1075e2f18653b1861069b,,441296f18f1eddf09c399ac1840827d5a48b034d,300,295,5,0.9833333333333332,2.064162609782818,1.5824069115536044,6.89360305732517,4.047792847005875,2.043529167059213,0.0045230842455278,0.016110358478077,2.775868402819567,2.7463849149963693,0.0368543597789976,1.3713497395092349,-1799.0595646753015,0,5,0,0,True
corridor_2400m_Local_w30_seed43,Local,corridor_2400m,w30,43,COMPLETED,dae3ddc2916c97039addccf0b7ccd98e3d3141fddfd1075e2f18653b1861069b,,441296f18f1eddf09c399ac1840827d5a48b034d,300,296,4,0.9866666666666668,2.075603248523065,1.5776184802311173,0.2860084749388137,0.1291160127508872,1.9774532212353493,0.0053246788545292,0.0928253484331862,0.2574076274449323,0.0286008474938813,0.2860084749388137,0.0,-741.534328840513,0,4,0,0,True
corridor_2400m_CoTOP_w30_seed44,CoTOP,corridor_2400m,w30,44,COMPLETED,2e7215839ff41c4f9bd7cd524a428cb532657965c2eaabbe5ac5e5a3e39e93e3,,441296f18f1eddf09c399ac1840827d5a48b034d,300,295,5,0.9833333333333332,2.0038374840505497,1.4687152092366116,6.954995820865409,4.475669282172061,1.9533593419157305,0.0049080726257129,0.0455700695091061,2.781998328346164,2.781998328346164,0.0,1.390999164173082,-1816.120379393442,0,5,0,0,True
corridor_2400m_DDQN_w30_seed44,DDQN,corridor_2400m,w30,44,COMPLETED,2e7215839ff41c4f9bd7cd524a428cb532657965c2eaabbe5ac5e5a3e39e93e3,,441296f18f1eddf09c399ac1840827d5a48b034d,300,295,5,0.9833333333333332,2.0038374840505497,1.4687152092366116,6.954995820865409,4.475669282172061,1.9533593419157305,0.0049080726257129,0.0455700695091061,2.781998328346164,2.781998328346164,0.0,1.390999164173082,-1816.120379393442,0,5,0,0,True
