scenario,workload,cotop_delay_s,ddqn_delay_s,greedy_delay_s,local_delay_s,cotop_energy_j,ddqn_energy_j,greedy_energy_j,local_energy_j,delay_imp_vs_ddqn_pct,delay_imp_vs_greedy_pct,delay_imp_vs_local_pct,energy_imp_vs_ddqn_pct,energy_imp_vs_greedy_pct,energy_imp_vs_local_pct,cotop_completion_ratio,ddqn_completion_ratio
corridor_2400m,w20,2.0018 ± 0.0631,1.9879 ± 0.0654,1.9852 ± 0.0664,1.9641 ± 0.0656,5.8879 ± 2.2951,4.2689 ± 3.3733,7.0827 ± 0.2339,0.2967 ± 0.0102,-0.6972718675074788,-0.8349907882150234,-1.918633958209944,-37.92645590461072,16.86981790451966,-1884.3445532188553,0.983,0.985
corridor_2400m,w30,2.0148 ± 0.0757,2.0148 ± 0.0757,1.9920 ± 0.0598,1.9931 ± 0.0593,5.0147 ± 2.7350,5.0147 ± 2.7350,7.1129 ± 0.2610,0.2957 ± 0.0083,0.0,-1.1444066089562852,-1.0879555371480265,0.0,29.497614438911747,-1596.0387336753672,0.9826666666666666,0.9826666666666666
corridor_2400m,w40,2.0405 ± 0.0671,2.0405 ± 0.0671,1.9994 ± 0.0574,2.0236 ± 0.0568,5.4769 ± 2.4937,5.4769 ± 2.4937,7.0993 ± 0.1081,0.2949 ± 0.0067,0.0,-2.057014072642458,-0.8331644694847004,0.0,22.852695125869708,-1756.9050055266334,0.9865,0.9865
grid_200m,w20,0.6457 ± 0.0095,0.6460 ± 0.0092,0.6279 ± 0.0120,0.6479 ± 0.0118,2.6043 ± 1.2298,2.0106 ± 1.4423,3.1348 ± 0.1055,0.2836 ± 0.0102,0.03856179168301756,-2.8341892323484474,0.34087933158265604,-29.52932276974757,16.921942651085992,-818.4129684091735,1.0,1.0
grid_200m,w30,0.6584 ± 0.0221,0.6584 ± 0.0221,0.6289 ± 0.0082,0.6723 ± 0.0082,2.2213 ± 1.2140,2.2213 ± 1.2140,3.1437 ± 0.0431,0.2825 ± 0.0085,0.0,-4.686908134952475,2.0709772970847102,0.0,29.342067628699965,-686.3430403617544,1.0,1.0
grid_200m,w40,0.6742 ± 0.0187,0.6742 ± 0.0187,0.6329 ± 0.0074,0.7000 ± 0.0074,2.5061 ± 1.1939,2.5061 ± 1.1939,3.1522 ± 0.0488,0.2817 ± 0.0068,0.0,-6.530838698956782,3.6751030286515842,0.0,20.49653250604137,-789.5258587161619,1.0,1.0
