cell_id,algorithm,geometry,workload,seed,training_episodes,wall_clock_time_s,convergence_status,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,realization_hash,git_sha,invariants_passed
corridor_2400m_Greedy_w30_seed4,Greedy,corridor_2400m,30,4,0,0.0,NOT_APPLICABLE_HEURISTIC,300,300,0,1.0,0.7018,0.5168,4.0021,1.7123,0.6617,0.0401,0.0,68fdabb746ce62ee8c5678ad5e5cda55d1106f59878f693a9e2feac4f2c5eedf,4b25c60a9bc9e2a5367a8ded450e0da15ee8ba0f,True
