workload,n_runs,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,mean_completion_ratio
w20,80,1.3133163782345938,0.6772308010499151,3.1961786959558305,2.7656589621025125,0.992
w30,80,1.3291013341098727,0.6806246194920649,3.1633346909934885,2.684515399992126,0.9918333333333333
w40,80,1.348167162372866,0.683784550557794,3.3492774160501684,2.6881714734102444,0.9935
