scenario,n_runs,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,mean_completion_ratio
corridor_2400m,120,2.0048086128014786,0.06592534304059527,4.443526375535496,3.141226221473156,0.9848888888888889
grid_200m,120,0.6555813036767429,0.02484259407586129,2.0290008264641615,1.3659414612114058,1.0
