episode,seed,geometry,reward,moving_avg_reward,actor_loss,critic_loss,entropy,total_loss,steps,cum_opt_steps,ep_wall_time_sec
1,3,corridor_2400m,-4559.488751240125,-4559.488751240125,-0.00011749580153264105,1207650.125,-0.0,603825.0625,600,1,3.6396
2,3,corridor_2400m,-3666.3164690601575,-4112.902610150141,-6.347295857267454e-05,410653.8125,-0.0,205326.90625,600,2,3.0854
3,3,corridor_2400m,-3600.8532784255917,-3942.219499575291,-2.536549072829075e-05,149046.8125,-0.0,74523.40625,600,3,3.0149
4,3,corridor_2400m,-3896.9433236099617,-3930.900455583959,1.6500075616932008e-06,134209.984375,-0.0,67104.9921875,600,4,3.0137
5,3,corridor_2400m,-3950.595247778613,-3934.8394140228897,2.6543844796833582e-05,217897.75,-0.0,108948.875,600,5,3.0246
6,3,corridor_2400m,-3687.53027451643,-3893.6212241051467,4.4684013118967414e-05,336069.53125,-0.0,168034.765625,600,6,3.0988
7,3,corridor_2400m,-4047.571066688301,-3915.614058759883,3.7911420804448426e-05,330099.84375,-0.0,165049.921875,600,7,3.0294
8,3,corridor_2400m,-4107.030470249131,-3939.541110196039,3.2012947485782206e-05,253943.390625,-0.0,126971.6953125,600,8,3.0913
9,3,corridor_2400m,-4156.366448170832,-3963.6328144154604,2.2508564143208787e-05,186034.953125,-0.0,93017.4765625,600,9,3.0671
10,3,corridor_2400m,-3875.065635584946,-3954.7760965324096,1.6030158803914674e-05,137545.34375,-0.0,68772.671875,600,10,3.0492
11,3,corridor_2400m,-3524.60958596418,-3915.670050117116,1.1856695891765412e-05,109369.3828125,-0.0,54684.69140625,600,11,3.2021
12,3,corridor_2400m,-4689.782743565261,-3980.1794412377944,-1.6015066648833454e-05,142276.796875,-0.0,71138.3984375,600,12,3.0538
13,3,corridor_2400m,-4412.071164559053,-4013.4018814932756,-2.155005859094672e-05,136087.5,-0.0,68043.75,600,13,3.0839
14,3,corridor_2400m,-3595.9091292623743,-3983.58097061964,-1.3198369742895011e-05,79156.1015625,-0.0,39578.05078125,600,14,3.0663
15,3,corridor_2400m,-3951.6840892456585,-3981.4545118613746,-2.3548605895484798e-05,123880.6640625,-0.0,61940.33203125,600,15,3.0921
16,3,corridor_2400m,-3887.231928956132,-3975.5656004297966,-2.301852327946108e-05,118356.7734375,-0.0,59178.38671875,600,16,3.0961
17,3,corridor_2400m,-3700.3841436552484,-3959.378455913647,-2.053351818176452e-05,120646.53125,-0.0,60323.265625,600,17,3.0916
18,3,corridor_2400m,-3788.3746423643715,-3949.8782440497985,-1.8455901226843707e-05,93300.9296875,-0.0,46650.46484375,600,18,3.0499
19,3,corridor_2400m,-4184.4994067185635,-3962.226726295523,-2.6162822905462235e-05,151629.765625,-0.0,75814.8828125,600,19,3.0301
20,3,corridor_2400m,-3576.942798397597,-3942.9625299006266,-8.27780877443729e-06,80927.71875,-0.0,40463.859375,600,20,3.0955
21,3,corridor_2400m,-4168.498891915019,-3953.7023566632165,-1.6307702026097104e-05,133709.140625,-0.0,66854.5703125,600,21,3.2
22,3,corridor_2400m,-4269.768915181858,-3968.069018414064,-1.0931928045465611e-05,96075.734375,-0.0,48037.8671875,600,22,3.1766
23,3,corridor_2400m,-4227.130082654091,-3979.3325429462393,-4.087404704478104e-06,86105.609375,-0.0,43052.8046875,600,23,3.2054
24,3,corridor_2400m,-3804.4499801802153,-3972.0457694976544,5.641187271976378e-06,67067.8828125,-0.0,33533.94140625,600,24,3.266
25,3,corridor_2400m,-4014.266598510587,-3973.7346026581718,8.550228812964633e-06,90246.4140625,-0.0,45123.20703125,600,25,4.0
