task_idx,task_id,vehicle_id,arrival_time_s,speed_m_s,arrival_pos_x,arrival_pos_y,primary_rsu,primary_rsu_x,dist_at_arrival_m,time_to_rsu_exit_s,task_size_mb,task_cpu_gcycles,deadline_s,v2r_delay_s,compute_delay_s,total_delay_s,completion_pos_x,dist_at_completion_m,rsu_comm_range_m,deadline_slack_s,coverage_slack_s,fail_deadline,fail_coverage,completed,failure_reason,classified_reason
100,119,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4911201.833066683,9662808.841853999,21.785678161724636,6.102584556280446,0.009662808841853998,6.1122473651223,2613.9286577792805,413.93175008805093,400.0,15.673430796602336,-0.39796165083658597,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
102,106,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4652404.104353027,6585953.591356415,24.063773898321166,5.7810064423827665,0.0065859535913564155,5.805341575398196,2603.186955138937,403.19012983232494,400.0,18.25843232292297,-0.09105586111248165,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
103,101,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4711785.714679679,8511355.178974152,25.455902892055224,5.8547931264621305,0.008511355178974151,5.887639614656534,2606.067386512979,406.0705386869145,400.0,19.568263277398692,-0.17335390037081932,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
104,108,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4928618.098792888,8932745.841969918,28.107717199403968,6.124225742666478,0.008932745841969918,6.166004976702852,2615.8101741846,415.8132525009602,400.0,21.941712222701117,-0.45171926241713756,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
106,110,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4792447.658144977,8776576.255377514,28.022351389371387,5.955022428209952,0.008776576255377514,6.007725248175243,2610.2703836861333,410.2735035680065,400.0,22.014626141196146,-0.29343953388952837,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
108,104,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4582107.746002708,2890688.8450577864,28.989246365264748,5.693657258738333,0.0028906888450577865,5.7590811147334655,2601.5678390156713,401.5710265092791,400.0,23.230165250531282,-0.0447954004477511,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
109,116,veh_10,11.0,35.0,2400.0,1.6,5,2200.0,200.00639989760327,5.714285714285714,4593058.826090859,3512124.934496843,29.66889104048361,5.7072649039730665,0.003512124934496843,5.776200884902696,2602.167030971594,402.1702137161667,400.0,23.892690155580915,-0.06191517061698182,False,True,False,COVERAGE_VIOLATION,COVERAGE_EXIT
