episode,reward,loss,mean_q,epsilon,buffer_size
1,-1268.1493773521815,576.9569075090171,122.18796396106481,0.99525,200
2,-1180.8388042948586,140.29282146453858,-242.51984449625016,0.9905,400
3,-1370.2204160415524,71.58086633682251,-73.74529066585005,0.98575,600
4,-1234.6163868886042,49.75114572525025,48.33748932234943,0.981,800
5,-1297.75174189308,52.71765970230103,129.29047692224384,0.97625,1000
6,-1279.303529494125,43.52105480194092,207.66950796365737,0.9715,1200
7,-1294.9543350368508,38.79188195228576,275.89801509857176,0.96675,1400
8,-1231.1983967210472,35.85595518112183,337.70192375183103,0.962,1600
9,-1288.8361607146137,35.01191373825073,375.97321174621584,0.95725,1800
10,-1341.1301198272251,34.99072768211365,400.7971908569336,0.9525,2000
11,-1249.2363969004289,34.76439064025879,419.80602081298827,0.94775,2200
12,-1390.573407761334,30.00853060722351,423.16198928833006,0.9430000000000001,2400
13,-1366.2073218518062,25.75751515388489,427.83899475097655,0.93825,2600
14,-1320.4758779078304,24.549991488456726,442.9290629577637,0.9335,2800
15,-1218.4114725455934,24.249670481681825,455.98194305419923,0.92875,3000
16,-1348.6382348727898,22.852536735534667,454.3111814880371,0.924,3200
17,-1295.1121462937435,24.20611916065216,445.78355712890624,0.91925,3400
18,-1383.0846250901698,22.48128527164459,429.1205010986328,0.9145,3600
19,-1296.6721738145159,19.65865626335144,421.80947021484377,0.9097500000000001,3800
20,-1297.551286664797,18.896369686126707,416.80351722717285,0.905,4000
21,-1372.5517408919447,20.43834309101105,414.3761128234863,0.90025,4200
22,-1177.8309603609905,17.487368965148924,408.3954928588867,0.8955,4400
23,-1255.1578167526388,16.955372428894044,404.359700088501,0.89075,4600
24,-1340.5341182218447,16.488368773460387,389.0959485626221,0.886,4800
25,-1295.1442104883718,16.53458191871643,382.42496047973634,0.88125,5000
26,-1223.1557448718306,15.29674774646759,373.13431114196777,0.8765000000000001,5200
27,-1342.2246192288553,16.387522435188295,368.5104403686523,0.87175,5400
28,-1289.7786046339575,17.01101532459259,366.3737509918213,0.867,5600
29,-1312.2462408225542,15.92769874572754,351.29810916900635,0.86225,5800
30,-1326.5223041856168,14.448105807304382,344.7222668838501,0.8575,6000
31,-1279.0548193746038,14.699522564411163,338.0797817993164,0.85275,6200
32,-1409.3386311806066,13.80914947271347,326.5899084973335,0.848,6400
33,-1124.4666401650722,13.727842814922333,311.86711765289306,0.84325,6600
34,-1384.9181861559075,12.1363743019104,300.9079726028442,0.8385,6800
35,-1262.6119296017405,13.289446864128113,289.9620950317383,0.83375,7000
36,-1163.2498697729263,12.195636489391326,281.54347123146056,0.829,7200
37,-1254.0771794747743,12.730654799938202,272.2902537548542,0.82425,7400
38,-1200.3607794687557,12.289091866016388,259.44288615703584,0.8195,7600
39,-1245.1552966814495,12.097593367099762,253.81039263725282,0.81475,7800
40,-1243.8154082499163,11.126731085777283,244.71381032943725,0.81,8000
41,-1149.7451106791425,11.189762749671935,232.89252391815185,0.80525,8200
42,-1323.4482856330865,10.96524231672287,219.11122280597687,0.8005,8400
43,-1325.1104504670045,10.035857596397399,205.80687596797944,0.79575,8600
44,-1221.724538745305,9.748414306640624,197.1778455066681,0.791,8800
45,-1112.7717876825056,9.894082082509994,192.38064594268798,0.78625,9000
46,-1193.3761918887803,9.667662823200226,188.03086798667908,0.7815,9200
47,-1244.2102751653933,9.68004962682724,178.71522485733033,0.77675,9400
48,-1319.1423540710139,9.308095860481263,169.29881843566895,0.772,9600
49,-1127.1717228038299,8.217334399223327,160.20278564453125,0.76725,9800
50,-1113.660587897711,8.45756937265396,154.942446808815,0.7625,10000
51,-1328.0592698233465,8.085998574495315,150.0140779161453,0.75775,10000
52,-1225.2780536284017,8.089908341169357,140.7641747570038,0.753,10000
53,-1290.0859172125042,7.42406891822815,129.35650003433227,0.7482500000000001,10000
54,-1235.8494200698187,7.27422443985939,121.08441191911697,0.7435,10000
55,-1220.4483289978807,6.582302683591843,113.16742506980896,0.73875,10000
56,-1288.1192772208128,6.655657107830048,106.10421498298645,0.734,10000
57,-1268.0525238153134,7.395870989561081,98.28504018783569,0.72925,10000
58,-1153.822848969548,7.128905520439148,94.45409225463867,0.7245,10000
59,-1032.4552476432054,6.257284681797028,89.49743524551391,0.71975,10000
60,-1188.7593003656773,5.80404060959816,82.30009178638458,0.7150000000000001,10000
61,-1147.4835762926734,5.853705152273178,74.91908911824227,0.71025,10000
62,-1187.1276403870768,5.619694803953171,70.40177054539323,0.7055,10000
63,-1068.0620170243062,5.727680858373642,63.71477553233504,0.70075,10000
64,-1130.6492649581216,5.699278534650802,57.162584185004235,0.696,10000
65,-1160.7123793926096,4.847636986374855,52.65557353496551,0.69125,10000
66,-1152.6920055074802,4.702260935306549,46.245449199676514,0.6865,10000
67,-1158.9084080675232,5.034048823714256,41.92662166118622,0.6817500000000001,10000
68,-1102.0065406779972,5.390658234357834,36.431870012283326,0.677,10000
69,-993.0484592436167,5.045283105969429,30.894041467309,0.67225,10000
70,-1113.9901053479539,4.410217273235321,26.48371576309204,0.6675,10000
71,-1190.4085384241466,4.235030626654625,23.891180171966553,0.66275,10000
72,-1092.1039806079486,4.2042252838611605,19.684889760017395,0.658,10000
73,-1208.605396419394,4.215592250227928,14.130199842453003,0.65325,10000
74,-988.9913903843928,4.108012750148773,11.077083578109741,0.6485000000000001,10000
75,-1137.8928317104921,4.188866854310036,7.019945198297501,0.64375,10000
76,-1056.4873568485646,4.40738942027092,5.403611350953579,0.639,10000
77,-1109.4767141822276,4.016445432305336,1.8794423311948776,0.63425,10000
78,-1095.7424055034085,3.8759812653064727,-0.2959223181754351,0.6295,10000
79,-1112.4204612229444,4.002240290045738,-2.0810141426324846,0.62475,10000
80,-1194.82487371161,3.8059230041503906,-5.232865905240178,0.62,10000
81,-1078.228298898651,3.232102235555649,-7.788468237388879,0.6152500000000001,10000
82,-997.2614950769088,3.4996230980753897,-9.730483072279021,0.6105,10000
83,-1031.7941046085778,3.353382777273655,-12.482519516143947,0.60575,10000
