geometry,algorithm,workload_w,seed,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,completion_ratio,completed_tasks,failed_tasks,total_tasks
linear_corridor,DDQN,40,46,2.0367369611367887,1.5193039646154678,0.3494647615288253,0.9598368169115148,0.9608333333333333,1153,47,1200
