policy,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,median_delay_s,p95_delay_s,std_delay_s,mean_energy_j,median_energy_j,p95_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,action_0_ratio,collab_ratio,coverage_failures,deadline_failures,vehicle_mean_delay_s,vehicle_mean_energy_j,vehicle_sum_delay_s,vehicle_sum_energy_j,episode_total_delay_s,episode_total_energy_j
AlwaysLocal,200,193,7,0.965,2.04136596953117,1.6305563305886566,5.62399395088518,1.5967544429408904,0.3000039329119527,0.30173643346028656,0.49846248143669425,0.13052684227404338,1.9842031171136982,0.005603238034816316,0.05155961438265527,1.0,0.0,7,0,2.04136596953117,0.3000039329119527,40.8273193906234,6.000078658239055,408.273193906234,60.000786582390546
AlwaysCollaborate,200,193,7,0.965,2.1082505591513248,1.7625872156658955,5.684943961839836,1.6019316188258463,7.552117200200338,7.092879487722356,15.025716344250823,3.720019329778489,2.056724249786582,0.005047179954865921,0.04647912940987673,0.0,1.0,7,0,2.1082505591513248,7.552117200200338,42.1650111830265,151.04234400400676,421.65011183026496,1510.4234400400676
Local,200,193,7,0.965,2.04136596953117,1.6305563305886566,5.62399395088518,1.5967544429408904,0.3000039329119527,0.30173643346028656,0.49846248143669425,0.13052684227404338,1.9842031171136982,0.005603238034816316,0.05155961438265527,1.0,0.0,7,0,2.04136596953117,0.3000039329119527,40.8273193906234,6.000078658239055,408.273193906234,60.000786582390546
Greedy,200,193,7,0.965,2.0639223869258982,1.7184755399996439,5.667304780612381,1.5980930618412148,7.219614589600078,7.18397129774341,13.788616733494768,4.236150632762038,2.0533992236805796,0.005077889436744444,0.005445273808574382,0.15,0.85,7,0,2.0639223869258982,7.219614589600079,41.27844773851797,144.39229179200154,412.7844773851797,1443.9229179200156
CoTOP,200,193,7,0.965,2.076789343132504,1.718660181339613,5.683050318698918,1.6203848349239323,3.8423412930453766,0.3957360634828768,15.025716344250823,5.625044819779824,2.0196264907150328,0.005603238034816316,0.05155961438265527,0.0,1.0,7,0,2.076789343132504,3.842341293045377,41.535786862650085,76.84682586090753,415.3578686265008,768.4682586090753
