episode,seed,geometry,reward,moving_avg_reward,actor_loss,critic_loss,entropy,total_loss,steps,cum_opt_steps,ep_wall_time_sec
1,0,grid_200m,-589.7265993719127,-589.7265993719127,-0.9908381104469299,90502.0546875,-0.0,45250.03515625,600,1,3.178
2,0,grid_200m,-592.2460060580138,-590.9863027149632,-0.3954203724861145,146902.3125,-0.0,73450.7578125,600,2,2.6935
3,0,grid_200m,-558.5626516757488,-580.1784190352251,-1.689349889755249,51775.28515625,-0.0,25885.953125,600,3,2.7762
4,0,grid_200m,-581.3835229051376,-580.4796950027032,-0.15188781917095184,63160.921875,-0.0,31580.30859375,600,4,2.9464
5,0,grid_200m,-565.3302086861854,-577.4497977393996,0.15445123612880707,70024.7890625,-0.0,35012.55078125,600,5,2.8996
6,0,grid_200m,-568.4687247625819,-575.9529522432634,1.11369788646698,50925.96484375,-0.0,25464.095703125,600,6,2.9007
7,0,grid_200m,-581.9477765514921,-576.8093557158675,0.09981826692819595,23436.345703125,-0.0,11718.2724609375,600,7,2.9502
8,0,grid_200m,-587.9669227698428,-578.2040515976144,0.12879173457622528,31980.1171875,-0.0,15990.1875,600,8,2.8364
9,0,grid_200m,-589.7280915815643,-579.4845004847199,-0.8877950310707092,51721.05859375,-0.0,25859.640625,600,9,2.7455
10,0,grid_200m,-586.6296860188886,-580.1990190381368,0.16957029700279236,30850.994140625,-0.0,15425.6669921875,600,10,2.6403
11,0,grid_200m,-591.5661617204665,-581.2323956456213,0.06939879804849625,16897.9609375,-0.0,8449.0498046875,600,11,2.6552
12,0,grid_200m,-588.5989074743301,-581.8462716313471,0.08390545845031738,21322.595703125,1.935942173261754e-38,10661.3818359375,600,12,2.9657
13,0,grid_200m,-580.905575330611,-581.7739103774443,0.37627938389778137,27845.5390625,-0.0,13923.1455078125,600,13,2.828
14,0,grid_200m,-568.2693128650686,-580.8092962694175,0.06435330957174301,27853.419921875,-0.0,13926.7744140625,600,14,2.8107
15,0,grid_200m,-591.2981520922906,-581.5085533242758,0.011431200429797173,15500.7548828125,-0.0,7750.388671875,600,15,2.7988
16,0,grid_200m,-584.7324878699384,-581.7100492333796,0.04982725903391838,11754.431640625,-0.0,5877.265625,600,16,2.8053
17,0,grid_200m,-572.5111739566115,-581.1689389229814,0.0633445456624031,18632.607421875,-0.0,9316.3671875,600,17,3.5685
18,0,grid_200m,-586.9922469772822,-581.4924560371093,-0.0027574272826313972,21187.09375,-0.0,10593.5439453125,600,18,3.3997
19,0,grid_200m,-578.2395201313014,-581.321248884172,-0.05608160048723221,21803.00390625,-0.0,10901.4462890625,600,19,3.0074
20,0,grid_200m,-588.292267045432,-581.6697997922349,0.04497889056801796,15116.771484375,-0.0,7558.4306640625,600,20,2.6704
21,0,grid_200m,-575.1127416215005,-581.3575589269619,0.06837015599012375,13156.6630859375,-0.0,6578.39990234375,600,21,2.6851
22,0,grid_200m,-572.1033428203153,-580.9369127402962,0.057760607451200485,14586.36328125,-0.0,7293.2392578125,600,22,2.9762
23,0,grid_200m,-579.5308909859974,-580.8757813596745,0.07542087137699127,12479.8583984375,-0.0,6240.00439453125,600,23,3.0536
24,0,grid_200m,-590.5316216815709,-581.2781080397535,-0.04651352018117905,13164.3515625,-0.0,6582.12939453125,600,24,2.7238
25,0,grid_200m,-605.0440579963945,-582.2287460380192,0.0771036148071289,9806.1953125,-0.0,4903.1748046875,600,25,3.5144
26,0,grid_200m,-586.9541334003724,-582.410491705802,-0.010894816368818283,9020.2744140625,-0.0,4510.12646484375,600,26,2.6388
27,0,grid_200m,-579.0798562424383,-582.2871348367885,-0.04552147164940834,11599.587890625,-0.0,5799.74853515625,600,27,2.8287
28,0,grid_200m,-585.2344658397222,-582.3923966583218,-0.08978626132011414,12272.0087890625,-0.0,6135.91455078125,600,28,2.7697
29,0,grid_200m,-578.4045865226037,-582.2548859639867,0.006960828322917223,9267.3583984375,-0.0,4633.68603515625,600,29,2.7753
30,0,grid_200m,-570.129536148178,-581.8507076367931,-0.06725460290908813,7504.4208984375,-0.0,3752.143310546875,600,30,2.7727
31,0,grid_200m,-599.4427671283435,-582.1745798953409,0.12655314803123474,7888.02734375,-0.0,3944.14013671875,600,31,2.8683
32,0,grid_200m,-580.1456255475539,-581.7712338783256,0.11523788422346115,8297.0439453125,1.8057571835928578e-14,4148.63720703125,600,32,2.7962
33,0,grid_200m,-570.8149957443028,-582.1796453472773,-0.008166640996932983,8503.1953125,-0.0,4251.58935546875,600,33,2.7704
34,0,grid_200m,-594.8149682194789,-582.6273601910887,0.0018534970004111528,7220.70166015625,-0.0,3610.352783203125,600,34,2.7323
35,0,grid_200m,-567.6348024347014,-582.7041799827059,0.0062680914998054504,5679.9130859375,-0.0,2839.962890625,600,35,2.9072
36,0,grid_200m,-584.5190345123069,-583.2391903076967,0.3460582196712494,7644.609375,-0.0,3822.650634765625,600,36,2.8602
37,0,grid_200m,-587.7368613664959,-583.43215980153,-0.002677805721759796,8979.6943359375,-0.0,4489.8447265625,600,37,2.9783
38,0,grid_200m,-571.3625346082952,-582.8786801961451,-0.008078012615442276,6703.75146484375,-0.0,3351.86767578125,600,38,3.0826
39,0,grid_200m,-569.7592863083904,-582.2130533537061,-0.0976620614528656,6245.4453125,-0.0,3122.625,600,39,2.9356
40,0,grid_200m,-580.0039375533843,-581.9921950715227,-0.013985681347548962,6026.28173828125,-0.0,3013.126953125,600,40,2.9199
41,0,grid_200m,-581.3534309242543,-581.6517707116489,0.12454743683338165,7659.37939453125,-0.0,3829.814208984375,600,41,2.9009
42,0,grid_200m,-586.0294279416537,-581.5661213938929,-0.0019694180227816105,6903.47509765625,-0.0,3451.735595703125,600,42,2.8749
