task_index,vehicle_id,action,case,delay_s,energy_j,comm_delay_s,comp_delay_s,wait_delay_s,completed,failure_reason
0,veh_0,2,2,5.85366588621377,4.325125876825093,5.851267238025186,0.0023986481885837165,0.0,True,NONE
1,veh_0,1,1,5.513178395411891,0.46764393706433166,5.502527373956811,0.00825237326649527,0.0023986481885837165,True,NONE
2,veh_0,5,2,6.127542218879996,7.472290936880632,6.1266248625847854,0.0009173562952106655,0.0,True,NONE
3,veh_0,4,2,6.17980245267658,6.77077439285549,6.1768182698358505,0.0029841828407295217,0.0,True,NONE
4,veh_0,5,2,5.26921865561246,6.564655064450767,5.26609374982934,0.0022075494879094147,0.0009173562952106655,True,NONE
5,veh_0,5,2,4.932533291119517,6.109975601840213,4.927670753403736,0.0017376319326610366,0.0031249057831200804,True,NONE
6,veh_0,5,2,5.15524569087705,6.323027726320401,5.149183495412116,0.001199657749153017,0.004862537715781117,True,NONE
7,veh_0,1,1,5.605439073662078,0.4935379682578351,5.576986311798538,0.008755362102796994,0.019697399760742647,True,NONE
8,veh_0,4,2,4.910914314091019,5.357068374859262,4.905764316898264,0.0021658143520259716,0.0029841828407295217,True,NONE
9,veh_0,5,2,4.580407447483719,5.821944922757641,4.571193556441343,0.0031516955774415893,0.006062195464934134,True,NONE
10,veh_0,1,1,5.533541724530016,0.34624209515375454,5.493945399913916,0.005826052823092307,0.0337702717930072,True,NONE
11,veh_0,1,1,4.943022777592618,0.176021253740571,4.9008862051427355,0.0025402478337828733,0.03959632461609951,True,NONE
12,veh_0,4,2,4.691891367376908,4.980865530894644,4.686035160457703,0.0007062097264504799,0.005149997192755494,True,NONE
13,veh_0,4,2,3.3957308676363596,3.725321054213577,3.3881237795031582,0.0017508812139954146,0.005856206919205973,True,NONE
14,veh_0,1,1,3.3810300865039693,0.11925357256884564,3.3347182953213284,0.0017181277923126474,0.044593663390328275,True,NONE
15,veh_0,3,2,3.2996930834443803,3.385944602329457,3.294978137799674,0.004714945644706223,0.0,True,NONE
16,veh_0,3,2,3.3547730082569176,3.3145479725023916,3.3465129149188084,0.0035451476934031012,0.004714945644706223,True,NONE
17,veh_0,3,2,2.618573525257419,2.6482744052378946,2.606888951949302,0.0034244799700078547,0.008260093338109323,True,NONE
18,veh_0,1,1,2.659790796600104,0.3033723419916772,2.596246234516416,0.005548197592930261,0.057996364490758096,True,NONE
19,veh_0,0,1,2.9156825064907745,0.3501337582163488,2.8457044101247844,0.006433534282302019,0.06354456208368836,True,NONE
20,veh_1,4,2,3.5188060994015355,6.380895232690019,3.515062851214415,0.003743248187120876,0.0,True,NONE
21,veh_1,5,2,3.5636105944581615,7.3354445910080335,3.560161120464335,0.00344947399382696,0.0,True,NONE
22,veh_1,4,2,3.8351333716635825,7.02577687047926,3.8265202707772,0.004869852699261282,0.003743248187120876,True,NONE
23,veh_1,5,2,3.82769506437478,7.803760475280474,3.8212393165339673,0.0030062738469859083,0.00344947399382696,True,NONE
24,veh_1,5,2,3.0259339405522514,6.1696689646116845,3.0170217490834275,0.002456443628010972,0.0064557478408128685,True,NONE
25,veh_1,0,1,2.679697252141748,0.09780984806520776,2.6607479124077194,0.0014240473788226112,0.017525292355205998,True,NONE
26,veh_1,4,2,3.64483539211264,6.394759552897032,3.634379289664739,0.0018430015615188478,0.008613100886382157,True,NONE
27,veh_1,1,1,3.0744512545085785,0.20057391034367883,3.050257486503458,0.003401426709572885,0.020792341295547457,True,NONE
28,veh_1,0,1,2.4917388086998464,0.2463597835991032,2.4631104671161674,0.004434573578558831,0.02419376800512034,True,NONE
29,veh_1,0,1,2.9845290335887618,0.14831292223321701,2.953525138588136,0.002375553416946713,0.02862834158367917,True,NONE
30,veh_1,1,1,2.4526064391915012,0.5230081699801239,2.4116247057324194,0.009977838458455993,0.03100389500062588,True,NONE
31,veh_1,1,1,3.1057922925517234,0.4297682257946974,3.056826559888725,0.007983999203916204,0.040981733459081876,True,NONE
32,veh_1,3,2,2.057638756575383,3.1582765628664142,2.0557192178591173,0.0019195387162658686,0.0,True,NONE
33,veh_1,4,2,2.1655210064133255,4.148798253355766,2.150321810250917,0.004743093714507745,0.010456102447901005,True,NONE
34,veh_1,3,2,2.1429017260534735,3.3876028666721125,2.1379560307334735,0.0030261566037341784,0.0019195387162658686,True,NONE
35,veh_1,3,2,2.5807503503960203,4.154510847382905,2.571363316844318,0.004441338231701873,0.004945695320000047,True,NONE
36,veh_1,4,2,2.1568102254520447,3.7877689957753575,2.14030709582725,0.0013039334623855911,0.015199196162408751,True,NONE
37,veh_1,3,2,2.449990995416612,3.7744787516453844,2.4380391285282665,0.0025648333366432943,0.00938703355170192,True,NONE
38,veh_1,1,1,2.1785241422850614,0.4750450887171587,2.1024791096044027,0.009080405952422294,0.06696462672823664,True,NONE
39,veh_1,0,1,1.8403317124695917,0.42399729361843047,1.756157965509666,0.008128714279266676,0.07604503268065892,True,NONE
40,veh_2,1,1,1.7245962935613979,0.28107025766601423,1.7193187521585094,0.005277541402888582,0.0,True,NONE
41,veh_2,1,1,1.776472985313445,0.11131209706879547,1.7693230665824973,0.0018723773280594099,0.005277541402888582,True,NONE
42,veh_2,5,2,1.9349337044483788,13.602221411125058,1.933412377949931,0.0015213264984476878,0.0,True,NONE
43,veh_2,5,2,1.8074634131036684,12.798022212562804,1.8021366399835126,0.0038054466217080545,0.0015213264984476878,True,NONE
44,veh_2,0,1,2.006640299816418,0.26709051256482924,1.9945474803302394,0.004942900755230537,0.007149918730947992,True,NONE
45,veh_2,0,1,1.4526998859512505,0.21023712227162317,1.43668966195203,0.003917404513042058,0.01209281948617853,True,NONE
46,veh_2,1,1,1.7393475228831508,0.4175352119895138,1.7153296605762551,0.008007638307675025,0.01601022399922059,True,NONE
47,veh_2,3,2,1.5022766178381597,7.955418212482679,1.4992543418048756,0.003022276033284016,0.0,True,NONE
48,veh_2,0,1,1.4153072623675491,0.4061054141714876,1.3834439805733385,0.007845419487315083,0.024017862306895614,True,NONE
49,veh_2,6,2,1.593109413527677,12.879559068755745,1.5842575161579098,0.008851897369767315,0.0,True,NONE
50,veh_2,5,2,2.0003113222106212,14.033069029623018,1.9932136680218546,0.001770881068610909,0.005326773120155742,True,NONE
