task_index,vehicle_id,action,case,delay_s,energy_j,comm_delay_s,comp_delay_s,wait_delay_s,completed,failure_reason
0,veh_0,1,1,5.815793023395388,0.2979747761285539,5.810995727018221,0.004797296377167433,0.0,True,NONE
1,veh_0,1,1,5.515577043600474,0.46764393706433166,5.502527373956811,0.00825237326649527,0.004797296377167433,True,NONE
2,veh_0,1,1,6.068309034210471,0.15226987604083042,6.053424651976387,0.001834712590421331,0.013049669643662705,True,NONE
3,veh_0,1,1,6.133558727261502,0.3595453438664118,6.11270597934596,0.0059683656814590435,0.014884382234084037,True,NONE
4,veh_0,1,1,5.2284429130707215,0.2727866994527351,5.20317506617936,0.0044150989758188295,0.02085274791554308,True,NONE
5,veh_0,1,1,4.897538619625566,0.22245114835479246,4.868795508868882,0.0034752638653220732,0.025267846891361908,True,NONE
6,veh_0,1,1,5.118804068317261,0.1708423913359244,5.087661642062271,0.002399315498306034,0.028743110756683978,True,NONE
7,veh_0,1,1,5.616884100156326,0.4935379682578351,5.576986311798538,0.008755362102796994,0.031142426254990013,True,NONE
8,veh_0,1,1,4.899074349056735,0.2651298845225461,4.854844931994896,0.004331628704051943,0.039897788357787005,True,NONE
9,veh_0,1,1,4.567110268753984,0.3603353323495316,4.5165774605372615,0.0063033911548831785,0.04422941706183895,True,NONE
10,veh_0,1,1,5.550304260953731,0.34624209515375454,5.493945399913916,0.005826052823092307,0.050532808216722125,True,NONE
11,veh_0,1,1,4.959785314016332,0.176021253740571,4.9008862051427355,0.0025402478337828733,0.056358861039814426,True,NONE
12,veh_0,1,1,4.697707982847157,0.11699493719025458,4.637396454520658,0.0014124194529009598,0.058899108873597304,True,NONE
13,veh_0,1,1,3.416770036604092,0.2086176888580375,3.352956745849603,0.0035017624279908293,0.06031152832649826,True,NONE
14,veh_0,1,1,3.40024971386813,0.11925357256884564,3.3347182953213284,0.0017181277923126474,0.06381329075448909,True,NONE
15,veh_0,1,1,3.3411215632826443,0.5041561670050866,3.2661602534464302,0.009429891289412446,0.06553141854680174,True,NONE
16,veh_0,1,1,3.3992959125409397,0.3876872124134893,3.317244307317919,0.0070902953868062025,0.07496130983621418,True,NONE
17,veh_0,1,1,2.6729896619396447,0.3682888879685516,2.5840890967766086,0.006848959940015709,0.0820516052230204,True,NONE
18,veh_0,1,1,2.690694997272382,0.3033723419916772,2.596246234516416,0.005548197592930261,0.0889005651630361,True,NONE
19,veh_0,3,2,2.874029308597813,2.8609468914041094,2.870812541456662,0.0032167671411510094,0.0,True,NONE
20,veh_1,1,1,3.4628291777170115,0.4088782455255153,3.4553426813427697,0.007486496374241752,0.0,True,NONE
21,veh_1,1,1,3.504990653430884,0.3798534514733859,3.4906052090689883,0.00689894798765392,0.007486496374241752,True,NONE
22,veh_1,1,1,3.7856336553826493,0.5246003549823505,3.7615085056222313,0.009739705398522563,0.014385444361895672,True,NONE
23,veh_1,1,1,3.7767203413469272,0.3380932111375162,3.7465826438925376,0.006012547693971817,0.024125149760418237,True,NONE
24,veh_1,1,1,2.9931278955068135,0.2752251359090612,2.9580773107964013,0.004912887256021944,0.03013769745439005,True,NONE
25,veh_1,1,1,2.697222544496954,0.09780984806520776,2.6607479124077194,0.0014240473788226112,0.035050584710411996,True,NONE
26,veh_1,1,1,3.612792594105449,0.22002647574081655,3.5726319588931768,0.0036860031230376957,0.036474632089234606,True,NONE
27,veh_1,1,1,3.0938195484253033,0.20057391034367883,3.050257486503458,0.003401426709572885,0.040160635212272304,True,NONE
28,veh_1,1,1,2.511107102616571,0.2463597835991032,2.4631104671161674,0.004434573578558831,0.04356206192184518,True,NONE
29,veh_1,1,1,3.003897327505487,0.14831292223321701,2.953525138588136,0.002375553416946713,0.04799663550040401,True,NONE
30,veh_1,1,1,2.471974733108226,0.5230081699801239,2.4116247057324194,0.009977838458455993,0.05037218891735073,True,NONE
31,veh_1,1,1,3.125160586468448,0.4297682257946974,3.056826559888725,0.007983999203916204,0.06035002737580673,True,NONE
32,veh_1,1,1,2.0984317208206544,0.21221645779467085,2.0262586168084,0.003839077432531737,0.06833402657972293,True,NONE
33,veh_1,1,1,2.195447591703163,0.49544725445339344,2.113788300261893,0.00948618742901549,0.07217310401225467,True,NONE
34,veh_1,1,1,2.195028495008261,0.3236888292770131,2.1073168903595225,0.006052313207468357,0.08165929144127015,True,NONE
35,veh_1,1,1,2.631107279014124,0.4694789531492072,2.5345129979019814,0.008882676463403747,0.08771160464873852,True,NONE
36,veh_1,1,1,2.203145881742166,0.15143278357561163,2.1039437337052527,0.0026078669247711823,0.09659428111214227,True,NONE
37,veh_1,1,1,2.5074312990070857,0.28051432850729824,2.403099484296886,0.0051296666732865885,0.09920214803691345,True,NONE
38,veh_1,1,1,2.215891330267025,0.4750450887171587,2.1024791096044027,0.009080405952422294,0.10433181471020005,True,NONE
39,veh_1,3,2,1.785755820088739,2.9773470375623985,1.7816914629491056,0.004064357139633339,0.0,True,NONE
40,veh_2,1,1,1.7245962935613979,0.28107025766601423,1.7193187521585094,0.005277541402888582,0.0,True,NONE
41,veh_2,1,1,1.776472985313445,0.11131209706879547,1.7693230665824973,0.0018723773280594099,0.005277541402888582,True,NONE
42,veh_2,1,1,1.8070019053833155,0.0940496315239236,1.7983306601539197,0.0015213264984476878,0.007149918730947992,True,NONE
