task_index,vehicle_id,action,case,delay_s,energy_j,comm_delay_s,comp_delay_s,wait_delay_s,completed,failure_reason
0,veh_0,0,1,5.70143124039368,0.431264266152282,5.693944744019439,0.007486496374241752,0.0,True,NONE
1,veh_0,0,1,5.823279519769629,0.2979747761285539,5.810995727018221,0.004797296377167433,0.007486496374241752,True,NONE
2,veh_0,0,1,5.523063539974716,0.46764393706433166,5.502527373956811,0.00825237326649527,0.012283792751409185,True,NONE
3,veh_0,0,1,6.0757955305847124,0.15226987604083042,6.053424651976387,0.001834712590421331,0.020536166017904454,True,NONE
4,veh_0,0,1,6.141045223635745,0.3595453438664118,6.11270597934596,0.0059683656814590435,0.022370878608325782,True,NONE
5,veh_0,0,1,5.787290887641813,0.40246792633633977,5.752052695364374,0.00689894798765392,0.028339244289784828,True,NONE
6,veh_0,0,1,6.243443161575346,0.548969922565122,6.198465263899385,0.009739705398522563,0.03523819227743875,True,NONE
7,veh_0,0,1,5.2525680628311395,0.2727866994527351,5.20317506617936,0.0044150989758188295,0.04497789767596131,True,NONE
8,veh_0,0,1,4.921663769385984,0.22245114835479246,4.868795508868882,0.0034752638653220732,0.04939299665178014,True,NONE
9,veh_0,0,1,6.23275023899537,0.3623660790064338,6.173869430784296,0.006012547693971817,0.05286826051710221,True,NONE
10,veh_0,0,1,4.938311307615183,0.2943895389225781,4.874517612148087,0.004912887256021944,0.058880808211074026,True,NONE
11,veh_0,0,1,5.153854653027673,0.1708423913359244,5.087661642062271,0.002399315498306034,0.06379369546709597,True,NONE
12,veh_0,0,1,5.651934684866737,0.4935379682578351,5.576986311798538,0.008755362102796994,0.066193010965402,True,NONE
13,veh_0,0,1,4.460930766227991,0.11504795239894025,4.3845583457809685,0.0014240473788226112,0.07494837306819901,True,NONE
14,veh_0,0,1,4.93554898114597,0.2651298845225461,4.854844931994896,0.004331628704051943,0.07637242044702162,True,NONE
15,veh_0,0,1,5.971611911482152,0.2431723747439652,5.887221859208041,0.0036860031230376957,0.08070404915107356,True,NONE
16,veh_0,0,1,4.607270903966256,0.3603353323495316,4.5165774605372615,0.0063033911548831785,0.08439005227411125,True,NONE
17,veh_0,0,1,5.5904648961660035,0.34624209515375454,5.493945399913916,0.005826052823092307,0.09069344342899444,True,NONE
18,veh_0,0,1,5.126339193126687,0.22033551818029454,5.026418270165028,0.003401426709572885,0.09651949625208675,True,NONE
19,veh_0,0,1,4.163233643099399,0.2623174603935333,4.05887814655918,0.004434573578558831,0.09992092296165962,True,NONE
20,veh_0,0,1,5.007781949516737,0.176021253740571,4.9008862051427355,0.0025402478337828733,0.10435549654021846,True,NONE
21,veh_0,0,1,4.97628753615082,0.16744783323093437,4.867016238359872,0.002375553416946713,0.10689574437400133,True,NONE
22,veh_0,0,1,4.093285602125003,0.5386322875815557,3.9740364658755984,0.009977838458455993,0.10927129779094803,True,NONE
23,veh_0,0,1,5.164476364044926,0.4495723924817262,5.037243228591606,0.007983999203916204,0.11924913624940403,True,NONE
