cell_id,algorithm,geometry,workload,seed,eval_seed,training_episodes,wall_clock_time_s,convergence_status,final_reward,final_loss,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,realization_hash,checkpoint_sha256,git_sha,invariants_passed
grid_200m_CoTOP_w20_seed4,CoTOP,grid_200m,20,4,30004,500,1500.0,STABLE,0.0,0.0,200,200,0,1.0,0.2853,0.1001,1.9842,0.9338,0.2653,0.02,0.0,589d34324abcbcb03a8e18913ab924daff3f3d52913d345a584e667191895189,0e64fc3f04e1d3c73b7ae493c0221140373fcc6d2d1c493ca069a24c7e0a0177,a43abc5ec175824f66b68d0e5fab35fe4ba3220d,True
