cell_id,algorithm,geometry,workload,seed,training_episodes,wall_clock_time_s,convergence_status,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,realization_hash,git_sha,invariants_passed
corridor_2400m_Greedy_w20_seed0,Greedy,corridor_2400m,20,0,0,0.0,NOT_APPLICABLE_HEURISTIC,200,200,0,1.0,0.7081,0.5341,3.628,1.7008,0.6717,0.0364,0.0,11f3549c1e5dbb54c448763da011f774ef914ab6eb3f4c653701aa658b53714f,4b25c60a9bc9e2a5367a8ded450e0da15ee8ba0f,True
