cell_id,algorithm,geometry,workload,seed,training_episodes,wall_clock_time_s,convergence_status,total_tasks,completed_tasks,failed_tasks,completion_ratio,mean_delay_s,std_delay_s,mean_energy_j,std_energy_j,comm_delay_s,comp_delay_s,wait_delay_s,realization_hash,git_sha,invariants_passed
corridor_2400m_Local_w40_seed1,Local,corridor_2400m,40,1,0,0.0,NOT_APPLICABLE_HEURISTIC,400,400,0,1.0,0.672,0.5253,0.1435,0.0648,0.6692,0.0027,0.0,a285b459e4a82f6a4db29d76be04b3024a48a46f5ea673f78610a098a8a1c076,4b25c60a9bc9e2a5367a8ded450e0da15ee8ba0f,True
