realization_id,algorithm,scenario,workload,vehicle_count,seed,git_sha,config_hash,checkpoint_hash,realization_hash,timestamp,total_tasks,completed_tasks,failed_tasks,mean_delay_s,p95_delay_s,mean_energy_j,completion_ratio_pct,collaboration_rate_pct,failure_reasons
realization_corridor_2400m_w20_42,CoTOP,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:18.509846+00:00,200,193,7,2.0691899424713336,5.673870650299156,3.8472302080975296,96.5,99.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,DDQN,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:19.808079+00:00,200,193,7,2.0432057967681616,5.6612139959443635,0.8394744154259892,96.5,42.5,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,Local,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:20.912508+00:00,200,193,7,2.04136596953117,5.62399395088518,0.3000039329119527,96.5,0.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,Greedy,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:22.030652+00:00,200,193,7,2.0639223869258982,5.667304780612381,7.219614589600078,96.5,85.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,wo_md,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:22.098116+00:00,200,193,7,2.045019706455199,5.626016085623928,2.0862774776975703,96.5,99.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,wo_tp,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:23.191047+00:00,200,193,7,2.0657134189905704,5.695435326993916,4.7823065028252,96.5,100.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_42,wo_co,corridor_2400m,20,10,42,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,dfbb35402104152e6134968d9c91bb4591889433ca2deca9afc7b75c7c03e242,2026-09-04T14:25:24.257014+00:00,200,193,7,2.04136596953117,5.62399395088518,0.3000039329119527,96.5,0.0,7_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,CoTOP,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:25.436060+00:00,200,196,4,2.06315693917325,5.130796729461781,4.028758992681835,98.0,99.5,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,DDQN,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:26.588065+00:00,200,197,3,2.0241412883397585,5.12692656448298,1.7595615419493649,98.5,32.0,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,Local,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:27.811706+00:00,200,197,3,2.0142848110771028,4.990647591340477,0.28772091847867637,98.5,0.0,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,Greedy,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:28.948384+00:00,200,196,4,2.027646799359078,5.050272710963934,6.972160994082484,98.0,88.5,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,wo_md,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:29.019022+00:00,200,197,3,2.03268175396301,5.061478825242835,2.188578743906078,98.5,99.5,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,wo_tp,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:30.181135+00:00,200,196,4,2.0437833797592204,5.1002521214588805,4.801089668584847,98.0,100.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_43,wo_co,corridor_2400m,20,10,43,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,52a594aa777255afb0bda1c2b2373e272cbf926223556329585fd800730c4604,2026-09-04T14:25:31.312577+00:00,200,197,3,2.0142848110771028,4.990647591340477,0.28772091847867637,98.5,0.0,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,CoTOP,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:32.453786+00:00,200,198,2,2.000734085657414,5.245114417934929,3.8433352735653648,99.0,100.0,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,DDQN,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:33.562893+00:00,200,198,2,1.9636566571454943,5.096156661056985,2.0311044412238215,99.0,36.5,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,Local,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:34.765810+00:00,200,198,2,1.9523747220594847,5.094485621534351,0.27932087710099596,99.0,0.0,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,Greedy,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:35.872337+00:00,200,198,2,1.9795849138682236,5.159576764248891,7.095644216818511,99.0,86.5,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,wo_md,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:35.936685+00:00,200,198,2,1.9716193215526203,5.1699720633704755,2.073762271236527,99.0,100.0,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,wo_tp,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:37.035125+00:00,200,198,2,1.9870963142482756,5.269157410938158,4.7514406308857104,99.0,100.0,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_44,wo_co,corridor_2400m,20,10,44,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,805b00e6ec8c010f4a340d5e45c5cce35fc48264d889b507bc198891b5bf460f,2026-09-04T14:25:38.142653+00:00,200,198,2,1.9523747220594847,5.094485621534351,0.27932087710099596,99.0,0.0,2_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,CoTOP,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:39.373813+00:00,200,195,5,1.9700946906438883,5.273410546796897,5.078070478826649,97.5,99.5,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,DDQN,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:40.632688+00:00,200,196,4,1.929498116665607,5.3352215188584164,2.911081665630935,98.0,36.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,Local,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:41.925601+00:00,200,197,3,1.9188162638139676,5.273410546796897,0.30973572516356246,98.5,0.0,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,Greedy,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:43.110754+00:00,200,195,5,1.9367112387364558,5.302743445285519,6.817272554475994,97.5,80.5,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,wo_md,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:43.176153+00:00,200,195,5,1.9322343754866347,5.273410546796897,2.706038954169413,97.5,99.5,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_45,wo_tp,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:44.347230+00:00,200,195,5,1.9560148599489986,5.314229160241502,5.675531312918509,97.5,100.0,5_DEADLINE_EXCEEDED
