realization_id,algorithm,scenario,workload,vehicle_count,seed,git_sha,config_hash,checkpoint_hash,realization_hash,timestamp,total_tasks,completed_tasks,failed_tasks,mean_delay_s,p95_delay_s,mean_energy_j,completion_ratio_pct,collaboration_rate_pct,failure_reasons
realization_corridor_2400m_w20_45,wo_co,corridor_2400m,20,10,45,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,b09d0411e658043b9e5b6039b0a7de65796ce3152226026f3be0f28f44a74fd7,2026-09-04T14:25:45.518517+00:00,200,197,3,1.9188162638139676,5.273410546796897,0.30973572516356246,98.5,0.0,3_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,CoTOP,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:46.663806+00:00,200,194,6,2.0586957804064827,5.639317127169247,4.0118784647725745,97.0,100.0,6_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,DDQN,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:47.784742+00:00,200,194,6,2.016003948001983,5.497404053983361,1.9826935768194855,97.0,37.0,6_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,Local,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:48.872230+00:00,200,195,5,2.0066860568603,5.493589164377764,0.2951673323208539,97.5,0.0,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,Greedy,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:50.087573+00:00,200,195,5,2.033224125426783,5.5596897969852614,7.238843651456364,97.5,86.0,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,wo_md,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:50.160432+00:00,200,194,6,2.0267764305002207,5.582838727252115,2.1657168255350907,97.0,100.0,6_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,wo_tp,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:51.346650+00:00,200,194,6,2.0482704166143706,5.648791927760433,4.977452379921264,97.0,100.0,6_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_46,wo_co,corridor_2400m,20,10,46,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,04ef7c838e8795c5894976cdfac799704524a1893e32ae121dae50ab5b3d7343,2026-09-04T14:25:52.467872+00:00,200,195,5,2.0066860568603,5.493589164377764,0.2951673323208539,97.5,0.0,5_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,CoTOP,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:53.645884+00:00,200,199,1,1.8815055614065241,4.771803035245514,5.138997090932265,99.5,100.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,DDQN,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:54.802273+00:00,200,199,1,1.8454698749481226,4.718897040579725,2.3426367998100286,99.5,38.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,Local,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:55.941579+00:00,200,199,1,1.8388560623367396,4.718897040579725,0.2982780014759372,99.5,0.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,Greedy,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:57.047154+00:00,200,199,1,1.8585277370927147,4.781967593150821,7.08463884601108,99.5,85.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,wo_md,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:57.229418+00:00,200,199,1,1.8468516099486856,4.7715184993905,2.7409680457832817,99.5,100.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,wo_tp,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:58.422444+00:00,200,199,1,1.8713157015013728,4.769112316380609,5.695532670803576,99.5,100.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed47,wo_co,corridor_2400m,20,10,47,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,50af9e828670c1407dcb0ebe449032456bdc6adca8450a9be42aec0f04c41523,2026-09-04T14:25:59.592257+00:00,200,199,1,1.8388560623367396,4.718897040579725,0.2982780014759372,99.5,0.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,CoTOP,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:00.804626+00:00,200,196,4,2.024876832208712,5.344099990267497,4.193574514087303,98.0,100.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,DDQN,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:01.985673+00:00,200,196,4,1.9984057051728241,5.239346585276228,2.4915014692866255,98.0,37.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,Local,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:03.089319+00:00,200,196,4,1.991701198509607,5.238241251175166,0.31433697452170045,98.0,0.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,Greedy,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:04.196779+00:00,200,196,4,2.011337301883653,5.293183027948644,7.463506249964748,98.0,86.5,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,wo_md,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:04.270554+00:00,200,196,4,1.9966849735527656,5.284106160178139,2.264949338740303,98.0,100.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,wo_tp,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:05.453942+00:00,200,196,4,2.015320540196429,5.304797549346799,5.044960180443887,98.0,100.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed48,wo_co,corridor_2400m,20,10,48,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9757e1a7d84034e343dc030c3e6c8a5c6860300a600f680f82b581bd2d517bff,2026-09-04T14:26:06.433566+00:00,200,196,4,1.991701198509607,5.238241251175166,0.31433697452170045,98.0,0.0,4_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed49,CoTOP,corridor_2400m,20,10,49,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,2026-09-04T14:26:07.494010+00:00,200,199,1,1.9353351511477053,5.270809187205009,5.017698777770679,99.5,100.0,1_DEADLINE_EXCEEDED
realization_corridor_2400m_w20_seed49,DDQN,corridor_2400m,20,10,49,37053388f7bd1eacf25f871122c4d16ea5a284fc,9885c1b7b396aa6c99cefbd5114379d2dc4f5ab8b37d4e5ac7d376cd255d20bc,f427576914ea7ca656124ae7ff36b93d7288234820e3ea2bb220f661475f3562,9d50cb88a164bf17221658f0a03647330463f75de2718ebb6db631731380901a,2026-09-04T14:26:08.652212+00:00,200,199,1,1.8939921734158551,5.221223988571422,2.4283789490812997,99.5,39.0,1_DEADLINE_EXCEEDED
